run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-009,California,California,Mixed-Use Residential,Unknown,Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,70,High relevance to LA / California developer strategy,"Track local planning filings, approval body, sponsor, and entitlement precedent",Monterey Park approves upsized project at 114 E. Garvey Avenue,Urbanize LA,https://la.urbanize.city/post/monterey-park-approves-upsized-project-114-e-garvey-avenue,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-001,Los Angeles / California,Los Angeles,Office-to-Residential Conversion,,Newmark Closes Note Sale on San Pedro Adaptive Reuse,Adaptive Reuse,Approved / Entitled,Unknown,Office conversion policy,No,No clear density / zoning signal,No,2026,20,67,Relevant to US residential developer capability,"Review office conversion feasibility, policy support, and local sponsor activity",Newmark Closes Note Sale on San Pedro Adaptive Reuse,Connect CRE California,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-012,Los Angeles / California,Los Angeles,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Los Angeles / California - Newmark Closes Note Sale on San Pedro Adaptive Reuse,Office-to-Residential Conversion,Approved / Entitled,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,20,67,Relevant to US residential developer capability,"Review office conversion feasibility, policy support, and local sponsor activity",Newmark Closes Note Sale on San Pedro Adaptive Reuse,Connect CRE California,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Medium
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-002,National,Other / Unknown,Multifamily,Berkadia,Looking Past the Noise: A More Nuanced View of Multifamily,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,in 2026,65,35,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Looking Past the Noise: A More Nuanced View of Multifamily,Commercial Observer,https://commercialobserver.com/2026/08/looking-past-the-noise-a-more-nuanced-view-of-multifamily/,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-006,Other / Unknown,Los Angeles,Apartment,Unknown,Centerspace executives outline disposition plans,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Centerspace executives outline disposition plans,Multifamily Dive,https://www.multifamilydive.com/news/apartment-reit-dispositions-strategic-review/827348/,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-005,Sun Belt,Los Angeles,Apartment,Unknown,Apartment REITs see Sun Belt momentum in latest earnings,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Apartment REITs see Sun Belt momentum in latest earnings,Multifamily Dive,https://www.multifamilydive.com/news/apartment-reit-q2-earnings-reports/827436/,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-003,Los Angeles / California,Los Angeles,Mixed-Use Residential,,Warner Center's beleaguered Promenade mall bites the dust,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Warner Center's beleaguered Promenade mall bites the dust,Urbanize LA,https://la.urbanize.city/post/warner-centers-beleaguered-promenade-mall-bites-dust,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-010,Atlanta / Georgia,Atlanta,Apartment,Unknown,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",JLB Pursuing Buckhead Office-to-Apartments Conversion,Connect CRE Atlanta,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-014,Los Angeles / California,Los Angeles,General Residential,Unknown,Office-to-Residential Conversion - Los Angeles / California - Fresh renderings for Watts Towers Art Center revamp,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,32,Low relevance,"Review office conversion feasibility, policy support, and local sponsor activity",Fresh renderings for Watts Towers Art Center revamp,Urbanize LA,https://la.urbanize.city/post/fresh-renderings-watts-towers-art-center-revamp,Low
2026-08-12,20260812-234133-86ac94e9,ENT-20260812-008,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,Entitlement Approval,Early Planning,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,30,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,Urbanize LA,https://la.urbanize.city/post/affordable-housing-proposed-1058-n-kingsley-dr-east-hollywood,Low
