run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Miami,Florida,8,8,0,7,5,9,Apartment,Refinancing,General Entitlement Signal,Mixed-use corridor,100,100,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Acquisition - Miami / Florida - Berkadia Arranges Sale of 282-Unit Luxury Naples Multifamily Community to Cardone Capital; Acquisition - Miami / Florida - Milestone Group Trades Kendall Apartment Complex for $109M; Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project; Arrow Arranges $85M Construction Loan for Miami Condo Project; Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Hollywood,Los Angeles,2,2,1,2,1,3,Apartment,Entitlement / Permitting,Entitlement Approval,Downtown infill,100,47,42,High relevance to Woomi site strategy,Monitor entitlement precedent,Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood; Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood; Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset; Stewards Inks $79M Refi of Hollywood Rental Asset
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Atlanta,Southeast,6,6,1,6,1,4,Apartment,Acquisition,Office-to-Residential Conversion,University-adjacent,100,45,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community; Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties; Atlanta Beltline Advancing 218-Unit Affordable Apartment Project; Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project; Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,New York,New York,5,4,0,3,0,0,Mixed-Use Residential,JV / Partnership,General Entitlement Signal,Mixed-use corridor,100,0,20,Strategic watch submarket,Review potential acquisition pipeline,"AV Management Nabs SoHo Mixed-Use for $43M; Disposition / Exit - New York - AV Management Nabs SoHo Mixed-Use for $43M; General Project Signal - New York - Walker & Dunlop Arranges $147.5M Debt and Equity Capitalization for Mixed-Use Development...; JV / Partnership - New York - Morris Heights Seniors Housing Project Secures Permits; JV / Partnership - New York - Walker & Dunlop Arranges Debt, Equity for Port Chester Multifamily Project"
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Phoenix,Arizona,3,3,0,3,0,2,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,100,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Phoenix / Arizona - ColRich Pays $52.4M for Mesa Rental Community; Acquisition - Phoenix / Arizona - Rockwell Pays $42M for 182-Unit Scottsdale Rental Community; After 30-Year Hold, Monarch Offloads Golden Apartment Community; ColRich Pays $52.4M for Mesa Rental Community; Disposition / Exit - Phoenix / Arizona - After 30-Year Hold, Monarch Offloads Golden Apartment Community"
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Los Angeles,Los Angeles,8,2,6,0,0,0,Mixed-Use Residential,Entitlement / Permitting,CEQA / Environmental Review,University-adjacent,93,44,45,High relevance to Woomi site strategy,Monitor entitlement precedent,42 apartments slated for 2817 Montrose Ave. in Glendale; Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood; Apartment REITs see Sun Belt momentum in latest earnings; Centerspace executives outline disposition plans; Construction begins for student housing at Long Beach City College
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Houston,Texas,2,2,0,2,1,4,Apartment,Refinancing,General Entitlement Signal,General submarket monitoring,90,51,20,Strategic watch submarket,Review potential acquisition pipeline,895-Unit Texas Luxury Apartment Portfolio is Acquired by Strategic Value Partners; Acquisition - Houston / Texas - 895-Unit Texas Luxury Apartment Portfolio is Acquired by Strategic Value Partners; Northmarq Arranges Refis for Three Texas Rental Communities; Refinancing - Houston / Texas - Northmarq Arranges Refis for Three Texas Rental Communities
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Dallas,Texas,4,2,0,2,1,2,Apartment,Refinancing,General Entitlement Signal,University-adjacent,77,45,20,Strategic watch submarket,Review potential acquisition pipeline,Cedarwood Building 272-Unit Celina Rental Community; Development Start - Dallas / Texas - Teeple Adding 312-Unit Student Housing Project to Texas A&M Offering; Nitya Refinances 432-Unit Dallas Rental Property; Refinancing - Dallas / Texas - Nitya Refinances 432-Unit Dallas Rental Property; Teeple Adding 312-Unit Student Housing Project to Texas A&M Offering
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,California,National / Other,0,5,1,0,0,0,Apartment,Acquisition,Entitlement Approval,General submarket monitoring,72,11,20,Strategic watch submarket,Monitor entitlement precedent,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal; Acquisition - California - Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal; Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue; General Project Signal - California - California Awards $239M in Gap Funding to 20 Affordable Projects; General Project Signal - California - Keystone Arranges $22M Permanent Loan for Belmont Multifamily
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,East Hollywood,Los Angeles,1,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,69,16,42,High relevance to Woomi site strategy,Monitor entitlement precedent,Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood; Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Glendale,Los Angeles,1,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,67,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,42 apartments slated for 2817 Montrose Ave. in Glendale; Entitlement / Permitting - Other / Unknown - 42 apartments slated for 2817 Montrose Ave. in Glendale
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Watts,Los Angeles,1,1,1,1,0,1,General Residential,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,66,15,55,High relevance to Woomi site strategy,Monitor entitlement precedent,Fresh renderings for Watts Towers Art Center revamp; Office-to-Residential Conversion - Los Angeles / California - Fresh renderings for Watts Towers Art Center revamp
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Costa Mesa,Orange County,1,1,0,1,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,65,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,MacArthur Park,Los Angeles,1,1,0,1,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,65,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Berkadia Negotiates $40.6M Multifamily Property Sale in Augusta Georgia with MacArthur Park Apartments; Disposition / Exit - Georgia - Berkadia Negotiates $40.6M Multifamily Property Sale in Augusta Georgia with MacArthur Par...
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Miracle Mile,Los Angeles,1,1,0,1,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,64,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Disposition / Exit - Los Angeles / California - Prime Residential Pays $51M for Miracle Mile Apartments in Los Angeles; Prime Residential Pays $51M for Miracle Mile Apartments in Los Angeles
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Riverside,Inland Empire,1,1,0,1,0,0,Multifamily,Disposition / Exit,General Entitlement Signal,General submarket monitoring,63,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Brokerage Veteran Establishes Independent Firm and Celebrates Inaugural Transaction Raritan Riverside in Raritan New Jersey; Disposition / Exit - Riverside / California - Brokerage Veteran Establishes Independent Firm and Celebrates Inaugural Transaction Rarita...
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Jersey City,New York,1,1,0,1,0,1,Apartment,JV / Partnership,General Entitlement Signal,General submarket monitoring,58,0,20,Strategic watch submarket,Track local GP / sponsor activity,CBRE Arranges $109.5M Permanent Loan for Jersey City Apartment Building; JV / Partnership - Other / Unknown - CBRE Arranges $109.5M Permanent Loan for Jersey City Apartment Building
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Long Beach,Los Angeles,1,1,0,1,0,0,Student Housing,General Project Signal,General Entitlement Signal,University-adjacent,55,0,30,High relevance to Woomi site strategy,Monitor only,Construction begins for student housing at Long Beach City College; General Project Signal - Southeast - Construction begins for student housing at Long Beach City College
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Pasadena,Los Angeles,1,1,0,1,0,0,Workforce Housing,General Project Signal,General Entitlement Signal,University-adjacent,55,0,30,High relevance to Woomi site strategy,Monitor only,General Project Signal - Other / Unknown - Rendering Revealed: Workforce housing at 315 N. Pasadena Ave.; Rendering Revealed: Workforce housing at 315 N. Pasadena Ave.
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Scottsdale,Arizona,1,1,0,1,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,49,0,20,Strategic watch submarket,Monitor only,Acquisition - Phoenix / Arizona - Rockwell Pays $42M for 182-Unit Scottsdale Rental Community; Rockwell Pays $42M for 182-Unit Scottsdale Rental Community
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Other / Unknown,National / Other,0,0,2,0,0,0,Multifamily,General Project Signal,CEQA / Environmental Review,University-adjacent,26,44,30,General monitoring,Monitor entitlement precedent,Looking Past the Noise: A More Nuanced View of Multifamily; New 265-Bed Student Housing Development Near UC Berkeley Completed Student Move-Ins Begin Immediately
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,U.S.,National / Other,0,3,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,24,0,20,Low relevance,Monitor only,"Acquisition - National - Chicago-Based L&G Acquires Site to Build Multifamily Property in Boston; Acquisition - National - L&G, Taurus Partner on Ground-Up Multifamily Project in Greater Boston; Acquisition - National - UK Investment Giant Funds First U.S. Development In Boston Suburb"
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Orange County,Orange County,3,0,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Track local GP / sponsor activity,"Bascom Acquires Buena Park Apartments as Value-Add Deal; Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Milhaus Merges with SRG Residential, Will Acquire Broadshore Capital"
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Santa Monica,Los Angeles,1,0,0,0,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Monitor only,Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Florida,National / Other,0,1,0,0,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,Disposition / Exit - Florida - Pearlmark Offloads 216-Unit Bradenton Apartment Community
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Louisville,National / Other,0,1,0,0,0,0,Multifamily,General Project Signal,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,General Project Signal - Louisville / Kentucky - BWE Secures $69M to Finance Multifamily Properties in Alabama and Indiana
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,National,National / Other,0,1,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,General Project Signal - National - U.S. Multifamily Gains Momentum in Q2 2026 as Absorption Surges
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,San Francisco,National / Other,0,1,0,0,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,Disposition / Exit - San Francisco / California - Top markets for apartment sales in H1 2026
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Southeast,National / Other,0,1,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,"Acquisition - Florida - Berkadia Arranges $89.9M Sale of Apartment Community in Naples, Florida"
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Texas,National / Other,0,1,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Track local GP / sponsor activity,Acquisition - Texas - IPA Negotiates Sale of 188-Unit Apartment Complex in Arlington
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Utah,National / Other,0,1,0,0,0,0,Apartment,Refinancing,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,Refinancing - Salt Lake City / Utah - ArrowMark Partners Refis Utah Apartments With $58M Bridge Loan
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Fort Worth,Texas,4,0,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,University-adjacent,0,0,20,Low relevance,Monitor only,Cedarwood Building 272-Unit Celina Rental Community; Nitya Refinances 432-Unit Dallas Rental Property; Teeple Adding 312-Unit Student Housing Project to Texas A&M Offering; Texas Multifamily 2026 Preview: Q&A With Red Oak Capital Holdings’ Nick Jans
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Orlando,Florida,1,0,0,0,0,0,Multifamily,General Project Signal,General Entitlement Signal,General submarket monitoring,0,0,20,Low relevance,Monitor only,Brokerage Veteran Establishes Independent Firm and Celebrates Inaugural Transaction Raritan Riverside in Raritan New Jersey
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Seattle,Seattle,1,0,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,0,0,20,Low relevance,Monitor only,Top markets for apartment sales in H1 2026
