run_date,run_id,la_lifecycle_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,current_lifecycle_stage,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,potential_woomi_site_strategy,recommended_local_follow_up,evidence_signals,source_article_title,url,confidence_level
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-001,Acquisition - California - Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,California,Marcus & Millichap,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,https://www.connectcre.com/stories/levin-johnston-completes-1031-exchange-with-mountain-view-apartment-deal/,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-002,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,Marcus & Millichap,Apartment,Unknown Stage,22,98,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,https://www.connectcre.com/stories/costa-mesa-multifamily-changes-hands-for-value-add-repositioning/,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-003,Disposition / Exit - Los Angeles / California - Prime Residential Pays $51M for Miracle Mile Apartments in Los Angeles,Los Angeles,Marcus & Millichap,Apartment,Unknown Stage,21,98,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Prime Residential Pays $51M for Miracle Mile Apartments in Los Angeles,https://yieldpro.com/2026/08/burnside-avenue/,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-004,Prime Residential Pays $51M for Miracle Mile Apartments in Los Angeles,Los Angeles,Marcus & Millichap,Apartment,Unknown Stage,21,94,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Prime Residential Pays $51M for Miracle Mile Apartments in Los Angeles,https://yieldpro.com/2026/08/burnside-avenue/,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-005,Disposition / Exit - Riverside / California - Brokerage Veteran Establishes Independent Firm and Celebrates Inaugural Transaction Rarita...,California,IPA,Multifamily,Unknown Stage,20,94,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Brokerage Veteran Establishes Independent Firm and Celebrates Inaugural Transaction Raritan Riverside in Raritan New Jersey,https://yieldpro.com/2026/08/raritan-riverside/,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-006,Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,Los Angeles,,Affordable Housing,Site Acquisition / Site Control,10,89,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; this month,Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,https://la.urbanize.city/post/affordable-housing-proposed-1058-n-kingsley-dr-east-hollywood,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-007,Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,California,Marcus & Millichap,Apartment,Unknown Stage,23,88,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; 2026,Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,https://www.connectcre.com/stories/levin-johnston-completes-1031-exchange-with-mountain-view-apartment-deal/,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-008,Refinancing - Salt Lake City / Utah - ArrowMark Partners Refis Utah Apartments With $58M Bridge Loan,Los Angeles,Unknown,Apartment,Refinancing / Recapitalization,57,83,Unknown Timing,Low,High,Review acquisition / JV timing,"Review lender exposure, sponsor stress, and possible JV or rescue-capital angle",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,ArrowMark Partners Refis Utah Apartments With $58M Bridge Loan,https://commercialobserver.com/2026/08/arrowmark-partners-utah-apartments/,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-009,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,Los Angeles,Unknown,Affordable Housing,Early Site Signal,24,81,Unknown Timing,Low,Low,Monitor only,Monitor lifecycle status for repeated confirmation,Early Site Signal; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,https://la.urbanize.city/post/affordable-housing-proposed-1058-n-kingsley-dr-east-hollywood,High
2026-08-12,20260812-234133-86ac94e9,LALC-20260812-010,Brokerage Veteran Establishes Independent Firm and Celebrates Inaugural Transaction Raritan Riverside in Raritan New Jersey,Los Angeles,Unknown,Multifamily,Site Acquisition / Site Control,20,81,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Brokerage Veteran Establishes Independent Firm and Celebrates Inaugural Transaction Raritan Riverside in Raritan New Jersey,https://yieldpro.com/2026/08/raritan-riverside/,High
