run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0115,"Disposition / Exit - Los Angeles - Quarterra Seeks Buyers For Almost 4,000 Apartments",100,2026-05-19 02:17:00,"Disposition / Exit - Los Angeles - Quarterra Seeks Buyers For Almost 4,000 Apartments",Disposition / Exit,Apartment,Apartment,Los Angeles,Southern California,California,Quarterra,Quarterra,Unknown,jll,JLL,Unknown,Unknown,Los Angeles,"4,000 Apartments",,,,,,,,,,,89,High Deal Intelligence,Entitlement / zoning watch,"Quarterra Seeks Buyers For Almost 4,000 Apartments",Bisnow,https://www.bisnow.com/national/news/multifamily/quarterra-seeks-buyers-for-almost-4000-apartments-134586,100,DFP-EACCB786F9,90,"Disposition / Exit - Disposition / Exit - Los Angeles - Quarterra Seeks Buyers For Almost 4,000 Apartments",Disposition / Exit - Quarterra - Los Angeles,DCL-20260519-001,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0085,JLL Capital Markets Announced They Arranged a $141.8M Refinancing for Premier Luxury Riverfront Multifamily Tower Wolf Point West in Chicago,100,2026-05-19 02:17:00,Refinancing - New York - JLL Capital Markets Announced They Arranged a $141.8M Refinancing for Premier Luxury River...,Refinancing,Multifamily,Multifamily,New York,New York,New York,Hines,Hines,hines,jll,JLL,hines,hines,New York,,$141.8M; $141.817 million; $141.8m,$141.8M,,,,,,,,,85,High Deal Intelligence,Capital market signal,JLL Capital Markets Announced They Arranged a $141.8M Refinancing for Premier Luxury Riverfront Multifamily Tower Wolf Point West in Chicago,Yield PRO,https://yieldpro.com/2026/05/wolf-point-west/,100,DFP-9D4BE7E23D,90,Refinancing - Refinancing - New York - JLL Capital Markets Announced They Arranged a $141.8M Refinancing for Premier Luxury River...,Refinancing - Hines - JLL - New York,DCL-20260519-002,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0045,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,80,2026-05-19 02:17:00,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$144M; $144M; $144,$144M,,,,,,,,,81,High Deal Intelligence,Capital market signal,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,100,DFP-B52F91F0C5,75,Construction Financing - Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - Unknown - JLL - California,DCL-20260519-003,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0030,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,2026-05-19 02:17:00,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Wood Partners,Wood Partners,Unknown,northmarq,northmarq,Unknown,Unknown,Sun Belt,,$107M; $107M; $107 million,,,,,,,,,,81,High Deal Intelligence,Underwriting benchmark,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,100,DFP-93359E6D9F,90,Disposition / Exit - Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit - Wood Partners - Sun Belt,DCL-20260519-004,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0045,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,80,2026-05-19 02:17:00,Office-to-Residential Conversion - California - San Jose’s Bank of Italy Building Set for Residential Conversion,Office-to-Residential Conversion,Office-to-Residential,Mixed-Use Residential,California,California,California,Unknown,Unknown,Unknown,cushman,cushman,Unknown,Unknown,California,,$74.1 million; $74.1 million,$74.1 million,,,,,,,,,77,Useful Deal Signal,Capital market signal,San Jose’s Bank of Italy Building Set for Residential Conversion,Connect CRE Apartments,https://www.connectcre.com/stories/san-joses-bank-of-italy-building-set-for-residential-conversion/,100,DFP-C7003B9C60,75,Office-to-Residential Conversion - Office-to-Residential Conversion - California - San Jose’s Bank of Italy Building Set for Residential Conversion,Office-to-Residential Conversion - Unknown - California,DCL-20260519-005,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0045,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,80,2026-05-19 02:17:00,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,Office-to-Residential Conversion,Office-to-Residential,Office-to-Residential Conversion,California,California,California,Unknown,Unknown,Unknown,cushman,cushman,Unknown,Unknown,California,,$74.1M; $74.1M; $74.1 million,$74.1M,,,,,,,,,77,Useful Deal Signal,Capital market signal,Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residential Conversion Project in San Jose,REBusiness Online,https://rebusinessonline.com/silicon-valley-initiative-partnership-receives-74-1m-in-financing-for-office-to-residential-conversion-project-in-san-jose/,100,DFP-E2807E3CD9,75,Office-to-Residential Conversion - Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,Office-to-Residential Conversion - Unknown - California,DCL-20260519-006,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0080,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",100,2026-05-19 02:17:00,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Construction Financing,Apartment,Apartment,Sun Belt,Miami,Sun Belt,PMG,PMG,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$126M; $126M; $126 million,$126M,,,,,,,,,76,Useful Deal Signal,Capital market signal,"PMG, LNDMRK Score $126M Financing for Wynwood Condos",Connect CRE South Florida,https://www.connectcre.com/stories/pmg-lndmrk-score-126m-financing-for-wynwood-condos/,96,DFP-D5C86500E3,80,"Construction Financing - Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Construction Financing - PMG - Sun Belt,DCL-20260519-007,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0034,"Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",80,2026-05-19 02:17:00,Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,Refinancing,Apartment,Apartment,New York,Brooklyn,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New York,518 apartments,$374M; $374M; $374.35 million,$374M,,,,,,,,,74,Useful Deal Signal,Capital market signal,Barings Refis Williamsburg Wharf With $374M Loan,Commercial Observer,https://commercialobserver.com/2026/05/barings-naftali-access-industries-williamsburg-brooklyn-wharf/,97,DFP-13A7FFFEF3,75,Refinancing - Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,Refinancing - Unknown - New York,DCL-20260519-008,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0081,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,80,2026-05-19 02:17:00,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$45.5M; $45.5M; $45.5 million,,$45.5M,,,,,,,,73,Useful Deal Signal,Pricing benchmark,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,100,DFP-30194271EF,75,Acquisition - Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Unknown - Sun Belt,DCL-20260519-009,1
2026-05-19,20260519-021700-3e3a74df,PRJ-20260519-0057,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,80,2026-05-19 02:17:00,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Entitlement / Permitting,Mixed-Use Residential,Mixed-Use Residential,Los Angeles,L.A.,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,96 apartments,,,,,,,,,,entitlement,73,Useful Deal Signal,Entitlement / zoning watch,96 apartments + retail proposed at 8871 W. Venice Blvd.,Urbanize LA,https://la.urbanize.city/post/96-apartments-retail-proposed-8871-w-venice-blvd,100,DFP-E5C1F3D551,65,Entitlement / Permitting - Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260519-010,1
