run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,California,Apartment,21,17,11,88.1,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Los Angeles,Affordable Housing,8,7,4,92.9,Regulation Risk,Rent Growth Signal,Entitlement / zoning opportunity or risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,National / Other,Multifamily,32,15,7,70.9,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,New York,Mixed-Use Residential,6,6,6,92.7,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Florida,Apartment,6,5,3,88.7,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Southeast,Apartment,7,5,1,73.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Texas,Apartment,4,4,1,89.5,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Dallas,Apartment,3,3,0,87.3,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Arizona,Apartment,4,2,2,77.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Phoenix,Apartment,3,2,1,85.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-20,20260920-004308-4e5af134,2026-09-20 00:43:08,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
