run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Apartment,33,25,18,25,87.6,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Affordable Housing,15,11,5,12,85.0,Los Angeles / California,Developer Strategy,Blackstone,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Student Housing,2,1,1,2,81.5,Beverly Hills / California,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Multifamily,17,0,0,7,64.5,Other / Unknown,Developer Strategy,None detected,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Mixed-Use Residential,8,6,3,6,82.5,Atlanta / Georgia,Developer Strategy,Marcus & Millichap,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,General Residential,3,0,1,3,57.0,California,Developer Strategy,JLL,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Senior Housing,1,0,0,1,85.0,California,Financing Risk,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
