run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-06-18,20260618-001725-265595f4,LAP-20260618-018,PRJ-20260618-0040,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Los Angeles,55 N. La Cienega Blvd,Marcus & Millichap,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,2,2,100,48,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-06-18,20260618-001725-265595f4,LAP-20260618-026,PRJ-20260618-0019,Entitlement / Permitting - Los Angeles / California - City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard,Los Angeles,2413 N. Silver Lake Boulevard,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,100,34,Relevant to California site monitoring,Use as comparable development precedent,Monitor for repeated project updates,Low
2026-06-18,20260618-001725-265595f4,LAP-20260618-001,PRJ-20260618-0067,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,California,CBRE,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,100,32,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-18,20260618-001725-265595f4,LAP-20260618-002,PRJ-20260618-0072,Disposition / Exit - California - Marcus & Millichap Facilitates $7.4M Sale of 13-Unit Apartment Property in Redondo Beach C...,California,California,Marcus & Millichap,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,100,32,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-18,20260618-001725-265595f4,LAP-20260618-020,PRJ-20260618-0006,"General Project Signal - California - Meeting Tonight For 1275 South California Street, Walnut Creek",California,1275 South California Street,Fairfield Residential,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,100,32,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-06-18,20260618-001725-265595f4,LAP-20260618-022,PRJ-20260618-0032,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Orange County,4861 Liverpool St,CBRE,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,97,24,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-06-18,20260618-001725-265595f4,LAP-20260618-003,PRJ-20260618-0156,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,Los Angeles,Phoenix,Quarterra,Apartment,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,95,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-18,20260618-001725-265595f4,LAP-20260618-031,PRJ-20260618-0036,Entitlement / Permitting - Los Angeles / California - Affordable housing slated for 5139 N. Colfax Ave. in Valley Village,Los Angeles,5139 N. Colfax Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-18,20260618-001725-265595f4,LAP-20260618-033,PRJ-20260618-0014,Entitlement / Permitting - Los Angeles / California - City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,Los Angeles,2143 E. Violet St,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,93,28,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-18,20260618-001725-265595f4,LAP-20260618-032,PRJ-20260618-0025,"General Project Signal - Atlanta / Georgia - Meeting Tomorrow For 3521 Homestead Road, Santa Clara",Los Angeles,3521 Homestead Road,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,91,33,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-18,20260618-001725-265595f4,LAP-20260618-004,PRJ-20260618-0071,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,California,JLL,General Residential,Unknown Stage,Unknown,Low Stall Risk,0,0,0,89,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
