run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Los Angeles,10,3,6,1,1,1,Affordable Housing,Density Bonus / TOC,Mixed-use corridor,Unknown,"250,000sf studio complex approved at 3701 S. Stocker St. in Baldwin Hills; Affordable housing slated for 5139 N. Colfax Ave. in Valley Village; Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard; City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA",100,59,Yes,LA affordable / density bonus watch,Track local planning docket and entitlement precedent,High
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Hollywood,3,2,2,1,1,1,Mixed-Use Residential,Planning Approval,Mixed-use corridor,Unknown,Developer rolls out new plan for stalled Robertson Lane site in West Hollywood; Disposition / Exit - Los Angeles / California - Kidder Mathews Arranges $7.6M Sale of 36-Unit Carlton Apartments in Hollywood; Entitlement / Permitting - Los Angeles / California - Developer rolls out new plan for stalled Robertson Lane site in West Hollywood; Kidder Mathews Arranges $7.6M Sale of 36-Unit Carlton Apartments in Hollywood; Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,81,43,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,West Hollywood,2,1,2,1,1,1,Mixed-Use Residential,Planning Approval,Mixed-use corridor,Unknown,Developer rolls out new plan for stalled Robertson Lane site in West Hollywood; Entitlement / Permitting - Los Angeles / California - Developer rolls out new plan for stalled Robertson Lane site in West Hollywood; Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,73,43,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Medium
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Long Beach,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Downtown infill,Unknown,"Entitlement / Permitting - California - Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach; Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",69,40,Yes,Long Beach mixed-use residential watch,Track local planning docket and entitlement precedent,Medium
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Silver Lake,1,1,1,1,0,1,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard; Entitlement / Permitting - Los Angeles / California - City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard,68,58,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Koreatown,2,1,1,1,0,1,Affordable Housing,Office-to-Residential Conversion,Office conversion corridor,Unknown,"Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; Meeting Tomorrow For 3521 Homestead Road, Santa Clara; Office-to-Residential Conversion - Los Angeles / California - Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown",67,67,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,DTLA,1,1,1,1,0,1,Affordable Housing,Planning Approval,Downtown infill,Unknown,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA; Entitlement / Permitting - Los Angeles / California - City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,67,48,Yes,DTLA adaptive reuse watch,Track local planning docket and entitlement precedent,Medium
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,California,0,8,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Investor in Postal Real Estate Scores Off-Market Deal in San Diego; Acquisition - California - Levin Johnston Finalizes 1031 Exchange for Livermore Apartments; Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; Disposition / Exit - California - Marcus & Millichap Facilitates $7.4M Sale of 13-Unit Apartment Property in Redondo Beach C...; Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,64,20,No,Monitor only,Monitor only,Medium
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Arts District,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,Downtown infill; Mixed-use corridor; Arts district,Unknown,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,12,30,No,Monitor only,Monitor only,Low
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Glendale,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard,12,30,No,Monitor only,Monitor only,Low
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Inland Empire,1,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,MBK Opens Murrieta Rentals Following Strong Demand in Pre-Leasing Phase,12,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Orange County,4,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; JLL Arranges $252M Financing for Huntington Beach Seniors Project; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Yorba Linda Parking Lot Sells for Townhome Redevelopment",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Riverside,1,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,MBK Opens Murrieta Rentals Following Strong Demand in Pre-Leasing Phase,12,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-06-18,20260618-001725-265595f4,2026-06-18 00:17:25,Wilshire,2,0,0,0,0,0,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills,12,30,No,Koreatown multifamily watch,Monitor only,Low
