run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Jersey City,New York,3,3,0,3,2,2,Apartment,Construction Financing,General Entitlement Signal,Waterfront redevelopment,100,62,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Aker Joint Venture Acquires Brookfield’s Stake in Two Multifamily Towers in Jersey City; Construction Financing - New York - Newmark Arranges $277M Loan for Urby/Rockpoint JV on Jersey City Apartments; Construction Financing - Other / Unknown - Newmark Arranges $277M Construction Loan for Jersey City Apartment Tower; JV / Partnership - National - Aker Joint Venture Acquires Brookfield’s Stake in Two Multifamily Towers in Jersey City; Newmark Arranges $277M Construction Loan for Jersey City Apartment Tower
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Miami,Florida,6,6,0,6,1,6,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,100,48,20,Strategic watch submarket,Review potential acquisition pipeline,"ANF Tops Out Luxury Seniors Housing Community in Delray Beach, Florida; Acquisition - Miami / Florida - Atlantic Pacific Buys 288-Unit Apartment Complex in Schertz, Texas; Acquisition - Miami / Florida - West Palm Beach Developer Buys Lot, Apartments on Way; Atlantic Pacific Buys 288-Unit Apartment Complex in Schertz, Texas; Development Start - Miami / Florida - NRP Advancing 312-Unit Port St. Lucie Apartment Venture"
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,New York,New York,4,4,1,4,1,4,Apartment,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,100,46,45,Strategic watch submarket,Monitor entitlement precedent,"Acquisition - New York City / New York - The New School Sells Loeb Hall Residence to Hawkins Way Capital for $52M; Construction Financing - New York - Newmark Arranges $277M Loan for Urby/Rockpoint JV on Jersey City Apartments; Developer Sues JLL For $12M, Claiming It Fudged Numbers On D.C. Project; General Project Signal - New York - Developer Sues JLL For $12M, Claiming It Fudged Numbers On D.C. Project; Newmark Arranges $277M Loan for Urby/Rockpoint JV on Jersey City Apartments"
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Dallas,Texas,4,3,2,3,0,3,Mixed-Use Residential,Acquisition,Planning Approval,Mixed-use corridor,100,24,30,Strategic watch submarket,Monitor entitlement precedent,"Acquisition - Dallas / Texas - Marcus & Millichap Brokers Sale of 26,494 SF Mixed-Use Building in East Dallas; BTR / Build-to-Rent - Dallas / Texas - W Properties Mixing BTR and Garden-Style Apartments in Melissa; General Project Signal - Dallas / Texas - Prosper Developer Planning $240M Mixed-Use Project; Marcus & Millichap Brokers Sale of 26,494 SF Mixed-Use Building in East Dallas; Prosper Developer Planning $240M Mixed-Use Project"
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Atlanta,Southeast,6,5,1,5,0,3,Apartment,Acquisition,Office-to-Residential Conversion,Office conversion corridor,100,15,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community; Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community; Atlanta Beltline Advancing 218-Unit Affordable Apartment Project; Former Burned-Out Charlotte Apartments Trade for Nearly $500K/Unit; General Project Signal - Atlanta / Georgia - Atlanta Beltline Advancing 218-Unit Affordable Apartment Project
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Los Angeles,Los Angeles,9,5,2,0,0,0,Apartment,Disposition / Exit,Entitlement Approval,Mixed-use corridor,87,15,58,High relevance to Woomi site strategy,Monitor entitlement precedent,49 condos up for sale at 127 N. Madison Ave. in Pasadena; Acquisition - Los Angeles / California - Landmark Properties Delivers The Standard at Los Angeles; Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood; Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena; CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Phoenix,Arizona,2,2,0,2,1,2,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,85,50,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Phoenix / Arizona - Albany Road Snags Loan for Scottsdale MOB Acquisition; Albany Road Snags Loan for Scottsdale MOB Acquisition; Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community; Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Pasadena,Los Angeles,2,2,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,76,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,49 condos up for sale at 127 N. Madison Ave. in Pasadena; Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena; Disposition / Exit - Los Angeles / California - 49 condos up for sale at 127 N. Madison Ave. in Pasadena; Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Costa Mesa,Orange County,1,1,0,1,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,65,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning
2026-08-25,20260825-232504-df6e4028,2026-08-25 23:25:04,Santa Monica,Los Angeles,1,1,1,1,0,0,Student Housing,General Project Signal,CEQA / Environmental Review,University-adjacent,61,44,40,High relevance to Woomi site strategy,Monitor entitlement precedent,CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica; General Project Signal - Santa Monica / California - CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica
