run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-25,20260825-232504-df6e4028,LAA-20260825-001,General Project Signal - Los Angeles / California - City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Su...,7528 Bellaire Ave,Los Angeles,Unknown,Mixed-Use Residential,Under planning review,Unknown,Entitlement Play,Unknown site control,Entitlement / Planning,100,44,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,https://la.urbanize.city/post/city-planning-commission-approves-townhomes-storage-facility-7528-bellaire-ave-sun-valley,High
2026-08-25,20260825-232504-df6e4028,LAA-20260825-012,City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,7528 Bellaire Ave,Los Angeles,,Mixed-Use Residential,Under planning review,Unknown,Entitlement Play,Land / parcel referenced,Entitlement / Planning,100,36,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,https://la.urbanize.city/post/city-planning-commission-approves-townhomes-storage-facility-7528-bellaire-ave-sun-valley,Medium
2026-08-25,20260825-232504-df6e4028,LAA-20260825-005,Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,2000 E. Colorado Blvd,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,https://la.urbanize.city/post/affordable-housing-slated-2000-e-colorado-blvd-pasadena,High
2026-08-25,20260825-232504-df6e4028,LAA-20260825-008,General Project Signal - Los Angeles / California - Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,5922 N. Lemp Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Affordable housing complex slated for 5922 N. Lemp Ave. in North Hollywood,https://la.urbanize.city/post/affordable-housing-complex-slated-5922-n-lemp-ave-north-hollywood,High
2026-08-25,20260825-232504-df6e4028,LAA-20260825-006,General Project Signal - California - Merchants Capital Delivers $193M+ for 504 Units of Affordable Family and Senior Housing in...,California,Los Angeles,Merchants Capital,Senior Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,32,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",Merchants Capital Delivers $193M+ for 504 Units of Affordable Family and Senior Housing in Rocklin California,https://yieldpro.com/2026/08/the-steven/,High
2026-08-25,20260825-232504-df6e4028,LAA-20260825-003,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,Los Angeles,Fannie Mae,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,30,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,Medium
2026-08-25,20260825-232504-df6e4028,LAA-20260825-004,Disposition / Exit - Los Angeles / California - Local Owner-Operator Snags Pico-Robertson Apartment Property,Los Angeles,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Local Owner-Operator Snags Pico-Robertson Apartment Property,https://www.connectcre.com/stories/495721-2/,Medium
2026-08-25,20260825-232504-df6e4028,LAA-20260825-002,Entitlement / Permitting - Los Angeles / California - JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,16911 S. Normandie Ave,Los Angeles,JPI,Apartment,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,26,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,https://la.urbanize.city/post/jpi-break-ground-257-apartments-16911-s-normandie-ave-gardena,High
2026-08-25,20260825-232504-df6e4028,LAA-20260825-010,Entitlement / Permitting - Other / Unknown - Mixed-use project unwrapped at 3555 S. Overland Ave. in Palms,3555 S. Overland Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Entitlement Play,Land / parcel referenced,Site Search / Early Signal,100,25,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",Mixed-use project unwrapped at 3555 S. Overland Ave. in Palms,https://la.urbanize.city/post/mixed-use-project-unwrapped-3555-s-overland-ave-palms,High
2026-08-25,20260825-232504-df6e4028,LAA-20260825-007,JV / Partnership - Atlanta / Georgia - Former Burned-Out Charlotte Apartments Trade for Nearly $500K/Unit,Atlanta,Los Angeles,Mill Creek Residential,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,99,24,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Former Burned-Out Charlotte Apartments Trade for Nearly $500K/Unit,https://www.connectcre.com/stories/former-burned-out-charlotte-apartments-trade-for-nearly-500k-unit/,High
