run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Apartment,37,26,16,26,85.8,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Affordable Housing,13,9,6,12,84.8,Los Angeles / California,Developer Strategy,JLL,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Multifamily,17,5,4,11,67.8,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Student Housing,3,2,3,3,77.3,Atlanta / Georgia,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,BTR / Single-Family Rental,1,1,1,1,94.0,Phoenix / Arizona,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Office-to-Residential Conversion,2,0,1,2,53.0,New York City / New York,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Mixed-Use Residential,6,3,1,6,87.3,New York City / New York,Developer Strategy,Marcus & Millichap,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Senior Housing,4,3,2,4,89.0,California,Institutional Flow,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,General Residential,1,0,0,0,60.0,Los Angeles / California,Financing Risk,None detected,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-07-30,20260730-000043-892e4714,2026-07-30 00:00:43,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
