run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_transition_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,previous_stage,current_stage,previous_stage_rank,current_stage_rank,transition_type,stage_change,days_since_first_seen,days_since_last_seen,observation_count,progression_score,stall_risk_score,execution_momentum_label,woomi_timing_relevance,recommended_transition_follow_up,evidence_article_title,source,url,confidence_level
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0167,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,LCT-20260730-031,Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset,Unknown,South Florida,Apartment,Unknown,No Previous Record,Delivery / Opening,0,13,Newly Detected Project,13,0,0,1,72,28,Unknown,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark",Stewards Inks $79M Refi of Hollywood Rental Asset,Connect CRE Apartments,https://www.connectcre.com/stories/stewards-inks-79m-refi-of-hollywood-rental-asset/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0177,"JV / Partnership - Other / Unknown - Pennrose, WORC Complete 55-Unit Affordable Seniors Housing Redevelopment in Philadelphia",80,LCT-20260730-063,"JV / Partnership - Other / Unknown - Pennrose, WORC Complete 55-Unit Affordable Seniors Housing Redevelopment in Philadelphia",Unknown,Unknown,Affordable Housing,Unknown,No Previous Record,Delivery / Opening,0,13,Newly Detected Project,13,0,0,1,70,12,Unknown,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark","Pennrose, WORC Complete 55-Unit Affordable Seniors Housing Redevelopment in Philadelphia",REBusiness Online,https://rebusinessonline.com/pennrose-worc-complete-55-unit-affordable-seniors-housing-redevelopment-in-philadelphia/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0049,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,100,LCT-20260730-003,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Unknown,Atlanta,Mixed-Use Residential,CIM Group,Construction Ready,Construction Ready,9,9,Same Stage Persistence,0,2,2,2,65,10,Stable,Relevant to construction timing,Monitor for another run to confirm lifecycle direction,Financing Secured for Centennial Yards Mixed-Use Project,Connect CRE Atlanta,https://www.connectcre.com/stories/financing-secured-for-centennial-yards-mixed-use-project/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0093,Development Start - Los Angeles / California - Logos Faith Development Has Signed Long-Term Headquarters Lease Cementing Their Presence i...,80,LCT-20260730-019,Entitlement / Permitting - Los Angeles / California - 93 apartments approved for 8465 Glenoaks Ave. in Sun Valley,California,Los Angeles,Apartment,Unknown,Entitled / Approved,Entitled / Approved,7,7,Same Stage Persistence,0,2,2,2,64,13,Stable,Relevant to entitlement timing,Monitor for another run to confirm lifecycle direction,93 apartments approved for 8465 Glenoaks Ave. in Sun Valley,Urbanize LA,https://la.urbanize.city/post/93-apartments-approved-8465-glenoaks-ave-sun-valley,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0177,"JV / Partnership - Other / Unknown - Pennrose, WORC Complete 55-Unit Affordable Seniors Housing Redevelopment in Philadelphia",80,LCT-20260730-083,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,Unknown,Unknown,Apartment,Unknown,Delivery / Opening,Delivery / Opening,13,13,Mature / Operating,0,2,2,2,63,11,Mature,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark",Multifamily Absorption Rate Remains Below 50%,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/multifamily-absorption-rate-remains-below-50/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0111,Refinancing - Miami / Florida - Madison Realty Capital Leads $227M Refi of New Miami-Dade Rental,80,LCT-20260730-061,Refinancing - Miami / Florida - Madison Realty Capital Leads $227M Refi of New Miami-Dade Rental,Unknown,Miami,Multifamily,Unknown,No Previous Record,Delivery / Opening,0,13,Newly Detected Project,13,0,0,1,62,28,Unknown,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark",Madison Realty Capital Leads $227M Refi of New Miami-Dade Rental,Commercial Observer,https://commercialobserver.com/2026/07/madison-realty-miami-dade-baron-metro-parc-housing/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0148,BTR / Build-to-Rent - Phoenix / Arizona - Phoenix BTR Investor Inks $73.1M Bridge Loan,80,LCT-20260730-049,BTR / Build-to-Rent - Phoenix / Arizona - Phoenix BTR Investor Inks $73.1M Bridge Loan,Unknown,Phoenix,BTR / Single-Family Rental,Unknown,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,2,2,2,53,30,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Phoenix BTR Investor Inks $73.1M Bridge Loan,Connect CRE Phoenix,https://www.connectcre.com/stories/phoenix-btr-investor-inks-73-1m-bridge-loan/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0164,Construction Financing - Miami / Florida - CDK Capital with Valley National Bank Provide Pre-Construction Financing for Landmark Mult...,100,LCT-20260730-001,Construction Financing - Miami / Florida - CDK Capital with Valley National Bank Provide Pre-Construction Financing for Landmark Mult...,Unknown,South Florida,Multifamily,IPA,Site Acquisition / Site Control,Site Acquisition / Site Control,2,2,Same Stage Persistence,0,2,2,2,50,39,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,CDK Capital with Valley National Bank Provide Pre-Construction Financing for Landmark Multifamily Development in Fort Lauderdale Florida,Yield PRO,https://yieldpro.com/2026/07/633-se-3rd-avenue/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0050,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,100,LCT-20260730-010,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Unknown,Atlanta,Affordable Housing,JLL,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,2,2,2,50,31,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Walton Communities Offloads Two Atlanta Rental Properties,Connect CRE Atlanta,https://www.connectcre.com/stories/walton-lakes-offloads-two-atlanta-rental-properties/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0064,Disposition / Exit - California - Marcus & Millichap Arranges $12.5M Sale of 81-Unit Multifamily Property in La Mesa Califor...,100,LCT-20260730-007,Acquisition - California - Marcus & Millichap Closes $12.5M Sale of La Mesa Seniors Housing,California,California,Senior Housing,Marcus & Millichap,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,2,2,2,50,31,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Marcus & Millichap Closes $12.5M Sale of La Mesa Seniors Housing,Connect CRE California,https://www.connectcre.com/stories/marcus-millichap-closes-12-5m-sale-of-la-mesa-seniors-housing/,Medium
2026-07-30,20260730-000043-892e4714,PRJ-20260730-0064,Disposition / Exit - California - Marcus & Millichap Arranges $12.5M Sale of 81-Unit Multifamily Property in La Mesa Califor...,100,LCT-20260730-013,Disposition / Exit - California - Marcus & Millichap Arranges $12.5M Sale of 81-Unit Multifamily Property in La Mesa Califor...,California,California,Multifamily,Marcus & Millichap,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,2,2,2,50,31,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Marcus & Millichap Arranges $12.5M Sale of 81-Unit Multifamily Property in La Mesa California,Yield PRO,https://yieldpro.com/2026/07/5035-49-guava-ave/,Medium
