run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Los Angeles,11,8,5,2,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,"19-story high-rise starts work at 6055 Center Drive in Westchester; Acquisition - Los Angeles / California - Advanced Real Estate Acquires, Rebrands Rowland Heights Apartments; Acquisition - Los Angeles / California - Colliers Brokers $16.6M Sale of Affordable Housing Complex in West Los Angeles; Advanced Real Estate Acquires, Rebrands Rowland Heights Apartments; Affordable housing proposed for 23022 W. Ventura Blvd. in Woodland Hills",100,44,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Glendale,1,1,2,1,0,1,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,Entitlement / Permitting - New York - Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale; Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,75,65,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Santa Ana,1,1,0,1,1,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,74,59,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Santa Monica,2,2,1,1,0,0,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; General Project Signal - Santa Monica / California - Metro-adjacent affordable housing rises at 1640 20th Street in Santa Monica; Metro-adjacent affordable housing rises at 1640 20th Street in Santa Monica; New plan unveiled for West Hollywood's Melrose Triangle development,70,40,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Hollywood,1,1,1,1,0,1,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; New plan unveiled for West Hollywood's Melrose Triangle development,69,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Medium
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,West Hollywood,1,1,1,1,0,1,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; New plan unveiled for West Hollywood's Melrose Triangle development,69,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Medium
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Long Beach,1,1,0,1,0,1,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach; Development Start - California - Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach,63,30,No,Long Beach mixed-use residential watch,Review potential acquisition pipeline,Medium
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,California,0,7,0,0,0,0,General Residential,General Entitlement Signal,Transit-oriented development,Unknown,"Development Start - California - Affirmed Housing, VTA Break Ground on San Jose TOD; Development Start - California - Harbor Island West Marina Launches $70M Redevelopment; Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project; General Project Signal - California - Zilber Residential Group, Homes by Towne Complete 209-Unit Multifamily Community in Rosevi...",56,20,No,Hollywood / transit-oriented housing watch,Monitor only,Medium
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Orange County,4,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; JLL Arranges $252M Financing for Huntington Beach Seniors Project; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-06-05,20260605-114113-2df19a72,2026-06-05 11:41:13,Venice,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Metro-adjacent affordable housing rises at 1640 20th Street in Santa Monica,12,30,No,Monitor only,Monitor only,Low
