run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Apartment,35,28,10,26,87.7,Other / Unknown,Developer Strategy,CIM Group,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Affordable Housing,11,8,5,9,87.5,Other / Unknown,Developer Strategy,JPI,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Multifamily,16,4,3,10,70.6,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Office-to-Residential Conversion,1,1,1,1,100.0,Santa Monica / California,Regulation Risk,Kennedy Wilson,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Student Housing,1,1,1,1,100.0,Phoenix / Arizona,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Workforce Housing,1,1,1,1,100.0,Other / Unknown,Financing Risk,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Mixed-Use Residential,10,6,5,9,92.5,Los Angeles / California,Developer Strategy,CIM Group,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Senior Housing,1,1,1,1,93.0,California,Rent Growth / Demand,Marcus & Millichap,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,General Residential,2,0,1,2,52.5,California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
