run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-DD3A4D52E5,DCL-20260724-001,100,Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo,Acquisition - Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo,Acquisition - Berkadia - California,Acquisition,California,Apartment,Berkadia,Berkadia,135 units,$21.45 million; $21.45 million; $14.1 million,$21.45 million,1,1,1,Connect CRE California,Original Developer Trades Castro Valley Multifamily Duo,California,100
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-09C4751D78,DCL-20260724-002,100,Acquisition - San Francisco / California - Berkadia Facilitates Sale and Acquisition Financing of Multifamily Property Portfolio in t...,Acquisition - Acquisition - San Francisco / California - Berkadia Facilitates Sale and Acquisition Financing of Multifamily Property Portfolio in t...,Acquisition - Berkadia - California,Acquisition,San Francisco / California,Multifamily,Berkadia,Berkadia,135 units,$21.45 million; $14.1 million; $21.45 million,$21.45 million,1,1,1,Yield PRO,Berkadia Facilitates Sale and Acquisition Financing of Multifamily Property Portfolio in the Bay Area of California,San Francisco / California,95
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-DB5E52C77E,DCL-20260724-004,90,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami","Acquisition - Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Acquisition - AvalonBay - Sun Belt,Acquisition,Miami / Florida,Mixed-Use Residential,AvalonBay,cushman,,$22 m; $22 million; $22,,1,1,1,Connect CRE South Florida,"Avalon Bay Planning Apartments, Retail in South Miami",Miami / Florida,85
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-0F1C93180E,DCL-20260724-010,90,"Acquisition - California - CBRE Arranges $30M Sale of Six-Building Retail Portfolio in Long Beach, California","Acquisition - Acquisition - California - CBRE Arranges $30M Sale of Six-Building Retail Portfolio in Long Beach, California",Acquisition - CBRE - California,Acquisition,California,General Residential,CBRE,CBRE,,$30M; $30 million; $30M,,1,1,1,REBusiness Online,"CBRE Arranges $30M Sale of Six-Building Retail Portfolio in Long Beach, California",California,77
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-0429255F69,DCL-20260724-005,90,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,Construction Financing - JLL - JLL - Sun Belt,Construction Financing,Miami / Florida,Mixed-Use Residential,JLL,JLL,,$111M; $111M; $111 million,$111M,1,1,1,Connect CRE South Florida,S3 Originates $111M Construction Loan for Edgewater Rental Community,Miami / Florida,85
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-BB7B16FB5F,DCL-20260724-003,90,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start - Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Development Start - CIM Group - Los Angeles,Development Start,Atlanta / Georgia,Mixed-Use Residential,CIM Group,Unknown,280 apartments,$5 billion,$5 billion,1,1,1,Connect CRE Atlanta,Financing Secured for Centennial Yards Mixed-Use Project,Atlanta / Georgia,87
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-59538BF800,DCL-20260724-014,90,General Project Signal - Dallas / Texas - Dallas Apartment Builder Inks $78.7M Refi,General Project Signal - General Project Signal - Dallas / Texas - Dallas Apartment Builder Inks $78.7M Refi,General Project Signal - JLL - Los Angeles,General Project Signal,Dallas / Texas,Apartment,JLL,JLL,,$78.7M; $78.7M; $78.7 million,$78.7M,1,1,1,Connect CRE Texas,Dallas Apartment Builder Inks $78.7M Refi,Dallas / Texas,75
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-6776EE5E57,DCL-20260724-007,80,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Bascom Group - California,Acquisition,California,Apartment,Bascom Group,Unknown,,$53; $290; $53,$53,1,1,1,Connect CRE Orange County,Bascom Acquires Buena Park Apartments as Value-Add Deal,California,82
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-B5B23632AD,DCL-20260724-013,80,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Acquisition - Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Acquisition - JLL - Los Angeles,Acquisition,Atlanta / Georgia,Affordable Housing,JLL,JLL,,,,1,1,1,Connect CRE Apartments,Walton Communities Offloads Two Atlanta Rental Properties,Atlanta / Georgia,75
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-02BAF3D804,DCL-20260724-011,80,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail","Construction Financing - Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Construction Financing - IPA - Sun Belt,Construction Financing,Miami / Florida,Apartment,IPA,Unknown,,$54 million; $54 million,$54 million,1,1,1,Connect CRE South Florida,"Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Miami / Florida,76
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-AB59CDFC18,DCL-20260724-018,80,Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,Construction Financing - Construction Financing - Phoenix / Arizona - PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,Construction Financing - PCCP - Sun Belt,Construction Financing,Phoenix / Arizona,Apartment,PCCP,Unknown,,$51.8M; $51.8M; $51.8 million,$51.8M,1,1,1,Connect CRE Phoenix,PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,Phoenix / Arizona,73
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-6C09F5459B,DCL-20260724-009,80,Disposition / Exit - California - Marcus & Millichap Closes NorCal Seniors Housing Sale,Disposition / Exit - Disposition / Exit - California - Marcus & Millichap Closes NorCal Seniors Housing Sale,Disposition / Exit - Marcus & Millichap - California,Disposition / Exit,California,Senior Housing,Marcus & Millichap,Unknown,,$10.8 million; $106; $10.8 million,$10.8 million,1,1,1,Connect CRE California,Marcus & Millichap Closes NorCal Seniors Housing Sale,California,79
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-52562C0572,DCL-20260724-019,80,Disposition / Exit - Los Angeles / California - 1929-Vintage Los Feliz Apartments Sell to Dream Street Capital,Disposition / Exit - Disposition / Exit - Los Angeles / California - 1929-Vintage Los Feliz Apartments Sell to Dream Street Capital,Disposition / Exit - Marcus & Millichap - Los Angeles,Disposition / Exit,Los Angeles / California,Apartment,Marcus & Millichap,Unknown,,$5.28 million; $5.28 million,,1,1,1,Connect CRE,1929-Vintage Los Feliz Apartments Sell to Dream Street Capital,Los Angeles / California,72
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-B8B704AB2A,DCL-20260724-012,80,"JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property","JV / Partnership - JV / Partnership - Los Angeles / California - CIM Group, Hulic Acquire West Hollywood Apartment Property",JV / Partnership - CIM Group - Los Angeles,JV / Partnership,Los Angeles / California,Apartment,CIM Group,Unknown,,$103 million,,1,1,1,Connect CRE California,"CIM Group, Hulic Acquire West Hollywood Apartment Property",Los Angeles / California,76
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-8FB3B0CBC8,DCL-20260724-015,80,JV / Partnership - Los Angeles / California - CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property,JV / Partnership - JV / Partnership - Los Angeles / California - CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property,JV / Partnership - CIM Group - Los Angeles,JV / Partnership,Los Angeles / California,Apartment,CIM Group,Unknown,,$103 million; $103 million,,1,1,1,Yield PRO,CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property,Los Angeles / California,75
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-38731CC7DB,DCL-20260724-016,80,JV / Partnership - Dallas / Texas - JLL Nabs Listing for 345-Unit Uptown Dallas Apartment Tower,JV / Partnership - JV / Partnership - Dallas / Texas - JLL Nabs Listing for 345-Unit Uptown Dallas Apartment Tower,JV / Partnership - Hines - Los Angeles,JV / Partnership,Dallas / Texas,Mixed-Use Residential,Hines,JLL,,,,1,1,1,Connect CRE Apartments,JLL Nabs Listing for 345-Unit Uptown Dallas Apartment Tower,Dallas / Texas,75
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-B8B52BB23B,DCL-20260724-006,80,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,JV / Partnership - JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,JV / Partnership - JPI - California,JV / Partnership,California,Affordable Housing,JPI,Unknown,580 homes,,,1,1,1,Urbanize LA,Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,California,85
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-53BBEE9D89,DCL-20260724-008,80,Office-to-Residential Conversion - Santa Monica / California - Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,Office-to-Residential Conversion - Office-to-Residential Conversion - Santa Monica / California - Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,Office-to-Residential Conversion - Kennedy Wilson - California,Office-to-Residential Conversion,Santa Monica / California,Office-to-Residential Conversion,Kennedy Wilson,Unknown,133 apartments,,,1,1,1,Urbanize LA,Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,Santa Monica / California,81
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-98CF3E5C03,DCL-20260724-017,80,Refinancing - Other / Unknown - Greystone Lends $47M for Long Island Section 8 Housing Complex,Refinancing - Refinancing - Other / Unknown - Greystone Lends $47M for Long Island Section 8 Housing Complex,Refinancing - Greystone - Fannie Mae - Other / Unknown,Refinancing,Other / Unknown,Affordable Housing,Greystone,Fannie Mae,,$47M; $47M; $91.9 million,$47m,1,1,1,Commercial Observer,Greystone Lends $47M for Long Island Section 8 Housing Complex,Other / Unknown,75
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-38D0B83B42,DCL-20260724-024,75,General Project Signal - California - Interstate Equities Closes Institutional Fund at $215M,General Project Signal - General Project Signal - California - Interstate Equities Closes Institutional Fund at $215M,General Project Signal - Unknown - California,General Project Signal,California,Apartment,Unknown,Unknown,400 units,$215M; $215M; $215 million,,1,1,1,Connect CRE,Interstate Equities Closes Institutional Fund at $215M,California,65
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-AC5A687A1A,DCL-20260724-027,70,Disposition / Exit - Other / Unknown - JLL Arranges Sale of 1000 Jefferson a 217-Unit Multifamily Community in One of New Jersey’...,Disposition / Exit - Disposition / Exit - Other / Unknown - JLL Arranges Sale of 1000 Jefferson a 217-Unit Multifamily Community in One of New Jersey’...,Disposition / Exit - JLL - Other / Unknown,Disposition / Exit,Other / Unknown,Apartment,JLL,JLL,,,,1,1,1,Yield PRO,JLL Arranges Sale of 1000 Jefferson a 217-Unit Multifamily Community in One of New Jersey’s Most Resilient Submarkets,Other / Unknown,61
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-2F38F14A5F,DCL-20260724-032,70,General Project Signal - Other / Unknown - Greystar Receives State Funding Award to Redevelop Taunton’s Whittenton Mills,General Project Signal - General Project Signal - Other / Unknown - Greystar Receives State Funding Award to Redevelop Taunton’s Whittenton Mills,General Project Signal - Greystar - Other / Unknown,General Project Signal,Other / Unknown,Apartment,Greystar,Unknown,,$3.8; $3.8,,1,1,1,Connect CRE,Greystar Receives State Funding Award to Redevelop Taunton’s Whittenton Mills,Other / Unknown,56
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-C2B2A108EA,DCL-20260724-040,65,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M,Acquisition - Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M,Acquisition - Unknown - Los Angeles,Acquisition,Atlanta / Georgia,Apartment,Unknown,Unknown,,$51M; $51M; $51m,,1,1,1,Connect CRE Atlanta,Lion Real Estate Picks Up Atlanta Apartments for $51M,Atlanta / Georgia,52
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-EFFEDEE295,DCL-20260724-021,65,Construction Financing - New York City / New York - Dwight Capital Provides $66M HUD-Insured Construction Loan for Abilene Multifamily Project,Construction Financing - Construction Financing - New York City / New York - Dwight Capital Provides $66M HUD-Insured Construction Loan for Abilene Multifamily Project,Construction Financing - Unknown - New York,Construction Financing,New York City / New York,Multifamily,Unknown,Unknown,,$66M; $66M; $66 million,$66M,1,1,1,REBusiness Online,Dwight Capital Provides $66M HUD-Insured Construction Loan for Abilene Multifamily Project,New York City / New York,65
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-95F4EE8D4B,DCL-20260724-020,65,Disposition / Exit - California - Fresno Apartments Fetch $44M in First-Ever Sale,Disposition / Exit - Disposition / Exit - California - Fresno Apartments Fetch $44M in First-Ever Sale,Disposition / Exit - Unknown - California,Disposition / Exit,California,Apartment,Unknown,Unknown,,$44M; $44M; $44 million,,1,1,1,Connect CRE California,Fresno Apartments Fetch $44M in First-Ever Sale,California,66
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-0F521F932F,DCL-20260724-028,65,Disposition / Exit - Other / Unknown - Northmarq Brokers $70M Sale of 381-Unit Multifamily Community in Wentzville Missouri,Disposition / Exit - Disposition / Exit - Other / Unknown - Northmarq Brokers $70M Sale of 381-Unit Multifamily Community in Wentzville Missouri,Disposition / Exit - Unknown - Other / Unknown,Disposition / Exit,Other / Unknown,Apartment,Unknown,northmarq,,$70M; $70 million; $70m,,1,1,1,Yield PRO,Northmarq Brokers $70M Sale of 381-Unit Multifamily Community in Wentzville Missouri,Other / Unknown,59
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-2AA862F21F,DCL-20260724-029,65,Disposition / Exit - Seattle - Kidder Mathews Arranges Sale of Mixed-Use Apartments in Wenatchee Washington,Disposition / Exit - Disposition / Exit - Seattle - Kidder Mathews Arranges Sale of Mixed-Use Apartments in Wenatchee Washington,Disposition / Exit - Unknown - Seattle,Disposition / Exit,Seattle,Mixed-Use Residential,Unknown,Unknown,,$1; $1,,1,1,1,Yield PRO,Kidder Mathews Arranges Sale of Mixed-Use Apartments in Wenatchee Washington,Seattle,58
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DFP-60C16F9A4E,DCL-20260724-022,65,Entitlement / Permitting - Beverly Hills / California - Beverly Hills upholds approval of Builder's Remedy project at 232 S. Tower Dr.,Entitlement / Permitting - Entitlement / Permitting - Beverly Hills / California - Beverly Hills upholds approval of Builder's Remedy project at 232 S. Tower Dr.,Entitlement / Permitting - Unknown - California,Entitlement / Permitting,Beverly Hills / California,Apartment,Unknown,Unknown,55 apartments,,,1,1,1,Urbanize LA,Beverly Hills upholds approval of Builder's Remedy project at 232 S. Tower Dr.,Beverly Hills / California,65
