run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-005,DFP-0429255F69,2,S3 Originates $111M Construction Loan for Edgewater Rental Community,S3 Originates $111M Construction Loan for Edgewater Rental Community,88,67,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,Mixed-Use Residential
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-017,DFP-98CF3E5C03,2,Greystone Lends $47M for Long Island Section 8 Housing Complex,Greystone Lends $47M for Long Island Section 8 Housing Complex,84,64,1,1,0,0,Yes,Refinancing Gap,,Other / Unknown,Affordable Housing
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-011,DFP-02BAF3D804,2,"Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail","Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",80,60,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-018,DFP-AB59CDFC18,2,PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,PCCP Provides $51.8M Refi of Gilbert 236-Unit Multifamily Community,79,59,1,1,0,0,Yes,Construction Financing Gap,,Phoenix / Arizona,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-021,DFP-EFFEDEE295,2,Dwight Capital Provides $66M HUD-Insured Construction Loan for Abilene Multifamily Project,Dwight Capital Provides $66M HUD-Insured Construction Loan for Abilene Multifamily Project,63,60,1,1,0,0,Yes,Construction Financing Gap,,New York City / New York,Multifamily
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-026,DFP-B9E092D5C8,2,Grubb Properties Merges Funds To Create $1.9B Apartment REIT,Grubb Properties Merges Funds To Create $1.9B Apartment REIT,63,60,1,1,0,0,Yes,Recapitalization Opportunity,,New York City / New York,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-025,DFP-A027CD1C9C,2,JV Snags Refi on Tempe Student Housing Community,JV Snags Refi on Tempe Student Housing Community,63,60,1,1,0,0,Yes,Refinancing Gap,,Phoenix / Arizona,Student Housing
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-034,DFP-C5ECF41FDA,2,M&T RCC Provides $141M Bridge Loan to Newly Built Turtle Bay Apartments,M&T RCC Provides $141M Bridge Loan to Newly Built Turtle Bay Apartments,61,56,1,1,0,0,Yes,Land / Pipeline Opportunity,,New York City / New York,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-039,DFP-30C00C6EAD,2,RIPCO Real Estate Arranges $28M Bridge Loan for College Park Multifamily,RIPCO Real Estate Arranges $28M Bridge Loan for College Park Multifamily,60,54,1,1,0,0,Yes,Land / Pipeline Opportunity,,Washington DC,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-030,DFP-32F434EF47,2,Bankruptcy court clears the way for Oceanwide Plaza sale,Bankruptcy court clears the way for Oceanwide Plaza sale,58,60,1,1,0,0,Yes,,loan default,Los Angeles / California,Mixed-Use Residential
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-045,DFP-75C403076E,2,Sale of Oceanwide Plaza in DTLA Clears Hurdle with Bankruptcy Court Approval,Sale of Oceanwide Plaza in DTLA Clears Hurdle with Bankruptcy Court Approval,57,57,1,1,0,0,Yes,Distressed Seller / Sponsor Stress,,Los Angeles / California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-001,DFP-DD3A4D52E5,1,Original Developer Trades Castro Valley Multifamily Duo,Original Developer Trades Castro Valley Multifamily Duo,94,0,1,0,0,0,No,Acquisition Opportunity,,California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-006,DFP-B8B52BB23B,1,Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,90,0,1,0,0,0,No,JV / Partnership Gap,,California,Affordable Housing
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-002,DFP-09C4751D78,1,Berkadia Facilitates Sale and Acquisition Financing of Multifamily Property Portfolio in the Bay Area of California,Berkadia Facilitates Sale and Acquisition Financing of Multifamily Property Portfolio in the Bay Area of California,89,0,1,0,0,0,No,Acquisition Opportunity,,San Francisco / California,Multifamily
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-007,DFP-6776EE5E57,1,Bascom Acquires Buena Park Apartments as Value-Add Deal,Bascom Acquires Buena Park Apartments as Value-Add Deal,88,0,1,0,0,0,No,Acquisition Opportunity,,California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-004,DFP-DB5E52C77E,1,"Avalon Bay Planning Apartments, Retail in South Miami","Avalon Bay Planning Apartments, Retail in South Miami",86,0,1,0,0,0,No,Acquisition Opportunity,,Miami / Florida,Mixed-Use Residential
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-009,DFP-6C09F5459B,1,Marcus & Millichap Closes NorCal Seniors Housing Sale,Marcus & Millichap Closes NorCal Seniors Housing Sale,85,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Senior Housing
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-008,DFP-53BBEE9D89,1,Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,Kennedy Wilson plans 133 apartments at 700 Colorado Ave. in Santa Monica,85,0,1,0,0,0,No,Office-to-Residential Conversion Opportunity,,Santa Monica / California,Office-to-Residential Conversion
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-003,DFP-BB7B16FB5F,1,Financing Secured for Centennial Yards Mixed-Use Project,Financing Secured for Centennial Yards Mixed-Use Project,84,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Atlanta / Georgia,Mixed-Use Residential
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-013,DFP-B5B23632AD,1,Walton Communities Offloads Two Atlanta Rental Properties,Walton Communities Offloads Two Atlanta Rental Properties,83,0,1,0,0,0,No,Acquisition Opportunity,,Atlanta / Georgia,Affordable Housing
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-010,DFP-0F1C93180E,1,"CBRE Arranges $30M Sale of Six-Building Retail Portfolio in Long Beach, California","CBRE Arranges $30M Sale of Six-Building Retail Portfolio in Long Beach, California",83,0,1,0,0,0,No,Acquisition Opportunity,,California,General Residential
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-014,DFP-59538BF800,1,Dallas Apartment Builder Inks $78.7M Refi,Dallas Apartment Builder Inks $78.7M Refi,83,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Dallas / Texas,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-012,DFP-B8B704AB2A,1,"CIM Group, Hulic Acquire West Hollywood Apartment Property","CIM Group, Hulic Acquire West Hollywood Apartment Property",83,0,1,0,0,0,No,JV / Partnership Gap,,Los Angeles / California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-015,DFP-8FB3B0CBC8,1,CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property,CIM Group and Hulic Joint Venture Acquire West Hollywood Multifamily Apartment Property,83,0,1,0,0,0,No,JV / Partnership Gap,,Los Angeles / California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-019,DFP-52562C0572,1,1929-Vintage Los Feliz Apartments Sell to Dream Street Capital,1929-Vintage Los Feliz Apartments Sell to Dream Street Capital,81,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Los Angeles / California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-016,DFP-38731CC7DB,1,JLL Nabs Listing for 345-Unit Uptown Dallas Apartment Tower,JLL Nabs Listing for 345-Unit Uptown Dallas Apartment Tower,81,0,1,0,0,0,No,JV / Partnership Gap,,Dallas / Texas,Mixed-Use Residential
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-027,DFP-AC5A687A1A,1,JLL Arranges Sale of 1000 Jefferson a 217-Unit Multifamily Community in One of New Jersey’s Most Resilient Submarkets,JLL Arranges Sale of 1000 Jefferson a 217-Unit Multifamily Community in One of New Jersey’s Most Resilient Submarkets,80,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Other / Unknown,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-032,DFP-2F38F14A5F,1,Greystar Receives State Funding Award to Redevelop Taunton’s Whittenton Mills,Greystar Receives State Funding Award to Redevelop Taunton’s Whittenton Mills,76,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Other / Unknown,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-020,DFP-95F4EE8D4B,1,Fresno Apartments Fetch $44M in First-Ever Sale,Fresno Apartments Fetch $44M in First-Ever Sale,65,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-024,DFP-38D0B83B42,1,Interstate Equities Closes Institutional Fund at $215M,Interstate Equities Closes Institutional Fund at $215M,64,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-031,DFP-0564988C4F,1,Meeting Today to Discuss 161 Rancho Drive in San Jose,Meeting Today to Discuss 161 Rancho Drive in San Jose,62,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-022,DFP-60C16F9A4E,1,Beverly Hills upholds approval of Builder's Remedy project at 232 S. Tower Dr.,Beverly Hills upholds approval of Builder's Remedy project at 232 S. Tower Dr.,60,0,1,0,0,0,No,LA / California Entitlement Opportunity,,Beverly Hills / California,Apartment
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-023,DFP-DB653AE903,1,Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood,Mixed-use project planned at 1134 N. La Brea Ave. in West Hollywood,60,0,1,0,0,0,No,LA / California Entitlement Opportunity,,Los Angeles / California,Mixed-Use Residential
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-033,DFP-B3D024A1D8,1,Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica,Developer nabs financing for affordable housing at 14th & Wilshire in Santa Monica,58,0,1,0,0,0,No,Affordable / Workforce Housing Opportunity,,Los Angeles / California,Affordable Housing
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-037,DFP-808A33B669,1,Leading Multifamily Developer Joint Venture to Build Luxury Affordable Housing Community in the San Fernando Valley,Leading Multifamily Developer Joint Venture to Build Luxury Affordable Housing Community in the San Fernando Valley,58,0,1,0,0,0,No,JV / Partnership Gap,,Los Angeles / California,Affordable Housing
2026-07-24,20260724-000218-f61364aa,2026-07-24 00:02:18,DCL-20260724-041,DFP-3ACCB4F19B,1,C&C Development Opens Affordable Housing in Irvine,C&C Development Opens Affordable Housing in Irvine,58,0,1,0,0,0,No,JV / Partnership Gap,,Riverside / California,Affordable Housing
