run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,extracted_city,extracted_state,extracted_market_reason,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0142,"Refinancing - San Francisco / California - Mesa West Capital Funds $82.5M Loan for Refinancing of Apartment Community in Everett, Was...",100,LC-20260626-001,art_ce5e52238590e0aa,"Mesa West Capital Funds $82.5M Loan for Refinancing of Apartment Community in Everett, Washington",https://rebusinessonline.com/mesa-west-capital-funds-82-5m-loan-for-refinancing-of-apartment-community-in-everett-washington/,2026-06-25T13:23:34Z,"Located in Everett, Wash., Olin Fields features 352 apartments, indoor and outdoor pools, a fitness center and playground. Loans Multifamily Washington Western Mesa West Capital Funds $82.5M Loan for Refinancing of Apartment Community in Everett, Washington by Amy Works June 25, 2026 June 25, 2026 2 EVERETT, WASH. — Mesa West Capital has funded an $82.5 million first mortgage loan to a joint venture between Harrison Street Asset Management and Security Properties to refinance Olin Fields, a gard",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-25,2026-06-26,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,"Refinancing - San Francisco / California - Mesa West Capital Funds $82.5M Loan for Refinancing of Apartment Community in Everett, Was...",Unknown,San Francisco / California,Apartment,CBRE,CBRE,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,53,100,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,"Mesa West Capital Funds $82.5M Loan for Refinancing of Apartment Community in Everett, Washington",REBusiness Online,https://rebusinessonline.com/mesa-west-capital-funds-82-5m-loan-for-refinancing-of-apartment-community-in-everett-washington/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0047,"Construction Financing - New York City / New York - Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",100,LC-20260626-011,art_f19212d6fa4fc92e,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",https://commercialobserver.com/2026/06/apollo-affinius-capital-rxr-invest-785m-debt-equity-175-third-street/,"Wed, 24 Jun 2026 21:09:39 +0000","Residential · Multifamily Brooklyn Finance · Construction Financing Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street The latest mixed-use project project at Brooklyn's Gowanus Wharf will deliver 1,100 housing units and an 85,000-square-foot Life Time fitness center By Brian Pascus June 24, 2026 5:09 pm reprints RXR's Scott Rechler (top), Charney Companies's Justin Pelsinger (center), Tavros's Colin Rankowitz, and a rendering of 175 Third Street, Brooklyn. P",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,True,address/street: 175 third street; execution milestone: to build; project/asset term: project; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,2026-06-24,2026-06-26,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,open,,,,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",New York City / New York,Brooklyn,Mixed-Use Residential,Affinius Capital,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: to build,Site Acquisition / Site Control,Reappearing,24,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",Commercial Observer,https://commercialobserver.com/2026/06/apollo-affinius-capital-rxr-invest-785m-debt-equity-175-third-street/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0081,Disposition / Exit - Nashville / Tennessee - CBL Sells Land at CoolSprings Galleria Mall in Metro Nashville to Greystar for 361-Unit Ap...,100,LC-20260626-005,art_5131ba5fca425d9c,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,https://la.urbanize.city/post/100-rental-townhomes-deput-1771-blake-ave-frogtown,"Thu, 25 Jun 2026 13:10:00 +0000","100 rental townhomes deput at 1771 Blake Ave. in Frogtown | Urbanize LA Skip to main content Advertisement Advertisement On the west side of the Los Angeles River in Frogtown , a new townhome development from Harridge Development Group . Lilian , which is being managed by Greystar, consists of 100 townhomes at 1771 W. Blake Avenue . The project consists of a series of three-story buildings, and mostly includes three-bedroom units. Interior walking path Dan Rosenkrantz A leasing website advertise",valid,title/source/url metadata are internally consistent,Development Activity,,new_or_fresh,,,,,2026-06-25,2026-06-26,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),88,access_limited,,,,General Project Signal - Los Angeles / California - 100 rental townhomes deput at 1771 Blake Ave. in Frogtown,California,Los Angeles,Apartment,Greystar,Unknown,Unknown Stage,construction_delivery_watch,matched development / asset strategy execution,,Reappearing,21,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,Urbanize LA,https://la.urbanize.city/post/100-rental-townhomes-deput-1771-blake-ave-frogtown,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0157,Disposition / Exit - Nashville / Tennessee - CBL Sells Land at CoolSprings Galleria Mall in Metro Nashville to Greystar for 361-Unit Ap...,100,LC-20260626-013,art_3fb14082733ecb33,CBL Sells Land at CoolSprings Galleria Mall in Metro Nashville to Greystar for 361-Unit Apartment Development,https://rebusinessonline.com/cbl-sells-land-at-coolsprings-galleria-mall-in-metro-nashville-to-greystar-for-361-unit-apartment-development/,2026-06-25T14:48:27Z,"CoolSprings Galleria mall was built in Franklin, Tenn., in 1991. The mall campus will soon be home to a new 351 apartment community, which Greystar is developing. Development Multifamily Retail Southeast Tennessee CBL Sells Land at CoolSprings Galleria Mall in Metro Nashville to Greystar for 361-Unit Apartment Development by John Nelson June 25, 2026 June 25, 2026 3 FRANKLIN, TENN. — CBL Properties, a publicly traded mall REIT based in Chattanooga, Tenn., has sold a 5.4-acre parcel at CoolSpring",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-25,2026-06-26,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Disposition / Exit - Nashville / Tennessee - CBL Sells Land at CoolSprings Galleria Mall in Metro Nashville to Greystar for 361-Unit Ap...,Unknown,Tennessee,Apartment,Greystar,Unknown,Site Acquisition / Site Control,excluded,transaction / capital guard: disposition,,Reappearing,10,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,CBL Sells Land at CoolSprings Galleria Mall in Metro Nashville to Greystar for 361-Unit Apartment Development,REBusiness Online,https://rebusinessonline.com/cbl-sells-land-at-coolsprings-galleria-mall-in-metro-nashville-to-greystar-for-361-unit-apartment-development/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0047,"Construction Financing - New York City / New York - Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",100,LC-20260626-002,art_f19212d6fa4fc92e,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",https://commercialobserver.com/2026/06/apollo-affinius-capital-rxr-invest-785m-debt-equity-175-third-street/,"Wed, 24 Jun 2026 21:09:39 +0000","Residential · Multifamily Brooklyn Finance · Construction Financing Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street The latest mixed-use project project at Brooklyn's Gowanus Wharf will deliver 1,100 housing units and an 85,000-square-foot Life Time fitness center By Brian Pascus June 24, 2026 5:09 pm reprints RXR's Scott Rechler (top), Charney Companies's Justin Pelsinger (center), Tavros's Colin Rankowitz, and a rendering of 175 Third Street, Brooklyn. P",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,,,,,2026-06-24,2026-06-26,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,open,,,,"Construction Financing - New York City / New York - Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",Unknown,Brooklyn,Mixed-Use Residential,Affinius Capital,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: to build,Site Acquisition / Site Control,Reappearing,31,98,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; No explicit timing reference,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",Commercial Observer,https://commercialobserver.com/2026/06/apollo-affinius-capital-rxr-invest-785m-debt-equity-175-third-street/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0076,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,100,LC-20260626-004,art_e78785136696dbed,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,"Mon, 22 Jun 2026 13:15:00 +0000","Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park | Urbanize LA Skip to main content Advertisement Advertisement Three months after the closure and hiatus of Taix French restaurant in Echo Park , the eatery's longtime home has been razed to make way for the mixed-use apartment complex that will take its place. The project at 1911 W. Sunset Boulevard , which is being developed by Holland Partner Group , calls for the construction of a six-story building featuring 166 apartme",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,,,,,2026-06-22,2026-06-26,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),58,access_limited,,,,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Unknown,Los Angeles / California,Affordable Housing,Holland Partner Group,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,21,98,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Urbanize LA,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0066,Refinancing - Houston / Texas - Newmark Arranges $52M Cash-Out Refinance for 366-Unit Multifamily Community in Cypress Tex...,100,LC-20260626-015,art_843c0dacfdd03513,Newmark Arranges $52M Cash-Out Refinance for 366-Unit Multifamily Community in Cypress Texas,https://yieldpro.com/2026/06/towne-lake-cypress/,"Thu, 25 Jun 2026 14:19:52 +0000","Deal boom News Facebook Twitter Linkedin Newmark announces the Company has arranged a $52 million cash-out refinance for Cantera at Towne Lake , a 366-unit, Class A garden-style multifamily community located in Cypress, Texas, a high-growth suburb northwest of Houston. Newmark Multifamily Capital Markets Executive Managing Directors Vince Punzi and Lowell Takahashi arranged the financing through a debt fund on behalf of the borrower, The Bascom Group. The loan was structured to include $4.42 mil",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-25,2026-06-26,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Refinancing - Houston / Texas - Newmark Arranges $52M Cash-Out Refinance for 366-Unit Multifamily Community in Cypress Tex...,Unknown,Houston,Multifamily,Bascom Group,Unknown,Refinancing / Recapitalization,excluded,transaction / capital guard: refinance,,Mature / Operating,51,94,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Newmark Arranges $52M Cash-Out Refinance for 366-Unit Multifamily Community in Cypress Texas,Yield PRO,https://yieldpro.com/2026/06/towne-lake-cypress/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0102,Refinancing - New York City / New York - JLL Arranges $42M Loan for Refinancing of Midtown Manhattan Office Building,100,LC-20260626-032,art_1c9f9077687bf185,JLL Arranges $42M Loan for Refinancing of Midtown Manhattan Office Building,https://rebusinessonline.com/jll-arranges-42m-loan-for-refinancing-of-midtown-manhattan-office-building/,2026-06-25T14:39:10Z,"Known locally as The Nelson Tower Building, the office complex at 450 Seventh Ave. in Manhattan has been owned by a Kaufman family partnership since 1946. Loans New York Northeast Office JLL Arranges $42M Loan for Refinancing of Midtown Manhattan Office Building by Taylor Williams June 25, 2026 June 25, 2026 3 NEW YORK CITY — JLL has arranged a $42 million loan for the refinancing of The Nelson Tower Building, a 510,304-square-foot office complex located at 450 Seventh Ave. in Midtown Manhattan.",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-25,2026-06-26,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Refinancing - New York City / New York - JLL Arranges $42M Loan for Refinancing of Midtown Manhattan Office Building,Unknown,New York City,General Residential,JLL,JLL,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,48,92,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,JLL Arranges $42M Loan for Refinancing of Midtown Manhattan Office Building,REBusiness Online,https://rebusinessonline.com/jll-arranges-42m-loan-for-refinancing-of-midtown-manhattan-office-building/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0084,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,80,LC-20260626-029,art_5131ba5fca425d9c,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,https://la.urbanize.city/post/100-rental-townhomes-deput-1771-blake-ave-frogtown,"Thu, 25 Jun 2026 13:10:00 +0000","100 rental townhomes deput at 1771 Blake Ave. in Frogtown | Urbanize LA Skip to main content Advertisement Advertisement On the west side of the Los Angeles River in Frogtown , a new townhome development from Harridge Development Group . Lilian , which is being managed by Greystar, consists of 100 townhomes at 1771 W. Blake Avenue . The project consists of a series of three-story buildings, and mostly includes three-bedroom units. Interior walking path Dan Rosenkrantz A leasing website advertise",valid,title/source/url metadata are internally consistent,Development Activity,,new_or_fresh,True,address/street: 1771 blake ave; execution milestone: leasing; site/parcel signal: site; project/asset term: project,high,Leasing / Lease-Up,2026-06-25,2026-06-26,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),88,access_limited,,,,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,Los Angeles / California,Los Angeles,Apartment,,Unknown,Site Acquisition / Site Control,construction_delivery_watch,matched development / asset strategy execution,,Reappearing,10,92,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,Urbanize LA,https://la.urbanize.city/post/100-rental-townhomes-deput-1771-blake-ave-frogtown,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0061,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,80,LC-20260626-031,art_e78785136696dbed,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,"Mon, 22 Jun 2026 13:15:00 +0000","Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park | Urbanize LA Skip to main content Advertisement Advertisement Three months after the closure and hiatus of Taix French restaurant in Echo Park , the eatery's longtime home has been razed to make way for the mixed-use apartment complex that will take its place. The project at 1911 W. Sunset Boulevard , which is being developed by Holland Partner Group , calls for the construction of a six-story building featuring 166 apartme",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,True,address/street: 1911 sunset blvd; project/asset term: project,high,Approval / Entitlement,2026-06-22,2026-06-26,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),58,access_limited,,,,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Los Angeles / California,Echo Park,Affordable Housing,,Unknown,Site Acquisition / Site Control,construction_delivery_watch,matched development / asset strategy execution,Site Acquisition / Site Control,Reappearing,10,92,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Urbanize LA,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0107,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,LC-20260626-063,art_6e05306f1e52dc16,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,"Tue, 09 Jun 2026 20:35:09 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | June 9, 2026 By: Paul Bubny Yorba Linda Parking Lot Sells for Townhome Redevelopment CBRE arranged the $8.12-million sale of a 1.9‑acre residential development site at 4861 Liverpool St. in Yorba Linda. The property, currently a parking lot, was sold by Messiah Lutheran Church. The buyer, an Orange County–based housing developer, pl",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,repeat_penalized,True,address/street: 4861 liverpool st; site/parcel signal: site; project/asset term: development,high,Site Acquisition / Site Control,2026-06-09,2026-06-26,17,old_31d_plus,old,published date parsed; article age 17 day(s),5,open,,,,Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,Orange County,Apartment,CBRE,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: development site,Site Acquisition / Site Control,Reappearing,4,92,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0039,Disposition / Exit - Atlanta / Georgia - Eaton Vance Spins Off 196-Unit Franklin Apartment Complex,100,LC-20260626-014,art_22052c7ce035eefc,Eaton Vance Spins Off 196-Unit Franklin Apartment Complex,https://www.connectcre.com/stories/eaton-vance-spins-off-196-unit-franklin-apartment-complex/,"Thu, 25 Jun 2026 15:01:18 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Tennessee + Apartments | June 25, 2026 By: Mike Boyd Eaton Vance Spins Off 196-Unit Franklin Apartment Complex Camden Property Trust paid $43.5 million for Camden Franklin, a 196-unit community in Franklin, Tenn. Eaton Vance Real Estate sold the property after an 11-year hold. Commercial Search reports the company paid $37.3 million for it in 2015.",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-25,2026-06-26,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Disposition / Exit - Atlanta / Georgia - Eaton Vance Spins Off 196-Unit Franklin Apartment Complex,Unknown,Atlanta,Apartment,Camden Property Trust,Unknown,Unknown Stage,excluded,transaction / capital guard: disposition,,Reappearing,19,91,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Eaton Vance Spins Off 196-Unit Franklin Apartment Complex,Connect CRE Apartments,https://www.connectcre.com/stories/eaton-vance-spins-off-196-unit-franklin-apartment-complex/,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0062,Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,80,LC-20260626-017,art_e30c6ceb0064e47a,Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,"Wed, 24 Jun 2026 13:05:00 +0000","Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood | Urbanize LA Skip to main content Advertisement Advertisement A new affordable housing complex is under construction a few blocks northwest of the B Line's Hollywood/Western Station, according to permits recently issued by the Los Angeles Department of Building and Safety. The project from Terra Capital , located on a roughly 11,000-square-foot site at 1740 N. Wilton Place, calls for the construction of a five-story buil",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,True,site/parcel signal: site; project/asset term: project,high,Approval / Entitlement,2026-06-24,2026-06-26,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),81,access_limited,,,,Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,Los Angeles / California,Hollywood,Affordable Housing,,Unknown,Vertical Construction,construction_delivery_watch,matched under construction,Vertical Construction,Reappearing,10,91,Unknown Timing,Low,Low,Medium,Low,General monitoring,"Benchmark construction timeline, sponsor execution, and delivery risk",Vertical Construction; Under construction; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,Urbanize LA,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,High
2026-06-26,20260626-001102-db0c2cd9,PRJ-20260626-0083,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,80,LC-20260626-028,art_2f744b012746369d,Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,https://la.urbanize.city/post/affordable-housing-takes-shape-733-s-burlington-ave-westlake,"Tue, 23 Jun 2026 13:10:00 +0000","Affordable housing takes shape at 733 S. Burlington Ave. in Westlake | Urbanize LA Skip to main content Advertisement Advertisement In Westlake , framing is taking shape for a new affordable housing complex just south of 7th Street, per a social media post from Kevin Tsai Architecture. The project from KLW Investment, located at 733 S. Burlington Avenue, consists of a seven-story building that will feature 79 studio and one-bedroom apartments without on-site parking. Construction of 733 Burlingt",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,repeat_penalized,True,address/street: 733 s. burlington ave; site/parcel signal: site; project/asset term: project,high,Approval / Entitlement,2026-06-23,2026-06-26,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),58,access_limited,,,,Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,California,Los Angeles,Affordable Housing,,Unknown,Site Acquisition / Site Control,construction_delivery_watch,matched development / asset strategy execution,Site Acquisition / Site Control,Reappearing,12,89,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-733-s-burlington-ave-westlake,High
