run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-001,"Refinancing - San Francisco / California - Mesa West Capital Funds $82.5M Loan for Refinancing of Apartment Community in Everett, Was...",San Francisco / California,Los Angeles,CBRE,Apartment,Unknown,Unknown,Refinancing / Recapitalization,Existing asset refinance,Unknown,100,50,High relevance to Woomi site strategy,Review acquisition comparables,"Track lender, maturity, owner, and recapitalization path","Mesa West Capital Funds $82.5M Loan for Refinancing of Apartment Community in Everett, Washington",https://rebusinessonline.com/mesa-west-capital-funds-82-5m-loan-for-refinancing-of-apartment-community-in-everett-washington/,High
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-005,Entitlement / Permitting - California - Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,733 S. Burlington Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,40,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,https://la.urbanize.city/post/affordable-housing-takes-shape-733-s-burlington-ave-westlake,High
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-009,General Project Signal - Los Angeles / California - Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey,4129 Centinela Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey,https://la.urbanize.city/post/affordable-housing-fully-framed-4129-centinela-ave-del-rey,High
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-008,Development Start - Miami / Florida - Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,South Florida,Los Angeles,Unknown,Affordable Housing,Unknown,Construction started,Affordable / Density Bonus Strategy,Unknown site control,Under Construction,100,26,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,https://www.connectcre.com/stories/related-urban-starts-work-on-167m-s-miami-affordable-housing-venture/,Low
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-002,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,1740 N. Wilton Place,Los Angeles,Unknown,Affordable Housing,Unknown,Under construction,Affordable / Density Bonus Strategy,Project under entitlement,Under Construction,100,26,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,High
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-003,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,1911 Sunset Blvd,Los Angeles,Holland Partner Group,Affordable Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,26,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,High
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-004,General Project Signal - Los Angeles / California - 100 rental townhomes deput at 1771 Blake Ave. in Frogtown,1771 Blake Ave,Los Angeles,Greystar,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,https://la.urbanize.city/post/100-rental-townhomes-deput-1771-blake-ave-frogtown,High
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-013,Linc Housing plans new project at 3590 Elm Ave. in Long Beach,3590 Elm Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Site acquired,Site Controlled,100,26,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",Linc Housing plans new project at 3590 Elm Ave. in Long Beach,https://la.urbanize.city/post/linc-housing-plans-new-project-3590-elm-ave-long-beach,Medium
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-014,Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,1740 N. Wilton Place,Los Angeles,,Affordable Housing,Unknown,Under construction,Affordable / Density Bonus Strategy,Land / parcel referenced,Under Construction,100,18,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,Medium
2026-06-26,20260626-001102-db0c2cd9,LAA-20260626-010,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",175 Third Street,Los Angeles,Affinius Capital,Mixed-Use Residential,Unknown,Unknown,Acquisition / Site Control,Site acquired,Site Controlled,100,15,High relevance to Woomi site strategy,Track site control precedent,Monitor asset for repeated local confirmation,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",https://commercialobserver.com/2026/06/apollo-affinius-capital-rxr-invest-785m-debt-equity-175-third-street/,High
