run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary
2026-05-23,20260523-230152-45df883f,SQ-20260523-015,PRJ-20260523-0055,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Florida,Unknown,Apartment,95,100,80,95,89,92,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,7,Consistent,Confirmed,Immediate strategic review,"7 source file(s), 7 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-004,PRJ-20260523-0080,"General Project Signal - National - AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Unknown,National,AvalonBay,Apartment,95,100,95,60,100,91,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,8,10,Needs Review,Confirmed,Immediate strategic review,"8 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-008,PRJ-20260523-0091,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,New York,New York,Blackstone,General Residential,95,100,95,60,100,91,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,8,10,Needs Review,Confirmed,Immediate strategic review,"8 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-006,PRJ-20260523-0038,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Wood Partners,Apartment,95,100,95,60,96,90,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,5,Needs Review,Confirmed,Immediate strategic review,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-014,PRJ-20260523-0081,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Unknown,National,Brookfield,Apartment,95,100,95,60,91,89,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,9,Needs Review,Confirmed,Immediate strategic review,"7 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-005,PRJ-20260523-0040,Construction Financing - Sun Belt - LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community R...,Sun Belt,Atlanta,Unknown,Affordable Housing,95,100,80,65,100,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,30,Needs Review,Confirmed,Immediate strategic review,"5 source file(s), 30 observation(s), latest stage Early Site Signal, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-002,PRJ-20260523-0112,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",California,San Francisco,AvalonBay,Apartment,95,100,85,60,100,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,5,Needs Review,Confirmed,Immediate strategic review,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-001,PRJ-20260523-0052,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,California,California,Unknown,Apartment,95,100,80,65,100,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,8,57,Needs Review,Confirmed,Immediate strategic review,"8 source file(s), 57 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-010,PRJ-20260523-0057,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,Sun Belt,Houston,Blackstone,General Residential,95,100,85,60,94,87,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,5,Needs Review,Confirmed,Immediate strategic review,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-012,PRJ-20260523-0079,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,Sun Belt,Miami,Unknown,Apartment,95,100,80,65,93,87,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,30,Needs Review,Confirmed,Immediate strategic review,"4 source file(s), 30 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-016,PRJ-20260523-0094,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,New York,New York,Unknown,Apartment,95,100,80,65,90,86,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,22,Needs Review,Confirmed,Immediate strategic review,"7 source file(s), 22 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-019,PRJ-20260523-0111,BTR / Build-to-Rent - Sun Belt - Work Begins on 94-Unit Scottsdale Luxury BTR Community,Sun Belt,Phoenix,Unknown,BTR / Single-Family Rental,95,100,80,65,86,86,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,15,Needs Review,Confirmed,Immediate strategic review,"4 source file(s), 15 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-007,PRJ-20260523-0115,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,California,San Jose,Unknown,Mixed-Use Residential,95,100,70,60,95,84,High Confidence,Institutional Watch,Very Low,Persistent,5,5,Needs Review,Confirmed,Add to executive watchlist,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-009,PRJ-20260523-0113,Modular / Construction Innovation - California - Modular Apartment Construction Gains Momentum In Bay Area,California,San Francisco,Unknown,Apartment,95,100,60,60,99,83,High Confidence,Institutional Watch,Very Low,Persistent,5,9,Needs Review,Confirmed,Add to executive watchlist,"5 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-021,PRJ-20260523-0037,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Arizona,Arizona,Unknown,Apartment,95,100,70,60,82,82,High Confidence,Institutional Watch,Very Low,Persistent,6,6,Needs Review,Confirmed,Add to executive watchlist,"6 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-003,PRJ-20260523-0072,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,California,Los Angeles,Unknown,Office-to-Residential Conversion,65,100,70,65,100,80,High Confidence,Institutional Watch,Very Low,Persistent,3,19,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 19 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-013,PRJ-20260523-0089,"JV / Partnership - National - Ares, Scion Launch JV With $910M Deal For Student Housing Portfolio",Unknown,National,Unknown,Student Housing,65,99,80,60,91,80,High Confidence,Institutional Watch,Very Low,Persistent,3,9,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-031,PRJ-20260523-0042,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",California,Unknown,AvalonBay,Apartment,80,100,85,60,69,80,High Confidence,Institutional Watch,Very Low,Persistent,4,7,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 7 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-029,PRJ-20260523-0107,Construction Financing - Other / Unknown - Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,Other / Unknown,Unknown,Wood Partners,Apartment,85,100,65,60,65,76,High Confidence,Institutional Watch,Low,Persistent,5,5,Needs Review,Confirmed,Add to executive watchlist,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-011,PRJ-20260523-0071,Construction Financing - Other / Unknown - Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,Unknown,Unknown,Wood Partners,Apartment,65,74,85,60,89,75,High Confidence,Institutional Watch,Low,Likely Noise,3,4,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-034,PRJ-20260523-0121,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,Sun Belt,Unknown,Blackstone,General Residential,70,84,85,60,64,74,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-020,PRJ-20260523-0136,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,Unknown,U.S.,Unknown,Apartment,65,84,70,60,82,72,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-018,PRJ-20260523-0074,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",National,Los Angeles,Unknown,Apartment,65,92,60,60,80,72,High Confidence,Institutional Watch,Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-053,PRJ-20260523-0133,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Unknown,Wood Partners,Apartment,70,84,85,60,54,72,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-23,20260523-230152-45df883f,SQ-20260523-024,PRJ-20260523-0087,Office-to-Residential Conversion - National - Dwight Capital Provides $114M HUD Loan for Milwaukee Office-to-Resi Conversion,National,Unknown,Unknown,General Residential,95,100,70,60,76,71,High Confidence,Institutional Watch,Low,Persistent,5,14,Needs Review,Confirmed,Add to executive watchlist,"5 source file(s), 14 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-033,PRJ-20260523-0053,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,Other / Unknown,Los Angeles,Unknown,Affordable Housing,65,100,60,60,67,71,High Confidence,Institutional Watch,Low,Persistent,3,19,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 19 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-23,20260523-230152-45df883f,SQ-20260523-035,PRJ-20260523-0075,Southern Land Company Begins Pre-Leasing for Bria Symphony Park and Gemma in the Two New Downtown Las Vegas Luxury Apartment Communities,Other / Unknown,Los Angeles,Unknown,Workforce Housing,65,100,60,60,67,71,High Confidence,Institutional Watch,Low,Persistent,3,36,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 36 observation(s), latest stage Unknown Stage, identity confidence 80"
