run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,California,Apartment,14,12,5,88.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Los Angeles,Office-to-Residential Conversion,9,9,3,92.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Sun Belt,Apartment,21,16,8,82.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,National / Other,Apartment,30,15,11,73.1,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Southeast,Apartment,9,8,3,87.4,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Florida,Apartment,7,7,3,96.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,New York,Apartment,5,3,4,82.0,Financing Risk,Deal Size Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Phoenix,BTR / Single-Family Rental,3,2,2,72.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Arizona,Apartment,1,1,1,85.0,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Texas,Multifamily,1,1,0,89.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Dallas,Multifamily,2,1,0,75.5,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Austin,General Residential,1,0,0,56.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-05-23,20260523-230152-45df883f,2026-05-23 23:01:52,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
