run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0073,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,2026-05-23 23:01:52,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Entitlement / Permitting,Affordable Housing,Workforce Housing,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,7 apartments,$2; $9; $2,,,,,,,,,permit,83,High Deal Intelligence,Entitlement / zoning watch,Habitat development opens for residents next to La Cienega/Jefferson Station,Urbanize LA,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,100,DFP-1E6DD9B4C9,75,Entitlement / Permitting - Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260523-001,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0112,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",100,2026-05-23 23:01:52,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",General Project Signal,Apartment,Apartment,California,San Francisco,California,AvalonBay,AvalonBay,equity residential,Unknown,Unknown,equity residential,equity residential,California,,$69B; $69B; $69b,,,,,,,,,,83,High Deal Intelligence,Entitlement / zoning watch,"AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",Commercial Observer,https://commercialobserver.com/2026/05/avalonbay-equity-residential-merge-multifamily/,100,DFP-0828C409E7,80,"General Project Signal - General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",General Project Signal - AvalonBay - California,DCL-20260523-002,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0052,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,80,2026-05-23 23:01:52,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$144M; $144M; $144,$144M,,,,,,,,,81,High Deal Intelligence,Capital market signal,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,100,DFP-B52F91F0C5,75,Construction Financing - Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - Unknown - JLL - California,DCL-20260523-003,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0038,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,2026-05-23 23:01:52,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Wood Partners,Wood Partners,Unknown,northmarq,northmarq,Unknown,Unknown,Sun Belt,,$107M; $107M; $107 million,,,,,,,,,,81,High Deal Intelligence,Underwriting benchmark,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,100,DFP-93359E6D9F,90,Disposition / Exit - Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit - Wood Partners - Sun Belt,DCL-20260523-004,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0073,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,2026-05-23 23:01:52,Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,Office-to-Residential Conversion,Office-to-Residential,Office-to-Residential Conversion,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,260 apartments,$60,$60,,,,,,,completed,,79,Useful Deal Signal,Capital market signal,Former IBM offices at 3424 Wilshire to become housing,Urbanize LA,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,100,DFP-F6CEB283B1,75,Office-to-Residential Conversion - Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,Office-to-Residential Conversion - Unknown - Los Angeles,DCL-20260523-005,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0052,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,80,2026-05-23 23:01:52,Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Disposition / Exit,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,northmarq,northmarq,Unknown,Unknown,California,,$10.95; $10.95,,,,,,,,,,77,Useful Deal Signal,Entitlement / zoning watch,Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Connect CRE Apartments,https://www.connectcre.com/stories/northmarq-multifamily-sale-serves-as-benchmark-for-fresno-market/,100,DFP-534C0327BF,75,Disposition / Exit - Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Disposition / Exit - Unknown - California,DCL-20260523-006,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0081,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,100,2026-05-23 23:01:52,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Acquisition,Apartment,Apartment,National,National,Unknown,Brookfield,Brookfield,brookfield,Unknown,Unknown,brookfield,Brookfield,National,,$125M; $125M; $125.3 million,$125.3 million,$125M,,,,,,,,75,Useful Deal Signal,Pricing benchmark,Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Commercial Observer,https://commercialobserver.com/2026/05/arbor-realty-trust-chicago-apartments-ohare-airport/,100,DFP-EB3F31FEB1,80,Acquisition - Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Acquisition - Brookfield - National,DCL-20260523-007,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0079,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,2026-05-23 23:01:52,"Acquisition - Sun Belt - Dutch Investor Pays $110M For New Rental in Aventura, Fla.",Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,266 apartments,$110M; $110M; $85M,$85M,$85M,,,,,,,,75,Useful Deal Signal,Pricing benchmark,"Dutch Investor Pays $110M For New Rental in Aventura, Fla.",Commercial Observer,https://commercialobserver.com/2026/05/breevest-avida-aventura-fifield-multifamily-housing/,100,DFP-3D1E1F2C25,75,"Acquisition - Acquisition - Sun Belt - Dutch Investor Pays $110M For New Rental in Aventura, Fla.",Acquisition - Unknown - Sun Belt,DCL-20260523-008,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0079,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,2026-05-23 23:01:52,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$45.5M; $45.5M; $45.5 million,,$45.5M,,,,,,,,73,Useful Deal Signal,Pricing benchmark,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,100,DFP-30194271EF,75,Acquisition - Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Unknown - Sun Belt,DCL-20260523-009,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0052,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,80,2026-05-23 23:01:52,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Acquisition,BTR / Single-Family Rental,Apartment,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$83.6 million; $83.6 million,$83.6 million,$83.6 million,,,,,,,,73,Useful Deal Signal,Pricing benchmark,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Connect CRE,https://www.connectcre.com/stories/hudson-valley-property-group-expands-california-presence-with-elk-grove-acquisition/,99,DFP-F25DBA9925,65,Acquisition - Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Acquisition - Unknown - California,DCL-20260523-010,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0094,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,80,2026-05-23 23:01:52,Acquisition - New York - Investment Firm Acquires SoHo Mixed-Use for $43M,Acquisition,Mixed-Use Residential,Mixed-Use Residential,New York,New York,New York,Unknown,Unknown,Unknown,cushman,cushman,Unknown,Unknown,New York,,$43M; $43M; $43,$43m,$43M,,,,,,completed,,73,Useful Deal Signal,Pricing benchmark,Investment Firm Acquires SoHo Mixed-Use for $43M,Connect CRE,https://www.connectcre.com/stories/investment-firm-acquires-soho-mixed-use-for-43m/,100,DFP-891A410276,75,Acquisition - Acquisition - New York - Investment Firm Acquires SoHo Mixed-Use for $43M,Acquisition - Unknown - New York,DCL-20260523-011,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0052,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,80,2026-05-23 23:01:52,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Entitlement / Permitting,Affordable Housing,Affordable Housing,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,301 apartments,,,,,,,,,,permitting,73,Useful Deal Signal,Entitlement / zoning watch,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,100,DFP-70688DBB3C,65,Entitlement / Permitting - Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Entitlement / Permitting - Unknown - California,DCL-20260523-012,1
2026-05-23,20260523-230152-45df883f,PRJ-20260523-0052,Office-to-Residential Conversion - California - Historic Bank of Italy Building in San Jose to be Converted into Residential and Retail To...,80,2026-05-23 23:01:52,General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,General Project Signal,Affordable Housing,Affordable Housing,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,52 apartments,$40,,,,,,,,,,72,Useful Deal Signal,Entitlement / zoning watch,Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-101-pacific-coast-hwy-long-beach,96,DFP-C10C479E42,75,General Project Signal - General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,General Project Signal - Unknown - California,DCL-20260523-013,1
