run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-06-06,20260606-081908-38f3e371,TIM-20260606-004,Construction Start,California,Affordable Housing,Unknown,Unknown,Development Start - California - Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach,No explicit timing reference,Unknown Timing,71,Medium,Construction Start,Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach,Urbanize LA,https://la.urbanize.city/post/construction-begins-affordable-housing-4151-e-fountain-ave-long-beach,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-002,Refinancing / Maturity Window,New York City / New York,Affordable Housing,JLL,Freddie Mac,Refinancing - New York City / New York - JLL Real Estate Capital Provides $70M for West Village Multifamily Refi,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,JLL Real Estate Capital Provides $70M for West Village Multifamily Refi,Commercial Observer,https://commercialobserver.com/2026/06/jll-real-estate-capital-70m-100-jane/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-015,Refinancing / Maturity Window,Other / Unknown,Apartment,Unknown,Unknown,Refinancing - Other / Unknown - $14M Refinance Secured for Newly Delivered Wicker Park Multifamily,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window; refinance,$14M Refinance Secured for Newly Delivered Wicker Park Multifamily,Connect CRE,https://www.connectcre.com/stories/14m-refinance-secured-for-newly-delivered-wicker-park-multifamily/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-026,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-027,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-028,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-029,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-035,Distress Sale Timing,California,Apartment,JLL,JLL,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-005,Recapitalization Timing,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",No explicit timing reference,Unknown Timing,70,Medium,Recapitalization Timing; recapitalization,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-06-06,20260606-081908-38f3e371,TIM-20260606-001,Refinancing / Maturity Window,Florida,Apartment,Walker & Dunlop,walker & dunlop,Refinancing - Florida - Walker & Dunlop Arranges $223M in Bridge Financing for Southeast Multifamily Portfolio,No explicit timing reference,Unknown Timing,68,Medium,Refinancing / Maturity Window,Walker & Dunlop Arranges $223M in Bridge Financing for Southeast Multifamily Portfolio,REBusiness Online,https://rebusinessonline.com/walker-dunlop-arranges-223m-in-bridge-financing-for-southeast-multifamily-portfolio/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
