run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-06,20260606-081908-38f3e371,LAW-20260606-001,Los Angeles,MG Developer and Vertical Developments Secure $100M Construction Loan for Alhambra Par,Benmark Capital,Mixed-Use Residential,CEQA / Environmental Review,Under Review,65,35,54,General LA / California monitoring,Monitor local sponsor activity,"Review CEQA status, appeal risk, and approval timeline",MG Developer and Vertical Developments Secure $100M Construction Loan for Alhambra Par,https://yieldpro.com/2026/06/alhambra-parc/,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-005,Los Angeles,Entitlement / Permitting - Los Angeles / California - L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,Unknown,Affordable Housing,Entitlement Approval,Approved / Entitled,35,55,53,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,https://la.urbanize.city/post/la-city-council-upholds-approval-mixed-use-project-787-s-alameda-st-dtla,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-002,Los Angeles,Renters remain cautious but demand holds steady,Unknown,Apartment,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Renters remain cautious but demand holds steady,https://www.multifamilydive.com/news/renters-demand-steady-spring-multifamily/821534/,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-004,Los Angeles,19-story high-rise starts work at 6055 Center Drive in Westchester,Hanover Company,Mixed-Use Residential,Building Permit / Construction Permit,Permitted,20,60,51,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,19-story high-rise starts work at 6055 Center Drive in Westchester,https://la.urbanize.city/post/19-story-high-rise-starts-work-6055-center-drive-westchester,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-003,Los Angeles,L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,,Affordable Housing,Planning Approval,Delayed / Appealed,60,30,50,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,https://la.urbanize.city/post/la-city-council-upholds-approval-mixed-use-project-787-s-alameda-st-dtla,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-006,Los Angeles,Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,,Affordable Housing,Planning Approval,Delayed / Appealed,45,30,47,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,https://la.urbanize.city/post/proposed-apartments-face-appeal-3411-foothill-blvd-glendale,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-007,New York,Entitlement / Permitting - New York - Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,Unknown,Affordable Housing,Entitlement Approval,Delayed / Appealed,45,30,47,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,https://la.urbanize.city/post/proposed-apartments-face-appeal-3411-foothill-blvd-glendale,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-008,Unknown,Office-to-Residential Conversion - Other / Unknown - Condyne Plans Adaptive Reuse of Former Konica Minolta Building,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Early Planning,20,42,45,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Condyne Plans Adaptive Reuse of Former Konica Minolta Building,https://www.connectcre.com/stories/condyne-plans-adaptive-reuse-of-former-konica-minolta-building/,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-009,Los Angeles,Disposition / Exit - Los Angeles / California - Mixed-use project slated for 9700 W. Pico Blvd. in Pico-Robertson,CBRE,Affordable Housing,Entitlement Approval,Unknown Stage,28,35,44,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Mixed-use project slated for 9700 W. Pico Blvd. in Pico-Robertson,https://la.urbanize.city/post/mixed-use-project-slated-9700-w-pico-blvd-pico-robertson,Low
2026-06-06,20260606-081908-38f3e371,LAW-20260606-011,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed for 23022 W. Ventura Blvd. in Woodland Hills,Unknown,Affordable Housing,Entitlement Approval,Early Planning,30,30,43,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing proposed for 23022 W. Ventura Blvd. in Woodland Hills,https://la.urbanize.city/post/affordable-housing-proposed-23022-w-ventura-blvd-woodland-hills,Low
