run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Miami,Florida,6,4,1,4,2,4,Apartment,Construction Financing,CEQA / Environmental Review,Mixed-use corridor,100,74,30,Strategic watch submarket,Monitor entitlement precedent,"$8,200 Rents Await Tenants of New Coral Gables Luxury Apartments; Acquisition - Miami / Florida - Miami Apartments Trade for $109.9M; Alta Developers Lands $91.8M Construction Loan for Miami Apartments; Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments; Construction Financing - Miami / Florida - MG Developer and Vertical Developments Secure $100M Construction Loan for Alhambra Par"
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Phoenix,Arizona,5,5,1,5,2,6,Apartment,Construction Financing,Office-to-Residential Conversion,Office conversion corridor,100,67,45,Strategic watch submarket,Monitor entitlement precedent,BTR / Build-to-Rent - Phoenix / Arizona - Porter Kyle Builders Names Industry Veteran John Rowland Vice President of Construction; Camelback Office-to-Apartment Conversion Nearly Complete; Construction Financing - Phoenix / Arizona - Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments; Construction Financing - Phoenix / Arizona - Scottsdale Developer The Hampton Group Secures $141M Construction Loan for Luxury Apartmen...; Empire Group Starts Work on $170M Phoenix Apartment Tower
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,New York,New York,7,5,3,5,1,5,Affordable Housing,Entitlement / Permitting,Entitlement Approval,Transit-oriented development,100,51,55,Strategic watch submarket,Monitor entitlement precedent,40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; Acquisition - New York City / New York - Jonathan Rose Cos. Buys Upper Manhattan Affordable Housing Building for $53M; Entitlement / Permitting - New York - Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale; Entitlement / Permitting - New York City / New York - 40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; General Project Signal - New York - Panepinto Properties Begins Leasing 53-Story Apartment Tower in Jersey City
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Los Angeles,Los Angeles,10,7,8,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,Downtown infill; Mixed-use corridor,100,44,42,High relevance to Woomi site strategy,Monitor entitlement precedent,"19-story high-rise starts work at 6055 Center Drive in Westchester; 40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; 85 apartments proposed at 15242 W. Parthenia St. in North Hills; Acquisition - Los Angeles / California - Advanced Real Estate Acquires, Rebrands Rowland Heights Apartments; Advanced Real Estate Acquires, Rebrands Rowland Heights Apartments"
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Houston,Texas,5,4,0,2,0,1,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,95,0,20,Strategic watch submarket,Review potential acquisition pipeline,"19-story high-rise starts work at 6055 Center Drive in Westchester; Acquisition - Houston / Texas - Berkadia Brokers Sale of 186-Unit Seniors Housing Property Near Houston; Berkadia Brokers Sale of 186-Unit Seniors Housing Property Near Houston; Disposition / Exit - Houston / Texas - Targo Capital Partners Buys 185 East Houston Street, Part of $81M Portfolio; Disposition / Exit - Los Angeles / California - 19-story high-rise starts work at 6055 Center Drive in Westchester"
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Manhattan,New York,3,3,1,2,0,2,Affordable Housing,Refinancing,Entitlement Approval,General submarket monitoring,91,15,30,Strategic watch submarket,Monitor entitlement precedent,40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; Acquisition - New York City / New York - Jonathan Rose Cos. Buys Upper Manhattan Affordable Housing Building for $53M; Entitlement / Permitting - New York City / New York - 40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; JLL Real Estate Capital Provides $70M for West Village Multifamily Refi; Jonathan Rose Cos. Buys Upper Manhattan Affordable Housing Building for $53M
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Scottsdale,Arizona,2,2,0,2,2,2,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,86,67,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Construction Financing - Phoenix / Arizona - Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments; Construction Financing - Phoenix / Arizona - Scottsdale Developer The Hampton Group Secures $141M Construction Loan for Luxury Apartmen...; Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments; Scottsdale Developer The Hampton Group Secures $141M Construction Loan for Luxury Apartments IKONIC
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Atlanta,Southeast,3,2,0,2,1,2,Student Housing,General Project Signal,General Entitlement Signal,University-adjacent,76,44,20,Strategic watch submarket,Review potential acquisition pipeline,General Project Signal - Atlanta / Georgia - Insignia Pursuing Embassy Row Redevelopment; Georgia Tech Student Housing Investors Ink Refi; Insignia Pursuing Embassy Row Redevelopment; Portman Targeting Duluth for Mixed-Use Project; Refinancing - Atlanta / Georgia - Georgia Tech Student Housing Investors Ink Refi
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,DTLA,Los Angeles,1,1,2,1,0,1,Affordable Housing,Entitlement / Permitting,Planning Approval,Downtown infill; Mixed-use corridor,76,33,40,High relevance to Woomi site strategy,Monitor entitlement precedent,Entitlement / Permitting - Los Angeles / California - L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA; L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA
2026-06-06,20260606-081908-38f3e371,2026-06-06 08:19:08,Glendale,Los Angeles,1,1,2,1,0,1,Affordable Housing,Entitlement / Permitting,Planning Approval,General submarket monitoring,75,25,65,High relevance to Woomi site strategy,Monitor entitlement precedent,Entitlement / Permitting - New York - Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale; Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale
