run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-003,Los Angeles,"Whittier Comstock Acquires 135,308 SF Fairway Center II Office Property in Brea, California",CBRE,General Residential,Density Bonus / TOC,Unknown Stage,28,58,57,Relevant to California entitlement monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,"Whittier Comstock Acquires 135,308 SF Fairway Center II Office Property in Brea, California",https://rebusinessonline.com/whittier-comstock-acquires-135308-sf-fairway-center-ii-office-property-in-brea-california/,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-004,Los Angeles,Private Investor Snags Brea Offices for $28M,CBRE,General Residential,Density Bonus / TOC,Unknown Stage,28,58,57,Relevant to California entitlement monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,Private Investor Snags Brea Offices for $28M,https://www.connectcre.com/stories/private-investor-snags-brea-offices-for-28m/,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-001,Los Angeles,Developer Pays $7M For Planned Old Town Conversion: The D.C. Deal Sheet,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Approved / Entitled,20,67,53,General LA / California monitoring,Track office-to-residential feasibility,Monitor construction-ready pipeline and sponsor execution,Developer Pays $7M For Planned Old Town Conversion: The D.C. Deal Sheet,https://www.bisnow.com/news/washington-dc/deal-sheet/developer-buys-planned-old-town-alexandria-conversion-dc-deal-sheet,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-002,Los Angeles,Inglewood begins EIR process for general plan update,,Mixed-Use Residential,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Monitor local sponsor activity,"Review CEQA status, appeal risk, and approval timeline",Inglewood begins EIR process for general plan update,https://la.urbanize.city/post/inglewood-begins-eir-process-general-plan-update,Medium
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-005,Los Angeles,65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,,Apartment,Building Permit / Construction Permit,Permitted,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,https://la.urbanize.city/post/65-apartments-underway-5909-s-crenshaw-blvd-hyde-park,Medium
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-006,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-007,Connecticut,Office-to-Residential Conversion - Connecticut - Beacon Communities Begins Construction on Avon Village in Avon Connecticut,Unknown,Affordable Housing,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Beacon Communities Begins Construction on Avon Village in Avon Connecticut,https://yieldpro.com/2026/09/avon-village/,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-010,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista,Unknown,Affordable Housing,Entitlement Approval,Early Planning,30,30,43,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista,https://la.urbanize.city/post/affordable-housing-proposed-12508-w-pacific-ave-mar-vista,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-009,Los Angeles,Entitlement / Permitting - Los Angeles / California - 65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,https://la.urbanize.city/post/65-apartments-underway-5909-s-crenshaw-blvd-hyde-park,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-011,Los Angeles,Entitlement / Permitting - Los Angeles / California - Apartments slated for 3648 S. Empire Dr. in Palms,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Apartments slated for 3648 S. Empire Dr. in Palms,https://la.urbanize.city/post/apartments-slated-3648-s-empire-dr-palms,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-008,Los Angeles,L.A. County Supes approve apartments at 7914 Broadway Ave. in West Whittier,,Affordable Housing,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",L.A. County Supes approve apartments at 7914 Broadway Ave. in West Whittier,https://la.urbanize.city/post/la-county-supes-approve-apartments-7914-broadway-ave-west-whittier,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-012,Los Angeles,"Zoning Permits For 2336 Dwight Way, Southside, Berkeley",,Apartment,Zoning / Rezoning,Early Planning,20,30,40,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent","Zoning Permits For 2336 Dwight Way, Southside, Berkeley",https://sfyimby.com/2026/09/zoning-permits-for-2336-dwight-way-southside-berkeley.html,Low
2026-09-19,20260919-010019-c06c28a4,LAW-20260919-013,Los Angeles / California,Entitlement / Permitting - Los Angeles / California - USC School of Cinematic Arts plans expansion at 625 W. 32nd St.,Unknown,General Residential,Entitlement Approval,Early Planning,20,20,27,Low relevance,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",USC School of Cinematic Arts plans expansion at 625 W. 32nd St.,https://la.urbanize.city/post/usc-school-cinematic-arts-plans-expansion-625-w-32nd-st,Low
