run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Apartment,39,23,13,30,84.9,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Affordable Housing,7,7,4,7,98.3,Los Angeles / California,Developer Strategy,Avison Young,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Multifamily,15,2,3,8,63.2,Other / Unknown,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Office-to-Residential Conversion,2,2,2,2,82.0,Other / Unknown,Developer Strategy,IPA,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Student Housing,1,0,1,1,61.0,Other / Unknown,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Mixed-Use Residential,9,6,5,9,80.3,New York City / New York,Institutional Flow,JLL,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Senior Housing,4,4,1,4,83.5,Other / Unknown,Regulation Risk,Walker & Dunlop,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,General Residential,4,0,3,4,52.2,California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
