run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,California,Apartment,21,16,12,85.7,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Los Angeles,Affordable Housing,9,7,4,88.1,Regulation Risk,Rent Growth Signal,Entitlement / zoning opportunity or risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,National / Other,Multifamily,31,15,7,71.4,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,New York,Mixed-Use Residential,7,7,7,89.4,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Florida,Apartment,6,5,3,88.7,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Texas,Apartment,5,5,2,87.2,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Southeast,Apartment,7,5,1,73.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Dallas,Apartment,3,3,0,87.3,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Arizona,Apartment,4,2,2,77.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Phoenix,Apartment,3,2,1,85.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-19,20260919-010019-c06c28a4,2026-09-19 01:00:19,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
