run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-001,Los Angeles / California,Los Angeles,Affordable Housing,,Apartments under construction at 5547 N. Elmer Ave. in North Hollywood,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Apartments under construction at 5547 N. Elmer Ave. in North Hollywood,Urbanize LA,https://la.urbanize.city/post/apartments-under-construction-5547-n-elmer-ave-north-hollywood,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-006,New York City / New York,Los Angeles,Multifamily,RXR,"Partnership Underway on 274-Unit Multifamily Project in Horsham, Pennsylvania",Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,2026,28,53,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,"Partnership Underway on 274-Unit Multifamily Project in Horsham, Pennsylvania",REBusiness Online,https://rebusinessonline.com/partnership-underway-on-274-unit-multifamily-project-in-horsham-pennsylvania/,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-005,Denver / Colorado,Los Angeles,Multifamily,Unknown,"Citi Prices Largest Single Bank-Contributed, Multi-Only CMBS Conduit Deal Since GFC",Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,2026,28,48,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,"Citi Prices Largest Single Bank-Contributed, Multi-Only CMBS Conduit Deal Since GFC",Commercial Observer,https://commercialobserver.com/2026/07/citi-conduit-cmbs/,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-014,Santa Monica / California,Santa Monica,General Residential,Unknown,"Entitlement / Permitting - Santa Monica / California - LAX people mover lawsuit, Santa Monica's SB 79 plan, and more",Entitlement Approval,Delayed / Appealed,Unknown,Entitlement delay risk,No,No clear density / zoning signal,No,No explicit timing reference,45,20,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"LAX people mover lawsuit, Santa Monica's SB 79 plan, and more",Urbanize LA,https://la.urbanize.city/post/lax-people-mover-lawsuit-santa-monicas-sb-79-plan-and-more,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-004,Miami / Florida,Los Angeles,Apartment,,West Palm Beach Eyeing Waterfront Rezoning Moratorium,Zoning / Rezoning,Unknown Stage,Unknown,Zoning reform,No,zoning; rezoning,No,2026,43,30,General entitlement monitoring,Monitor entitlement status for repeated confirmation,West Palm Beach Eyeing Waterfront Rezoning Moratorium,Connect CRE South Florida,https://www.connectcre.com/stories/west-palm-beach-eyeing-waterfront-property-moratorium/,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-010,Dallas / Texas,Dallas,Mixed-Use Residential,Unknown,Office-to-Residential Conversion - Dallas / Texas - StreetLights Advancing Apartment Venture at Former Plano Office Campus,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",StreetLights Advancing Apartment Venture at Former Plano Office Campus,Connect CRE Texas,https://www.connectcre.com/stories/streetlights-advancing-apartment-venture-at-former-plano-office-campus/,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-016,New York City / New York,Nyc,Apartment,Unknown,Office-to-Residential Conversion - New York City / New York - Project type ‘more than likely’ contributed to structural failure in NYC: ASCE engineer,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Project type ‘more than likely’ contributed to structural failure in NYC: ASCE engineer,Multifamily Dive,https://www.multifamilydive.com/news/manhattan-building-conversion-type-contributed-engineer/825289/,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-017,Other / Unknown,Unknown,Apartment,Unknown,"Office-to-Residential Conversion - Other / Unknown - Missing Middle Housing For 2615 Ashby Avenue in Elmwood, Berkeley",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","Missing Middle Housing For 2615 Ashby Avenue in Elmwood, Berkeley",SF YIMBY,https://sfyimby.com/2026/07/missing-middle-housing-for-2615-ashby-avenue-in-elmwood-berkeley.html,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-009,Virginia,"Arlington, Virginia",Apartment,Unknown,"Office-to-Residential Conversion - Virginia - NewPoint Provides $34.6M Loan for Hotel-to-Multifamily Conversion Project in Arlington, Vi...",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","NewPoint Provides $34.6M Loan for Hotel-to-Multifamily Conversion Project in Arlington, Virginia",REBusiness Online,https://rebusinessonline.com/newpoint-provides-34-6m-loan-for-hotel-to-multifamily-conversion-project-in-arlington-virginia/,Low
2026-07-18,20260718-235559-a40a5f93,ENT-20260718-007,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Affordable housing underway at 1035 S. Crenshaw Blvd.,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Affordable housing underway at 1035 S. Crenshaw Blvd.,Urbanize LA,https://la.urbanize.city/post/affordable-housing-underway-1035-s-crenshaw-blvd,Low
