run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,California,Apartment,18,15,9,87.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Los Angeles,Apartment,16,14,10,89.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,National / Other,Multifamily,37,20,8,73.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Texas,Apartment,9,9,4,89.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,New York,Apartment,9,7,5,86.6,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Florida,Apartment,9,7,4,83.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Southeast,Apartment,8,6,4,87.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Austin,Apartment,5,5,2,94.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Arizona,Apartment,4,4,2,97.2,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Phoenix,Apartment,4,4,2,97.2,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Dallas,Mixed-Use Residential,4,4,0,85.2,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Sun Belt,Apartment,1,1,0,85.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-18,20260718-235559-a40a5f93,2026-07-18 23:55:59,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
