run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0097,Refinancing - National - ACRE Supplies $351M Refi for Four-State Multifamily Portfolio,100,LC-20260527-021,Refinancing - National - ACRE Supplies $351M Refi for Four-State Multifamily Portfolio,Unknown,National,Multifamily,Harbor Group International,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,,Mature / Operating,48,99,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,ACRE Supplies $351M Refi for Four-State Multifamily Portfolio,Commercial Observer,https://commercialobserver.com/2026/05/acre-harbor-group-refi-multifamily-portfolio/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0045,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,LC-20260527-005,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Apartment,Wood Partners,northmarq,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,21,94,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0102,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,100,LC-20260527-015,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,New York,New York,General Residential,Blackstone,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,92,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Blackstone Announces Joint Venture with Google to Create New TPU Cloud,Blackstone Real Estate,https://www.blackstone.com/news/press/blackstone-announces-joint-venture-with-google-to-create-new-tpu-cloud/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0074,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,100,LC-20260527-018,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,Sun Belt,Houston,General Residential,Blackstone,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,92,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton to Fund Growth and Acquisition of Propell,Blackstone Real Estate,https://www.blackstone.com/news/press/voltagrid-announces-1-billion-strategic-equity-investment-from-blackstone-and-halliburton-to-fund-growth-and-aquisition-of-propell/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0086,Construction Financing - Los Angeles - Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in Wes...,80,LC-20260527-001,Construction Financing - Los Angeles - Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in Wes...,California,Los Angeles,Affordable Housing,Unknown,Unknown,Refinancing / Recapitalization,approval_watch,matched entitlement,,Mature / Operating,68,90,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/developer-scores-construction-loan-mixed-use-project-8025-santa-monica-blvd-west-hollywood,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0064,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260527-006,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,California,Apartment,Unknown,JLL,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,68,86,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0064,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260527-007,Refinancing - California - $46M Bridge Loan Refinances Newly Built Moreno Valley Apartments,California,California,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,68,86,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,$46M Bridge Loan Refinances Newly Built Moreno Valley Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/46m-bridge-loan-refinances-newly-built-moreno-valley-apartments/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0064,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260527-008,Refinancing - California - HUD Section 223(f) Loan Refinances Chula Vista Multifamily,California,California,Affordable Housing,Unknown,walker & dunlop,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,,Mature / Operating,68,86,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,HUD Section 223(f) Loan Refinances Chula Vista Multifamily,Connect CRE,https://www.connectcre.com/stories/hud-section-223f-loan-refinances-chula-vista-multifamily/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0093,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260527-009,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Sun Belt,Miami,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,57,84,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,High
2026-05-27,20260527-230207-4be4208e,PRJ-20260527-0072,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,80,LC-20260527-025,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,California,Hollywood,Affordable Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,,Mature / Operating,59,82,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/developer-scores-construction-loan-mixed-use-project-8025-santa-monica-blvd-west-hollywood,High
