run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Apartment,36,34,20,33,88.0,Other / Unknown,Developer Strategy,Wood Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Affordable Housing,12,9,6,11,84.6,California,Developer Strategy,Blackstone,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Multifamily,12,2,4,7,66.7,Other / Unknown,Developer Strategy,None detected,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,BTR / Single-Family Rental,4,2,1,4,69.0,Sun Belt,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Workforce Housing,1,1,1,1,100.0,Los Angeles,Regulation Risk,None detected,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Office-to-Residential Conversion,1,1,0,1,100.0,Los Angeles,Regulation Risk,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Student Housing,4,0,3,4,62.0,Sun Belt,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Senior Housing,2,2,0,2,82.0,California,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Mixed-Use Residential,4,2,0,1,68.2,Other / Unknown,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,General Residential,9,1,5,8,58.3,Sun Belt,Institutional Flow,Blackstone,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
