run_date,run_id,run_timestamp,pattern_type,entity_name,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,recurring_lender_score,recurring_capital_partner_score,refinancing_frequency,construction_financing_frequency,capital_flow_direction,debt_market_stress_label,capital_rotation_signal,capital_flow_strength_score
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Lender,Berkadia,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Lender,Berkadia,Florida,Apartment,2026-05-19,2026-05-27,13,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Capital Partner,Blackstone,New York,General Residential,2026-05-19,2026-05-27,17,1,0,100,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Capital Partner,Blackstone,Sun Belt,General Residential,2026-05-20,2026-05-27,10,1,0,100,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,California,California,General Residential,2026-05-19,2026-05-27,17,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,California,California,Senior Housing,2026-05-20,2026-05-27,19,2,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,California,California,Apartment,2026-05-19,2026-05-27,50,5,0,0,2,13,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,California,California,Affordable Housing,2026-05-19,2026-05-27,31,3,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,Florida,Florida,Apartment,2026-05-19,2026-05-27,15,2,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Lender,JLL,Sun Belt,General Residential,2026-05-19,2026-05-27,18,2,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Lender,JLL,California,Senior Housing,2026-05-20,2026-05-27,14,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Lender,JLL,California,Apartment,2026-05-19,2026-05-27,13,1,100,0,0,13,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Lender,JLL,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Recurring Lender,JLL,California,General Residential,2026-05-19,2026-05-27,13,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,Los Angeles,Los Angeles,Affordable Housing,2026-05-19,2026-05-27,18,2,0,0,0,4,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,Los Angeles,Los Angeles,Multifamily,2026-05-21,2026-05-27,10,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,Los Angeles,Los Angeles,Office-to-Residential Conversion,2026-05-20,2026-05-27,15,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,Los Angeles,Los Angeles,General Residential,2026-05-19,2026-05-27,13,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market-Level Capital Concentration,Los Angeles,Los Angeles,Workforce Housing,2026-05-22,2026-05-27,8,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
