run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-27,20260527-013618-38446781,PRJ-20260527-0087,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,2026-05-27 01:36:18,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Entitlement / Permitting,Affordable Housing,Workforce Housing,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,7 apartments,$2; $9; $2,,,,,,,,,permit,83,High Deal Intelligence,Entitlement / zoning watch,Habitat development opens for residents next to La Cienega/Jefferson Station,Urbanize LA,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,100,DFP-1E6DD9B4C9,75,Entitlement / Permitting - Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260527-001,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0058,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,2026-05-27 01:36:18,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$144M; $144M; $144,$144M,,,,,,,,,81,High Deal Intelligence,Capital market signal,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,100,DFP-B52F91F0C5,75,Construction Financing - Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - Unknown - JLL - California,DCL-20260527-002,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0042,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,2026-05-27 01:36:18,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Wood Partners,Wood Partners,Unknown,northmarq,northmarq,Unknown,Unknown,Sun Belt,,$107M; $107M; $107 million,,,,,,,,,,81,High Deal Intelligence,Underwriting benchmark,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,100,DFP-93359E6D9F,90,Disposition / Exit - Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit - Wood Partners - Sun Belt,DCL-20260527-003,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0132,Acquisition - California - Pacific Urban Investors Secures San Diego Multifamily Asset for $90M,80,2026-05-27 01:36:18,Acquisition - California - Pacific Urban Investors Secures San Diego Multifamily Asset for $90M,Acquisition,Apartment,Apartment,California,San Diego,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,"2,900 units",$90M; $90.3 million; $90m,,$90m,,,,,,,,80,High Deal Intelligence,Pricing benchmark,Pacific Urban Investors Secures San Diego Multifamily Asset for $90M,Yield PRO,https://yieldpro.com/2026/05/casas-by-the-sea/,92,DFP-3CDAAFD980,75,Acquisition - Acquisition - California - Pacific Urban Investors Secures San Diego Multifamily Asset for $90M,Acquisition - Unknown - California,DCL-20260527-004,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0058,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,2026-05-27 01:36:18,Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Disposition / Exit,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,northmarq,northmarq,Unknown,Unknown,California,,$10.95; $10.95,,,,,,,,,,77,Useful Deal Signal,Entitlement / zoning watch,Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Connect CRE California,https://www.connectcre.com/stories/northmarq-multifamily-sale-serves-as-benchmark-for-fresno-market/,100,DFP-534C0327BF,75,Disposition / Exit - Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Disposition / Exit - Unknown - California,DCL-20260527-005,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0093,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,2026-05-27 01:36:18,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$45.5M; $45.5M; $45.5 million,,$45.5M,,,,,,,,73,Useful Deal Signal,Pricing benchmark,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,100,DFP-30194271EF,75,Acquisition - Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Unknown - Sun Belt,DCL-20260527-006,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0058,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,2026-05-27 01:36:18,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Acquisition,BTR / Single-Family Rental,Apartment,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$83.6 million; $83.6 million,$83.6 million,$83.6 million,,,,,,,,73,Useful Deal Signal,Pricing benchmark,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Connect CRE California,https://www.connectcre.com/stories/hudson-valley-property-group-expands-california-presence-with-elk-grove-acquisition/,100,DFP-F25DBA9925,65,Acquisition - Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Acquisition - Unknown - California,DCL-20260527-007,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0087,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,2026-05-27 01:36:18,Entitlement / Permitting - Los Angeles - 17 apartments planned at 2217 S. Fox Hills Dr. in Century City,Entitlement / Permitting,Apartment,Affordable Housing,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,17 apartments,,,,,,,,,,entitlement,73,Useful Deal Signal,Entitlement / zoning watch,17 apartments planned at 2217 S. Fox Hills Dr. in Century City,Urbanize LA,https://la.urbanize.city/post/17-apartments-planned-2217-s-fox-hills-dr-century-city,100,DFP-11D7250843,65,Entitlement / Permitting - Entitlement / Permitting - Los Angeles - 17 apartments planned at 2217 S. Fox Hills Dr. in Century City,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260527-008,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0058,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,2026-05-27 01:36:18,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Entitlement / Permitting,Affordable Housing,Affordable Housing,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,301 apartments,,,,,,,,,,permitting,73,Useful Deal Signal,Entitlement / zoning watch,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,100,DFP-70688DBB3C,65,Entitlement / Permitting - Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Entitlement / Permitting - Unknown - California,DCL-20260527-009,1
2026-05-27,20260527-013618-38446781,PRJ-20260527-0058,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,2026-05-27 01:36:18,Refinancing - California - $46M Bridge Loan Refinances Newly Built Moreno Valley Apartments,Refinancing,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$46M; $46M; $46,$46M,,,,,,,,,73,Useful Deal Signal,Capital market signal,$46M Bridge Loan Refinances Newly Built Moreno Valley Apartments,Connect CRE,https://www.connectcre.com/stories/46m-bridge-loan-refinances-newly-built-moreno-valley-apartments/,100,DFP-EF7A51548D,65,Refinancing - Refinancing - California - $46M Bridge Loan Refinances Newly Built Moreno Valley Apartments,Refinancing - Unknown - California,DCL-20260527-010,1
