run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Apartment,30,26,13,25,87.0,Sun Belt,Developer Strategy,Wood Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Affordable Housing,13,9,4,11,85.3,Los Angeles,Developer Strategy,None detected,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Multifamily,20,7,8,13,71.0,Other / Unknown,Developer Strategy,Harbor Group International,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,BTR / Single-Family Rental,3,2,2,3,75.7,Other / Unknown,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Office-to-Residential Conversion,2,2,1,2,89.5,Sun Belt,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Student Housing,3,1,2,3,75.0,Texas,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Mixed-Use Residential,4,3,0,1,80.0,New York,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Senior Housing,1,1,0,1,85.0,California,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,General Residential,3,0,2,2,57.0,New York,Institutional Flow,Blackstone,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-05-28,20260528-230155-27f9735b,2026-05-28 23:01:55,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
