run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0057,Acquisition - California - Bascom Arizona Ventures Continues Acquisition Spree Acquires Off-Market Tucson Multifamily...,California,California,Affordable Housing,Unknown,2026-05-28,2026-05-28,61,7,Refinancing / Recapitalization; Refinancing / Recapitalization; Refinancing / Recapitalization; Refinancing / Recapitalization; Vertical Construction; Refinancing / Recapitalization; Unknown Stage; Unknown Stage,Refinancing / Recapitalization,86,68,0,61,35,5,0,Newly Detected,Medium Stall Risk,91,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0088,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Sun Belt,Miami,Apartment,Unknown,2026-05-28,2026-05-28,22,4,Refinancing / Recapitalization; Refinancing / Recapitalization; Site Acquisition / Site Control; Vertical Construction; Unknown Stage; Unknown Stage; Unknown Stage,Refinancing / Recapitalization,85,47,0,22,6,0,0,Persistent Same Stage,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0097,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,New York,Apartment,Unknown,2026-05-28,2026-05-28,25,7,Site Acquisition / Site Control; Site Acquisition / Site Control; Unknown Stage; Unknown Stage; Unknown Stage,Site Acquisition / Site Control,84,44,0,25,3,2,0,Newly Detected,Low Stall Risk,87,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0080,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,California,Los Angeles,Affordable Housing,Unknown,2026-05-28,2026-05-28,23,4,Refinancing / Recapitalization; Site Acquisition / Site Control; Vertical Construction; Early Site Signal; Site Acquisition / Site Control; Site Acquisition / Site Control; Unknown Stage; Site Acquisition / Site Control,Refinancing / Recapitalization,86,38,23,23,2,0,0,Newly Detected,Low Stall Risk,86,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0043,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Apartment,Wood Partners,2026-05-28,2026-05-28,5,5,Unknown Stage,Unknown Stage,87,31,0,0,0,0,0,Unknown,Low Stall Risk,86,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0092,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,New York,New York,General Residential,Blackstone,2026-05-28,2026-05-28,10,8,Unknown Stage,Unknown Stage,84,30,0,0,0,0,3,Unknown,Low Stall Risk,85,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0146,"JV / Partnership - Texas - LV Collective, Peninsula Break Ground on 922-Bed Student Housing Project in College Statio...",Texas,Texas,Student Housing,Unknown,2026-05-28,2026-05-28,8,6,Unknown Stage; Unknown Stage,Unknown Stage,78,34,0,0,0,0,0,Newly Detected,Low Stall Risk,84,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0045,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Sun Belt,Atlanta,Apartment,Unknown,2026-05-28,2026-05-28,23,5,Refinancing / Recapitalization; Unknown Stage; Unknown Stage; Unknown Stage; Site Acquisition / Site Control; Unknown Stage,Refinancing / Recapitalization,68,47,23,0,4,0,0,Persistent Same Stage,Low Stall Risk,82,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0123,Acquisition - Seattle - TMR Investments Acquires Multifamily Property VIVE Apartments in Seattle’s Ballard Neighbo...,Seattle,Seattle,Apartment,Unknown,2026-05-28,2026-05-28,6,6,Unknown Stage,Unknown Stage,63,27,0,0,0,0,0,Newly Detected,Low Stall Risk,78,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-28,20260528-230155-27f9735b,PRJ-20260528-0066,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Florida,Apartment,Unknown,2026-05-28,2026-05-28,10,7,Refinancing / Recapitalization; Unknown Stage,Refinancing / Recapitalization,72,55,0,0,7,1,0,Persistent Same Stage,Medium Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
