run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-09-12,20260912-005635-3eb9652a,Brookfield,Tier 1 / Immediate Strategic Importance,100,Mixed-Use Residential,Phoenix / Arizona,Site / Parcel Source Expansion,Other,acquisition; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,100,Track capital deployment and pricing signals
2026-09-12,20260912-005635-3eb9652a,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Other / Unknown,Site / Parcel Source Expansion,Other,acquisition; refinancing; operational technology / AI adoption,2,89,86.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-12,20260912-005635-3eb9652a,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; New York City / New York; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,99,93.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-12,20260912-005635-3eb9652a,WNC,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,capital raise; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,99,Review California / LA capital and developer activity
2026-09-12,20260912-005635-3eb9652a,Mack Real Estate Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,Seattle,Core Multifamily News,Other,refinancing; JV / partnership,1,98,98.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Medium,94,Map potential GP / JV relationship and monitor partnership activity
2026-09-12,20260912-005635-3eb9652a,Tishman Speyer,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; refinancing; operational technology / AI adoption,1,89,89.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,94,Review California / LA capital and developer activity
2026-09-12,20260912-005635-3eb9652a,Associated Bank,Tier 3 / Growth and Market Signal Watch,50,BTR / Single-Family Rental,Dallas / Texas,Site / Parcel Source Expansion,Other,BTR expansion; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,GP Capability Benchmark Signal,benchmark underwriting assumptions,Low,91,Monitor only
2026-09-12,20260912-005635-3eb9652a,Paul Bubny 141 Willoughby Residential,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York City / New York,Site / Parcel Source Expansion,Other,refinancing; office-to-residential conversion; capital raise; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,91,Track capital deployment and pricing signals
2026-09-12,20260912-005635-3eb9652a,Waterton,Tier 2 / Strategic Watch,75,Apartment,California,Site / Parcel Source Expansion,Other,acquisition,1,89,89.0,Capital Inflow,No Clear Relationship Signal,benchmark underwriting assumptions,High,91,Review California / LA capital and developer activity
2026-09-12,20260912-005635-3eb9652a,PCCP,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Seattle,Core Multifamily News,Other,acquisition; JV / partnership; operational technology / AI adoption,1,78,78.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Medium,87,Map potential GP / JV relationship and monitor partnership activity
