run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,California,Affordable Housing,16,15,8,92.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Los Angeles,Affordable Housing,12,11,5,90.6,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,National / Other,Apartment,37,23,10,74.4,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Texas,Multifamily,5,5,4,83.6,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Florida,Mixed-Use Residential,8,5,2,81.0,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,New York,Apartment,4,4,4,89.8,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Dallas,Multifamily,4,4,3,84.0,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Arizona,Mixed-Use Residential,4,3,1,78.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Phoenix,Mixed-Use Residential,4,3,1,78.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Southeast,Apartment,5,3,1,71.2,None detected,Rent Growth Signal,General market monitoring,Strategic Watch Market,Monitor only
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Seattle,Apartment,2,2,1,88.0,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-12,20260912-005635-3eb9652a,2026-09-12 00:56:35,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
