run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-031,Entitlement / Permitting,Other / Unknown,Apartment,Unknown,Unknown,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2025,in 2025,Immediate / 0-3 Months,78,High,Entitlement / Permitting; permitting,Shorter Apartment Construction Time in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/09/shorter-apartment-construction-time-in-2025/,"Track entitlement, zoning, permitting, and public-agency milestones",Weekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-003,Acquisition Window,California,Apartment,Marcus & Millichap,Unknown,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,No explicit timing reference,Unknown Timing,73,Medium,Acquisition Window,MMCC Arranges Financing for Orange Multifamily Acquisition,Connect CRE Orange County,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-012,Construction Completion / Delivery,California,Affordable Housing,Unknown,Unknown,General Project Signal - California - MidPen Housing Completes 50-Unit Jessie Street Terrace Affordable Housing Property in Sant...,No explicit timing reference,Unknown Timing,71,Medium,Construction Completion / Delivery; completed,MidPen Housing Completes 50-Unit Jessie Street Terrace Affordable Housing Property in Santa Cruz,REBusiness Online,https://rebusinessonline.com/midpen-housing-completes-50-unit-jessie-street-terrace-affordable-housing-property-in-santa-cruz/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-023,Refinancing / Maturity Window,National,Apartment,Unknown,Unknown,Refinancing - National - Gantry Secures $51M of CMBS Financing for Kansas City Value-Add Multifamily,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Gantry Secures $51M of CMBS Financing for Kansas City Value-Add Multifamily,Yield PRO,https://yieldpro.com/2026/09/mayfair-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-001,Acquisition Window,California,Apartment,Freddie Mac,Freddie Mac,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,No explicit timing reference,Unknown Timing,70,Medium,Acquisition Window,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Connect CRE Orange County,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-004,Acquisition Window,California,Apartment,Waterton,Unknown,Acquisition - California - Waterton Acquires 482-Unit Reserve at Chino Hills Apartments in California,No explicit timing reference,Unknown Timing,70,Medium,Acquisition Window,Waterton Acquires 482-Unit Reserve at Chino Hills Apartments in California,REBusiness Online,https://rebusinessonline.com/waterton-acquires-482-unit-reserve-at-chino-hills-apartments-in-california/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-033,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-034,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-006,Refinancing / Maturity Window,Seattle,Apartment,Mack Real Estate Group,Unknown,Refinancing - Seattle - Japanese Firm Orix Provides $55M Refi for 200-Unit Seattle Apartment Complex,No explicit timing reference,Unknown Timing,70,Medium,Refinancing / Maturity Window,Japanese Firm Orix Provides $55M Refi for 200-Unit Seattle Apartment Complex,Commercial Observer,https://commercialobserver.com/2026/09/orix-55m-refi-seattle-swell-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-12,20260912-005635-3eb9652a,TIM-20260912-005,Acquisition Window,New York City / New York,Apartment,Marcus & Millichap,Unknown,Acquisition - New York City / New York - Marcus & Millichap Brokers $5M Sale of Upper Manhattan Apartment Building,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Marcus & Millichap Brokers $5M Sale of Upper Manhattan Apartment Building,REBusiness Online,https://rebusinessonline.com/marcus-millichap-brokers-5m-sale-of-upper-manhattan-apartment-building/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
