run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Apartment,36,24,12,28,85.1,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Multifamily,18,5,4,9,68.4,Other / Unknown,Rent Growth / Demand,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Affordable Housing,5,5,1,5,99.4,Santa Monica / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,BTR / Single-Family Rental,2,2,2,2,96.0,Dallas / Texas,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Student Housing,2,2,2,2,89.0,Dallas / Texas,Institutional Flow,Marcus & Millichap,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Workforce Housing,1,1,1,1,100.0,Los Angeles / California,Financing Risk,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Mixed-Use Residential,12,9,5,10,80.4,Miami / Florida,Developer Strategy,Marcus & Millichap,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,General Residential,4,2,3,4,69.5,Los Angeles / California,Financing Risk,Berkadia,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Senior Housing,4,2,1,3,78.2,Other / Unknown,Financing Risk,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
