run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Hollywood,4,3,4,3,1,4,Workforce Housing,Entitlement Approval,Mixed-use corridor,Unknown,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Entitlement / Permitting - Los Angeles / California - Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood; Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing; Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood; Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,100,55,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,West Hollywood,3,3,4,3,1,4,Workforce Housing,Entitlement Approval,Mixed-use corridor,Unknown,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Entitlement / Permitting - Los Angeles / California - Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood; Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing; Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood; Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,100,55,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Santa Monica,2,2,2,2,1,3,Workforce Housing,Entitlement Approval,Mixed-use corridor,Unknown,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood; Entitlement / Permitting - Santa Monica / California - Housing unwrapped at 11261 Santa Monica Boulevard; Housing unwrapped at 11261 Santa Monica Boulevard; Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,100,48,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Los Angeles,8,2,3,1,1,2,Apartment,CEQA / Environmental Review,Mixed-use corridor,Unknown,Building Permits Issued For West Oakland BART Affordable Housing; Construction begins for affordable housing at former MacLaren Hall site in El Monte; Disposition / Exit - Los Angeles / California - Interra Realty Brokers $19.2M Sale of Loft Apartment Building in Chicago’s River North Nei...; Dwight Refis L.A.-Area Apartments With $62M Loan; Housing unwrapped at 11261 Santa Monica Boulevard,97,59,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Anaheim,1,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; Tishman Speyer Acquires 376-Unit Anaheim Rental Community,72,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Riverside,1,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - Riverside / California - What multifamily firms bought and sold this summer; What multifamily firms bought and sold this summer,68,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,California,0,4,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - California - Colliers Team Closes Sale of 107-Unit Central Valley Apartments; Disposition / Exit - California - Marcus & Millichap Closes Sale of Bay Area Assisted Living; General Project Signal - California - WNC Closes on 23rd California-Focused Affordable Housing Fund; JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,32,20,No,Monitor only,Monitor only,Low
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Burbank,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,"Sunset Boulevard bus lanes, Kroenke buys Angels, and more",12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Culver City,1,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Dwight Refis L.A.-Area Apartments With $62M Loan,12,30,No,Monitor only,Monitor only,Low
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Orange County,3,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex; Tishman Speyer Acquires 376-Unit Anaheim Rental Community; WNC Closes on 23rd California-Focused Affordable Housing Fund,12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Pasadena,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,"Sunset Boulevard bus lanes, Kroenke buys Angels, and more",12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
