run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,California,Apartment,17,16,7,91.6,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Los Angeles,Apartment,12,11,8,93.3,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,National / Other,Multifamily,32,19,8,76.2,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Texas,Multifamily,9,9,5,85.4,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Florida,Apartment,10,6,3,79.4,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Dallas,BTR / Single-Family Rental,5,5,3,86.4,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Southeast,Apartment,8,5,2,74.6,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,New York,Mixed-Use Residential,5,4,4,82.2,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Arizona,Mixed-Use Residential,3,3,2,87.7,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Phoenix,Mixed-Use Residential,2,2,1,89.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-10,20260910-005336-a6651f40,2026-09-10 00:53:36,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
