run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-09-10,20260910-005336-a6651f40,LAW-20260910-002,Los Angeles,Building Permits Issued For West Oakland BART Affordable Housing,,Affordable Housing,Building Permit / Construction Permit,Permitted,30,55,52,General LA / California monitoring,Watch affordable housing requirement,Monitor construction-ready pipeline and sponsor execution,Building Permits Issued For West Oakland BART Affordable Housing,https://sfyimby.com/2026/09/building-permits-issued-for-west-oakland-bart-affordable-housing.html,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-003,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-005,Los Angeles,Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood,,Apartment,Planning Approval,Under Review,28,30,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood,https://la.urbanize.city/post/infill-housing-coming-1030-n-sierra-bonita-ave-west-hollywood,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-006,Los Angeles / California,Entitlement / Permitting - Los Angeles / California - Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Infill housing coming to 1030 N. Sierra Bonita Ave. in West Hollywood,https://la.urbanize.city/post/infill-housing-coming-1030-n-sierra-bonita-ave-west-hollywood,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-007,Los Angeles / California,"Entitlement / Permitting - Los Angeles / California - Sunset Boulevard bus lanes, Kroenke buys Angels, and more",Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","Sunset Boulevard bus lanes, Kroenke buys Angels, and more",https://la.urbanize.city/post/sunset-boulevard-bus-lanes-kroenke-buys-angels-and-more,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-009,Santa Monica,Entitlement / Permitting - Santa Monica / California - Housing unwrapped at 11261 Santa Monica Boulevard,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Housing unwrapped at 11261 Santa Monica Boulevard,https://la.urbanize.city/post/housing-unwrapped-11261-santa-monica-boulevard,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-008,Los Angeles,"Zoning Adjustment Board Meeting Tomorrow For 2955 Shattuck Avenue, Berkeley",,Apartment,Zoning / Rezoning,Early Planning,20,30,40,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent","Zoning Adjustment Board Meeting Tomorrow For 2955 Shattuck Avenue, Berkeley",https://sfyimby.com/2026/09/zoning-adjustment-board-meeting-tomorrow-for-2955-shattuck-avenue-berkeley.html,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-001,Los Angeles,Metro scores $150M in federal funding for Vermont BRT Line,Unknown,General Residential,CEQA / Environmental Review,Under Review,65,20,38,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Metro scores $150M in federal funding for Vermont BRT Line,https://la.urbanize.city/post/metro-scores-150m-federal-funding-vermont-brt-line,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-004,Los Angeles,Office-to-Residential Conversion - Los Angeles / California - Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing,Unknown,General Residential,Office-to-Residential Conversion,Unknown Stage,28,32,33,Low relevance,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Ian Schrager’s West Hollywood Hotel Redevelopment Scores $116M Bridge Financing,https://www.connectcre.com/stories/ian-schragers-west-hollywood-hotel-redevelopment-scores-116m-bridge-financing/,Low
2026-09-10,20260910-005336-a6651f40,LAW-20260910-010,Santa Monica,Construction Financing - Los Angeles / California - Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,Unknown,Workforce Housing,Entitlement Approval,Unknown Stage,28,20,29,Low relevance,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Mixed-use building starts to rise at 8025 Santa Monica Blvd. in West Hollywood,https://la.urbanize.city/post/mixed-use-building-starts-rise-8025-santa-monica-blvd-west-hollywood,Low
