run_date,run_id,watchlist_category,item_name,market,residential_sector,gp_or_developer,score,priority_label,status_or_stage,signal_quality_label,recommended_follow_up,source_report
2026-08-31,20260831-010729-937da5a9,LA Assets,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Los Angeles,Affordable Housing,Greystone,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,Refinancing - Los Angeles / California - Bascom Refinances Historic Apartments in Los Angeles Westlake District,Los Angeles,Apartment,Bascom Group,100,High relevance to Woomi site strategy,Delivered / Lease-Up,,"Track lender, maturity, owner, and recapitalization path",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,Los Angeles,Apartment,Bascom Group,100,High relevance to Woomi site strategy,Delivered / Lease-Up,,"Track lender, maturity, owner, and recapitalization path",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,Development Start - Los Angeles / California - Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights,Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Unknown,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,Entitlement / Permitting - Los Angeles / California - Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Los Angeles,Affordable Housing,Unknown,100,High relevance to Woomi site strategy,Unknown,,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,Acquisition - California - Vivmark Merger Triggers $742M in Bay Area Apartment Acquisitions,Los Angeles,Apartment,AvalonBay,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,Los Angeles,Apartment,IPA,100,High relevance to Woomi site strategy,Unknown,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",Los Angeles,Senior Housing,Alliance Residential,100,High relevance to Woomi site strategy,Delivered / Lease-Up,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,"JV / Partnership - California - Rockpoint, Holland Partner Group to Develop 311-Unit Multifamily Project in San Jose, Cali...",Los Angeles,Apartment,Holland Partner Group,100,High relevance to Woomi site strategy,Site Search / Early Signal,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,LA Assets,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,Los Angeles,Apartment,Affinius Capital,100,High relevance to Woomi site strategy,Under Construction,,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Stable,,Stable capital pattern,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Affinius Capital,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Stable,,Stable capital pattern,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Alliance Residential,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Arcus Real Estate Capital,Other / Unknown,BTR / Single-Family Rental,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Arizona,Other / Unknown,Apartment,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Atlanta / Georgia,Other / Unknown,Student Housing,Unknown,100,Refinancing Stress Watch,Fading,,Capital flow fading,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Atlanta / Georgia,Other / Unknown,BTR / Single-Family Rental,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Atlanta / Georgia,Other / Unknown,Apartment,Unknown,100,Refinancing Stress Watch,Stable,,Stable capital pattern,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Atlanta / Georgia,Other / Unknown,Mixed-Use Residential,Unknown,100,No Clear Stress,Fading,,Capital flow fading,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,Capital Flow,Atlanta / Georgia,Other / Unknown,Multifamily,Unknown,100,Refinancing Stress Watch,Fading,,Capital flow fading,capital_flow_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,"JV / Partnership - California - Rockpoint, Holland Partner Group to Develop 311-Unit Multifamily Project in San Jose, Cali...",California,Apartment,Holland Partner Group,97,Priority Asset Watch,Site Acquisition / Site Control,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",California,Senior Housing,Alliance Residential,97,Priority Asset Watch,Delivery / Opening,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,Refinancing - Los Angeles / California - Bascom Refinances Historic Apartments in Los Angeles Westlake District,California,Apartment,Bascom Group,95,Priority Asset Watch,Delivery / Opening,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,Disposition / Exit - Atlanta / Georgia - Cortland Sells West Palm Rental at Discount for $208M,Unknown,Apartment,Fairfield Residential,95,Priority Asset Watch,Site Acquisition / Site Control,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-08-31,20260831-010729-937da5a9,Opportunities,Refinancing Gap,California,Affordable Housing,Greystone,95,Immediate Opportunity Watch,Refinancing Gap,,Add to executive opportunity review,opportunity_radar_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,Disposition / Exit - Miami / Florida - Cortland Offloads 812 West Palm Beach Apartment Units for $208M,Unknown,Apartment,Fairfield Residential,94,Priority Asset Watch,Site Acquisition / Site Control,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,California,Apartment,Affinius Capital,94,Priority Asset Watch,Vertical Construction,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-08-31,20260831-010729-937da5a9,Opportunities,Acquisition Opportunity,California,Apartment,AvalonBay,94,Immediate Opportunity Watch,Acquisition Opportunity,,Add to executive opportunity review,opportunity_radar_report.md
2026-08-31,20260831-010729-937da5a9,Source Activation,Commercial Observer,Other / Unknown,General Residential,Unknown,94,Production Source,Working,,Working,source_activation_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,California,Affordable Housing,Greystone,93,Priority Asset Watch,Refinancing / Recapitalization,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
2026-08-31,20260831-010729-937da5a9,High Confidence Signals,Acquisition - Dallas / Texas - Marcus & Millichap Brokers Sale of 316-Unit Apartment Complex in Fort Worth,Unknown,Apartment,Marcus & Millichap,92,Priority Asset Watch,Unknown Stage,Strong Institutional Signal,Review immediately,high_confidence_watchlist_report.md
