run_date,run_id,la_lifecycle_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,current_lifecycle_stage,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,potential_woomi_site_strategy,recommended_local_follow_up,evidence_signals,source_article_title,url,confidence_level
2026-08-20,20260820-232537-95718671,LALC-20260820-001,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,Fannie Mae,Apartment,Unknown Stage,22,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,High
2026-08-20,20260820-232537-95718671,LALC-20260820-002,Disposition / Exit - San Francisco / California - JLL Closes $62.7M Sale and $38.833M Financing for Fort Collins Apartment Complex,California,JLL,Apartment,Unknown Stage,21,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,JLL Closes $62.7M Sale and $38.833M Financing for Fort Collins Apartment Complex,https://yieldpro.com/2026/08/seasons-at-horsetooth-crossing/,High
2026-08-20,20260820-232537-95718671,LALC-20260820-003,"PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",Los Angeles,PCCP,Apartment,Site Acquisition / Site Control,12,100,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",https://www.connectcre.com/stories/pccp-rpm-pick-up-358-unit-arlington-multifamily-community/,High
2026-08-20,20260820-232537-95718671,LALC-20260820-004,"Acquisition - Other / Unknown - IPA Arranges $47.5M Sale of Cascadia Fairwood Landing Apartments in Renton, Washington",Los Angeles,IPA,Apartment,Site Acquisition / Site Control,9,98,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,"IPA Arranges $47.5M Sale of Cascadia Fairwood Landing Apartments in Renton, Washington",https://rebusinessonline.com/ipa-arranges-47-5m-sale-of-cascadia-fairwood-landing-apartments-in-renton-washington/,High
2026-08-20,20260820-232537-95718671,LALC-20260820-005,Acquisition - San Francisco / California - Potrero Hill Apartments Fetch One of San Francisco’s Highest Per-Unit Prices,California,Wood Partners,Apartment,Unknown Stage,21,97,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Potrero Hill Apartments Fetch One of San Francisco’s Highest Per-Unit Prices,https://www.connectcre.com/stories/potrero-hill-apartments-fetch-one-of-san-franciscos-highest-per-unit-prices/,High
2026-08-20,20260820-232537-95718671,LALC-20260820-006,General Project Signal - Los Angeles / California - Jaime Lee Joins Kennedy Wilson After Two Decades at L.A. Powerhouse Jamison,Los Angeles,Kennedy Wilson,Multifamily,Unknown Stage,20,96,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Jaime Lee Joins Kennedy Wilson After Two Decades at L.A. Powerhouse Jamison,https://commercialobserver.com/2026/08/jaime-lee-kennedy-wilson-jamison/,High
2026-08-20,20260820-232537-95718671,LALC-20260820-007,"JV / Partnership - Dallas / Texas - PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",Los Angeles,PCCP,Apartment,Unknown Stage,20,94,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",https://www.connectcre.com/stories/pccp-rpm-pick-up-358-unit-arlington-multifamily-community/,High
2026-08-20,20260820-232537-95718671,LALC-20260820-008,Entitlement / Permitting - Los Angeles / California - 39 apartments approved at 10535 W. Missouri Ave. in West L.A.,Los Angeles,Unknown,Mixed-Use Residential,Entitled / Approved,24,90,Unknown Timing,Low,Low,Monitor permit issuance,"Monitor permit status, financing, and construction-start readiness",Entitled / Approved; Entitlement Play; No explicit timing reference,39 apartments approved at 10535 W. Missouri Ave. in West L.A.,https://la.urbanize.city/post/39-apartments-approved-10535-w-missouri-ave-west-la,High
2026-08-20,20260820-232537-95718671,LALC-20260820-009,338-unit affordable housing development underway in Tustin,California,,Senior Housing,Vertical Construction,12,90,Unknown Timing,Low,Low,Monitor only,Track construction progress and delivery timeline,Vertical Construction; Construction started; Affordable / Density Bonus Strategy; this month,338-unit affordable housing development underway in Tustin,https://la.urbanize.city/post/338-unit-affordable-housing-development-underway-tustin,High
2026-08-20,20260820-232537-95718671,LALC-20260820-010,General Project Signal - Other / Unknown - BGO Acquires Savanna at Reed’s Crossing for Portland Oregon for $160M,Los Angeles,Holland Partner Group,Multifamily,Site Acquisition / Site Control,8,89,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,BGO Acquires Savanna at Reed’s Crossing for Portland Oregon for $160M,https://yieldpro.com/2026/08/savanna-at-reeds-crossing/,High
