run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary,confidence_reason
2026-08-20,20260820-232537-95718671,SQ-20260820-005,PRJ-20260820-0080,"JV / Partnership - Dallas / Texas - PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",Unknown,Dallas,PCCP,Apartment,95,100,85,95,100,95,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,7,Consistent,Confirmed,Immediate strategic review,"5 source file(s), 7 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-010,PRJ-20260820-0133,JV / Partnership - New York - CBRE Arranges $9.5M Sale of Transit-Adjacent Multifamily Apartment Development Site in Yon...,New York,New York,CBRE,Apartment,95,100,95,75,95,92,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,20,Consistent,Confirmed,Immediate strategic review,"7 source file(s), 20 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-001,PRJ-20260820-0074,Disposition / Exit - San Francisco / California - JLL Closes $62.7M Sale and $38.833M Financing for Fort Collins Apartment Complex,Unknown,Colorado,JLL,Apartment,95,100,95,60,100,91,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,8,14,Needs Review,Confirmed,Immediate strategic review,"8 source file(s), 14 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-003,PRJ-20260820-0065,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,California,Fannie Mae,Apartment,95,100,95,60,100,91,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,9,11,Needs Review,Confirmed,Immediate strategic review,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-007,PRJ-20260820-0110,Entitlement / Permitting - Los Angeles / California - Senior affordable housing rising at 19300 Sherman Way in Reseda,Los Angeles / California,Los Angeles,Unknown,Mixed-Use Residential,95,100,60,95,99,89,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,15,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 15 observation(s), latest stage Vertical Construction, identity confidence 80",multi-source confirmation; persistent observations; limited specificity
2026-08-20,20260820-232537-95718671,SQ-20260820-012,PRJ-20260820-0136,Office-to-Residential Conversion - New York - Walker & Dunlop Arranges Financing for Stamford Residential Conversion,New York,New York,Walker & Dunlop,Apartment,95,100,95,60,91,89,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,8,10,Needs Review,Confirmed,Immediate strategic review,"8 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-015,PRJ-20260820-0063,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,95,100,95,60,88,89,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,9,10,Needs Review,Confirmed,Immediate strategic review,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-016,PRJ-20260820-0069,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,95,100,95,60,88,89,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,9,10,Needs Review,Confirmed,Immediate strategic review,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-002,PRJ-20260820-0070,Acquisition - San Francisco / California - Potrero Hill Apartments Fetch One of San Francisco’s Highest Per-Unit Prices,California,California,Wood Partners,Apartment,95,100,85,60,100,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,6,6,Needs Review,Confirmed,Immediate strategic review,"6 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-004,PRJ-20260820-0071,General Project Signal - California - State announces $236M in bond financing for La Brea Tar Pits revamp,California,California,Unknown,Senior Housing,95,100,70,75,100,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,6,18,Consistent,Confirmed,Immediate strategic review,"6 source file(s), 18 observation(s), latest stage Vertical Construction, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-006,PRJ-20260820-0105,General Project Signal - Los Angeles / California - Jaime Lee Joins Kennedy Wilson After Two Decades at L.A. Powerhouse Jamison,California,Los Angeles,Kennedy Wilson,Multifamily,95,100,85,60,99,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,6,6,Needs Review,Confirmed,Immediate strategic review,"6 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-019,PRJ-20260820-0091,Refinancing - Kentucky - PGIM Loans $83M to Refi 325-Unit New Jersey Apartment Complex,Unknown,Ky.,Greystone,Apartment,95,92,95,75,80,88,Institutional Grade,Strong Institutional Signal,Very Low,Fading,4,4,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",multi-source confirmation; some recurrence; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-028,PRJ-20260820-0180,"General Project Signal - Texas - Core Spaces Breaks Ground on 2,201-Bed Student Housing Project Near Texas A&M University",Texas,Texas,Unknown,Student Housing,95,100,70,75,84,85,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,6,9,Consistent,Confirmed,Immediate strategic review,"6 source file(s), 9 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-018,PRJ-20260820-0162,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Unknown,Phoenix,Berkadia,Apartment,95,92,95,60,80,85,Institutional Grade,Strong Institutional Signal,Very Low,Likely Noise,4,4,Needs Review,Confirmed,Immediate strategic review,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; some recurrence; specific project / sponsor / location clues
2026-08-20,20260820-232537-95718671,SQ-20260820-022,PRJ-20260820-0129,"Construction Financing - New York City / New York - Dwight Mortgage Trust Provides $55M Construction Loan for Multifamily Project in Kaser, Ne...",Unknown,New York City,Dwight Mortgage Trust,Multifamily,95,92,85,75,78,85,Institutional Grade,Strong Institutional Signal,Very Low,Fading,4,4,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",multi-source confirmation; some recurrence; specific project / sponsor / location clues
