run_date,run_id,card_id,card_type,card_title,card_priority,card_score,market,residential_sector,gp_or_developer,summary,why_it_matters,recommended_action,source_report,source_url_if_available
2026-08-20,20260820-232537-95718671,CARD-20260820-016,LA Asset Watch,39 apartments approved at 10535 W. Missouri Ave. in West L.A.,Critical,100,Los Angeles,Mixed-Use Residential,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/39-apartments-approved-10535-w-missouri-ave-west-la
2026-08-20,20260820-232537-95718671,CARD-20260820-035,Capital Flow,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Critical,100,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Apartment,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Stable,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-08-20,20260820-232537-95718671,CARD-20260820-036,Capital Flow,Alliance Residential,Critical,100,Alliance Residential,Apartment,Alliance Residential,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-08-20,20260820-232537-95718671,CARD-20260820-037,Capital Flow,Arcus Real Estate Capital,Critical,100,Arcus Real Estate Capital,BTR / Single-Family Rental,Arcus Real Estate Capital,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-08-20,20260820-232537-95718671,CARD-20260820-020,LA Asset Watch,Development Start - California - 338-unit affordable housing development underway in Tustin,Critical,100,Los Angeles,Senior Housing,Unknown,Benchmark density bonus use,LA / Southern California project-level watch item.,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md,https://la.urbanize.city/post/338-unit-affordable-housing-development-underway-tustin
2026-08-20,20260820-232537-95718671,CARD-20260820-017,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - 39 apartments approved at 10535 W. Missouri Ave. in West L.A.,Critical,100,Los Angeles,Mixed-Use Residential,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/39-apartments-approved-10535-w-missouri-ave-west-la
2026-08-20,20260820-232537-95718671,CARD-20260820-018,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - Senior affordable housing rising at 19300 Sherman Way in Reseda,Critical,100,Los Angeles,Senior Housing,Unknown,Benchmark density bonus use,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/senior-affordable-housing-rising-19300-sherman-way-reseda
2026-08-20,20260820-232537-95718671,CARD-20260820-019,LA Asset Watch,General Project Signal - Los Angeles / California - Affordable housing project moves forward at 3401 Cerritos Ave. in Long Beach,Critical,100,Los Angeles,Affordable Housing,Unknown,Benchmark density bonus use,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/affordable-housing-project-moves-forward-3401-cerritos-ave-long-beach
2026-08-20,20260820-232537-95718671,CARD-20260820-001,Signal Quality,"JV / Partnership - Dallas / Texas - PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",Critical,95,Unknown,Apartment,PCCP,"5 source file(s), 7 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-08-20,20260820-232537-95718671,CARD-20260820-002,Signal Quality,JV / Partnership - New York - CBRE Arranges $9.5M Sale of Transit-Adjacent Multifamily Apartment Development Site in Yon...,Critical,92,New York,Apartment,CBRE,"7 source file(s), 20 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-08-20,20260820-232537-95718671,CARD-20260820-006,Opportunity,JV / Partnership Gap,Critical,92,California,Apartment,Fannie Mae,"JV / Partnership Gap may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/
2026-08-20,20260820-232537-95718671,CARD-20260820-003,Signal Quality,Disposition / Exit - San Francisco / California - JLL Closes $62.7M Sale and $38.833M Financing for Fort Collins Apartment Complex,Critical,91,Unknown,Apartment,JLL,"8 source file(s), 14 observation(s), latest stage Unknown Stage, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-08-20,20260820-232537-95718671,CARD-20260820-004,Signal Quality,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Critical,91,California,Apartment,Fannie Mae,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
