run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Apartment,44,27,22,37,84.5,Other / Unknown,Institutional Flow,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Multifamily,18,5,4,11,68.8,Other / Unknown,Developer Strategy,Lincoln Property Company,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Affordable Housing,5,5,4,5,97.0,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Student Housing,3,2,2,3,92.3,Other / Unknown,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Office-to-Residential Conversion,1,1,1,1,75.0,Other / Unknown,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,BTR / Single-Family Rental,1,1,0,1,85.0,Phoenix / Arizona,Supply Pressure,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Mixed-Use Residential,6,5,4,5,86.5,Los Angeles / California,Developer Strategy,IPA,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Senior Housing,3,2,2,2,84.3,California,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,General Residential,5,1,5,5,58.8,Los Angeles / California,Financing Risk,Berkadia,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
