run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Los Angeles,14,7,7,4,0,2,General Residential,Entitlement Approval,Downtown infill,Unknown,338-unit affordable housing development underway in Tustin; 39 apartments approved at 10535 W. Missouri Ave. in West L.A.; Affordable housing project moves forward at 3401 Cerritos Ave. in Long Beach; Affordable housing takes shape at 17100 Victory Blvd. in Lake Balboa; Buyers seek financial incentives to complete Oceanwide Plaza hotel,100,55,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Costa Mesa,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Long Beach,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Affordable housing project moves forward at 3401 Cerritos Ave. in Long Beach; General Project Signal - Los Angeles / California - Affordable housing project moves forward at 3401 Cerritos Ave. in Long Beach,55,30,No,Long Beach mixed-use residential watch,Review potential acquisition pipeline,Medium
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,California,0,5,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal; Acquisition - San Francisco / California - Potrero Hill Apartments Fetch One of San Francisco’s Highest Per-Unit Prices; Development Start - California - 338-unit affordable housing development underway in Tustin; General Project Signal - California - Michaels Organization Set to Break Ground in Davis; JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,40,20,No,Monitor only,Monitor only,Low
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Downtown Los Angeles,2,0,0,0,0,0,Apartment,General Entitlement Signal,Downtown infill,Unknown,Buyers seek financial incentives to complete Oceanwide Plaza hotel; L.A. County Investment Sales Jump 28% in July Thanks to Multifamily,12,30,No,DTLA adaptive reuse watch,Monitor only,Low
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Hollywood,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Affordable housing project moves forward at 3401 Cerritos Ave. in Long Beach,12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Irvine,1,0,0,0,0,0,Senior Housing,General Entitlement Signal,General submarket monitoring,Unknown,338-unit affordable housing development underway in Tustin,12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Orange County,4,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Bascom Acquires Buena Park Apartments as Value-Add Deal; Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Milhaus Merges with SRG Residential, Will Acquire Broadshore Capital; Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,Santa Monica,1,0,0,0,0,0,Mixed-Use Residential,General Entitlement Signal,General submarket monitoring,Unknown,39 apartments approved at 10535 W. Missouri Ave. in West L.A.,12,30,No,Monitor only,Monitor only,Low
2026-08-20,20260820-232537-95718671,2026-08-20 23:25:37,West Hollywood,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Affordable housing project moves forward at 3401 Cerritos Ave. in Long Beach,12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
