run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-58512B7B74,DCL-20260922-017,90,Acquisition - Los Angeles / California - CBRE Arranges Valencia Office Sale for Harbor Associates,Acquisition - Acquisition - Los Angeles / California - CBRE Arranges Valencia Office Sale for Harbor Associates,Acquisition - CBRE - Los Angeles,Acquisition,Los Angeles / California,General Residential,CBRE,CBRE,,$32; $32,,1,1,1,Connect CRE California,CBRE Arranges Valencia Office Sale for Harbor Associates,Los Angeles / California,71
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-0CB231E0AB,DCL-20260922-011,90,Acquisition - Texas - Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlak...,Acquisition - Acquisition - Texas - Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlak...,Acquisition - Fannie Mae - Texas,Acquisition,Texas,Multifamily,Fannie Mae,Fannie Mae,,$53.9M; $53.9 million; $53.9m,$53.9M,1,1,1,Yield PRO,Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlake Texas,Texas,79
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-7BF2FDE2D0,DCL-20260922-002,90,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Acquisition - Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Acquisition - Freddie Mac - California,Acquisition,California,Apartment,Freddie Mac,Freddie Mac,,$88 million,$88 million,1,1,1,Connect CRE Orange County,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,89
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-13FAEC6B2E,DCL-20260922-003,90,Acquisition - Los Angeles / California - Decron Pays $114M for Miracle Mile Apartments,Acquisition - Acquisition - Los Angeles / California - Decron Pays $114M for Miracle Mile Apartments,Acquisition - GID - Los Angeles,Acquisition,Los Angeles / California,Apartment,GID,JLL,,$114M; $114M; $114 million,,1,1,1,Connect CRE Apartments,Decron Pays $114M for Miracle Mile Apartments,Los Angeles / California,85
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-8316C3FE88,DCL-20260922-005,90,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Construction Financing - Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Construction Financing - Berkadia - Berkadia - Sun Belt,Construction Financing,Miami / Florida,Apartment,Berkadia,Berkadia,,$58M; $58M; $58 million,$58M,1,1,1,Connect CRE South Florida,Development Group Inks $58M Construction Loan for Coconut Grove Condos,Miami / Florida,85
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-9A6A6EF133,DCL-20260922-014,90,"General Project Signal - Atlanta / Georgia - Crescent Communities Opens 300-Unit Multifamily Community in Douglasville, Georgia","General Project Signal - General Project Signal - Atlanta / Georgia - Crescent Communities Opens 300-Unit Multifamily Community in Douglasville, Georgia",General Project Signal - Crescent Communities - Los Angeles,General Project Signal,Atlanta / Georgia,Mixed-Use Residential,Crescent Communities,Unknown,300 apartments,$1,,1,1,1,REBusiness Online,"Crescent Communities Opens 300-Unit Multifamily Community in Douglasville, Georgia",Atlanta / Georgia,74
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-ACF42C8DC7,DCL-20260922-001,90,"JV / Partnership - California - Affinius Capital, Alliance Residential Dispose of 545-Unit Seniors Housing Portfolio in No...","JV / Partnership - JV / Partnership - California - Affinius Capital, Alliance Residential Dispose of 545-Unit Seniors Housing Portfolio in No...",JV / Partnership - Alliance Residential - California,JV / Partnership,California,Senior Housing,Alliance Residential,JLL,545 units,,,1,1,1,REBusiness Online,"Affinius Capital, Alliance Residential Dispose of 545-Unit Seniors Housing Portfolio in Northern California",California,91
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-2A9A34D44D,DCL-20260922-006,90,JV / Partnership - Dallas / Texas - KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,JV / Partnership - JV / Partnership - Dallas / Texas - KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,JV / Partnership - Walker & Dunlop - Los Angeles,JV / Partnership,Dallas / Texas,Senior Housing,Walker & Dunlop,walker & dunlop,,$78.45 million; $30 million; $78.45 million,$78.45 million,1,1,1,Connect CRE Apartments,KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,Dallas / Texas,85
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-9F93C50581,DCL-20260922-007,90,Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,Refinancing - Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,Refinancing - Berkadia - Berkadia - Sun Belt,Refinancing,Miami / Florida,Apartment,Berkadia,Berkadia,,$38.5M; $38.5M; $38.55 million,$38.5M,1,1,1,Connect CRE South Florida,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,Miami / Florida,85
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,DFP-6D3E9C9761,DCL-20260922-021,90,Refinancing - Miami / Florida - RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,Refinancing - Refinancing - Miami / Florida - RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,Refinancing - Berkadia - Berkadia - Sun Belt,Refinancing,Miami / Florida,General Residential,Berkadia,Berkadia,,$114.3M; $114.3M; $114.3 ,$114.3M,1,1,1,Connect CRE South Florida,RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,Miami / Florida,71
