run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Apartment,39,23,14,29,83.8,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Affordable Housing,8,8,3,7,94.2,Other / Unknown,Developer Strategy,Walker & Dunlop,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Multifamily,19,5,5,10,65.6,Other / Unknown,Institutional Flow,Fannie Mae,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Office-to-Residential Conversion,2,2,2,2,100.0,Other / Unknown,Financing Risk,JLL,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Student Housing,2,2,1,2,77.0,Miami / Florida,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Mixed-Use Residential,6,3,2,5,79.8,Phoenix / Arizona,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Senior Housing,3,3,2,3,93.0,Dallas / Texas,Institutional Flow,Alliance Residential,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,General Residential,2,0,2,2,60.0,Los Angeles / California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
