run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,California,Apartment,23,21,15,88.8,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Los Angeles,Apartment,12,10,8,82.6,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,National / Other,Apartment,33,18,6,72.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Texas,Apartment,7,6,4,87.4,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Florida,Apartment,8,6,4,81.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Southeast,Apartment,7,5,2,74.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Dallas,Apartment,3,3,1,93.7,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Arizona,Apartment,4,3,1,81.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Phoenix,Apartment,4,3,1,81.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,New York,Affordable Housing,2,2,2,96.5,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Austin,Multifamily,1,0,0,66.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-09-22,20260922-012817-1faedc88,2026-09-22 01:28:17,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
