run_date,run_id,la_transition_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,previous_stage,current_stage,transition_type,progression_score,stall_risk_score,execution_momentum_label,la_entry_timing_signal,potential_woomi_site_strategy,recommended_local_follow_up,evidence_article_title,url,confidence_level
2026-09-22,20260922-012817-1faedc88,LAT-20260922-001,Development Start - Dallas / Texas - Endura Starts Work on 324-Unit Boerne Apartment Community,Los Angeles,Unknown,Apartment,Vertical Construction,Vertical Construction,Same Stage Persistence,78,12,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,Endura Starts Work on 324-Unit Boerne Apartment Community,https://www.connectcre.com/stories/endura-starts-work-on-324-unit-boerne-apartment-community/,High
2026-09-22,20260922-012817-1faedc88,LAT-20260922-002,Refinancing - Miami / Florida - RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,Los Angeles,Berkadia,General Residential,No Previous Record,Delivery / Opening,Newly Detected Project,75,26,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,https://www.connectcre.com/stories/rivani-lands-114-3m-refi-on-miami-beach-office-retail-project/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-003,Acquisition - Los Angeles / California - Iconic Hollywood Florida Building Site Approved for Development of Multifamily Apartment U...,Los Angeles,Bridge Investment Group,Apartment,No Previous Record,Delivery / Opening,Newly Detected Project,75,11,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Iconic Hollywood Florida Building Site Approved for Development of Multifamily Apartment Units,https://yieldpro.com/2026/09/hollywood-bread-building/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-004,"General Project Signal - Atlanta / Georgia - Crescent Communities Opens 300-Unit Multifamily Community in Douglasville, Georgia",Los Angeles,Crescent Communities,Mixed-Use Residential,No Previous Record,Delivery / Opening,Newly Detected Project,75,11,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark","Crescent Communities Opens 300-Unit Multifamily Community in Douglasville, Georgia",https://rebusinessonline.com/crescent-communities-opens-300-unit-multifamily-community-in-douglasville-georgia/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-005,Iconic Hollywood Florida Building Site Approved for Development of Multifamily Apartment Units,Los Angeles,Bridge Investment Group,Apartment,No Previous Record,Delivery / Opening,Newly Detected Project,73,11,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Iconic Hollywood Florida Building Site Approved for Development of Multifamily Apartment Units,https://yieldpro.com/2026/09/hollywood-bread-building/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-006,"Acquisition - San Francisco / California - Tesseract Capital Sells Apartment Property in Modesto, California for $26.6M",California,Unknown,Apartment,No Previous Record,Delivery / Opening,Newly Detected Project,72,12,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark","Tesseract Capital Sells Apartment Property in Modesto, California for $26.6M",https://rebusinessonline.com/tesseract-capital-sells-apartment-property-in-modesto-california-for-26-6m/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-007,Endura Starts Work on 324-Unit Boerne Apartment Community,Los Angeles,,Apartment,Vertical Construction,Vertical Construction,Same Stage Persistence,70,11,Stable,Construction start watch,Monitor only,Monitor for another run to confirm lifecycle direction,Endura Starts Work on 324-Unit Boerne Apartment Community,https://www.connectcre.com/stories/endura-starts-work-on-324-unit-boerne-apartment-community/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-008,"Entitlement / Permitting - San Francisco / California - New Building Permits For 249 Pennsylvania Avenue, San Francisco",California,Unknown,Affordable Housing,Building Permit / Construction Permit,Building Permit / Construction Permit,Same Stage Persistence,65,13,Stable,Permit issuance watch,Monitor permit-to-start conversion,Monitor for another run to confirm lifecycle direction,"New Building Permits For 249 Pennsylvania Avenue, San Francisco",https://sfyimby.com/2026/09/new-building-permits-for-249-pennsylvania-avenue-san-francisco.html,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-009,65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,Los Angeles,,Apartment,Building Permit / Construction Permit,Building Permit / Construction Permit,Same Stage Persistence,57,11,Stable,Permit issuance watch,Monitor permit-to-start conversion,Monitor for another run to confirm lifecycle direction,65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,https://la.urbanize.city/post/65-apartments-underway-5909-s-crenshaw-blvd-hyde-park,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-010,"New Building Permits For 249 Pennsylvania Avenue, San Francisco",California,,Affordable Housing,Building Permit / Construction Permit,Building Permit / Construction Permit,Same Stage Persistence,57,11,Stable,Permit issuance watch,Monitor permit-to-start conversion,Monitor for another run to confirm lifecycle direction,"New Building Permits For 249 Pennsylvania Avenue, San Francisco",https://sfyimby.com/2026/09/new-building-permits-for-249-pennsylvania-avenue-san-francisco.html,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-011,"Construction Nearly Topped Out For 486 West San Carlos Street, San Jose",California,,Apartment,Topped Out,Topped Out,Same Stage Persistence,53,12,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,"Construction Nearly Topped Out For 486 West San Carlos Street, San Jose",https://sfyimby.com/2026/09/construction-nearly-topped-out-for-486-west-san-carlos-street-san-jose.html,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-012,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,California,Marcus & Millichap,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,50,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,MMCC Arranges Financing for Orange Multifamily Acquisition,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-013,Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,California,Marcus & Millichap,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,50,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,https://www.connectcre.com/stories/marcus-millichap-closes-multifamily-sale-in-san-diegos-college-east/,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-014,"Acquisition - Dallas / Texas - Bascom Buys 370-Unit, Value-Add Project Near Richardson",Los Angeles,Bascom Group,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,49,31,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,"Bascom Buys 370-Unit, Value-Add Project Near Richardson",https://www.connectcre.com/stories/bascom-buys-370-unit-value-add-project-near-richardson/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-015,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista,Los Angeles,Unknown,Affordable Housing,Early Site Signal,Early Site Signal,Same Stage Persistence,48,38,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista,https://la.urbanize.city/post/affordable-housing-proposed-12508-w-pacific-ave-mar-vista,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-016,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,Freddie Mac,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,48,29,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-017,Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset,Los Angeles,Unknown,Apartment,Distressed / Stalled,Distressed / Stalled,Possible Stall,47,82,Stalled Risk,Stalled project opportunity watch,Review stalled project opportunity and sponsor constraints,"Check entitlement, financing, sponsor, and construction delay causes",Investor Takes Over Distressed Atlanta Apartment Asset,https://www.connectcre.com/stories/investor-acquires-distressed-atlanta-apartment-asset/,High
2026-09-22,20260922-012817-1faedc88,LAT-20260922-018,General Project Signal - Los Angeles / California - Five homes planned at 1254 N. Orange Dr. in Hollywood,Los Angeles,Unknown,Apartment,Early Site Signal,Early Site Signal,Same Stage Persistence,47,38,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Five homes planned at 1254 N. Orange Dr. in Hollywood,https://la.urbanize.city/post/five-homes-planned-1254-n-orange-dr-hollywood,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-019,Five homes planned at 1254 N. Orange Dr. in Hollywood,Los Angeles,,Apartment,Early Site Signal,Early Site Signal,Same Stage Persistence,47,36,Stable,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Five homes planned at 1254 N. Orange Dr. in Hollywood,https://la.urbanize.city/post/five-homes-planned-1254-n-orange-dr-hollywood,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-020,Disposition / Exit - California - SoCal Family Office Snaps Up Apartments in Competitive Modesto Submarket,California,Unknown,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,47,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,SoCal Family Office Snaps Up Apartments in Competitive Modesto Submarket,https://www.connectcre.com/stories/socal-family-office-snaps-up-apartments-in-competitive-modesto-submarket/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-021,Entitlement / Permitting - Los Angeles / California - 65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,Los Angeles,Unknown,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,47,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,65 apartments underway at 5909 S. Crenshaw Blvd. in Hyde Park,https://la.urbanize.city/post/65-apartments-underway-5909-s-crenshaw-blvd-hyde-park,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-022,General Project Signal - California - WNC Closes on 23rd California-Focused Affordable Housing Fund,California,Unknown,Affordable Housing,Unknown Stage,Unknown Stage,Unknown Transition,47,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,WNC Closes on 23rd California-Focused Affordable Housing Fund,https://www.connectcre.com/stories/wnc-closes-on-23rd-california-focused-affordable-housing-fund/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-023,Office-to-Residential Conversion - Los Angeles / California - Inglewood begins EIR process for general plan update,Los Angeles,Unknown,Mixed-Use Residential,Environmental Review / CEQA,Environmental Review / CEQA,Same Stage Persistence,46,61,Stable,Early entitlement watch,Track entitlement path and local precedent,Monitor for another run to confirm lifecycle direction,Inglewood begins EIR process for general plan update,https://la.urbanize.city/post/inglewood-begins-eir-process-general-plan-update,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-024,Inglewood begins EIR process for general plan update,Los Angeles,,Mixed-Use Residential,Environmental Review / CEQA,Environmental Review / CEQA,Same Stage Persistence,46,58,Stable,Early entitlement watch,Track entitlement path and local precedent,Monitor for another run to confirm lifecycle direction,Inglewood begins EIR process for general plan update,https://la.urbanize.city/post/inglewood-begins-eir-process-general-plan-update,Medium
2026-09-22,20260922-012817-1faedc88,LAT-20260922-025,Acquisition - Atlanta / Georgia - Passco Offloads Buckhead Rental Asset for $87.5M,Los Angeles,Unknown,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,46,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Passco Offloads Buckhead Rental Asset for $87.5M,https://www.connectcre.com/stories/passco-offloads-buckhead-rental-asset-for-87-5m/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-026,General Project Signal - Miami / Florida - Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community,Los Angeles,Unknown,Apartment,Unknown Stage,Unknown Stage,Unknown Transition,46,32,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community,https://www.connectcre.com/stories/developer-launches-investor-offering-for-465-unit-boynton-beach-rental-community/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-027,Acquisition - Los Angeles / California - Decron Pays $114M for Miracle Mile Apartments,Los Angeles,GID,Apartment,No Previous Record,Unknown Stage,Newly Detected Project,45,13,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,Decron Pays $114M for Miracle Mile Apartments,https://www.connectcre.com/stories/498977-2/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-028,"JV / Partnership - California - Affinius Capital, Alliance Residential Dispose of 545-Unit Seniors Housing Portfolio in No...",California,Alliance Residential,Senior Housing,No Previous Record,Unknown Stage,Newly Detected Project,45,13,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,"Affinius Capital, Alliance Residential Dispose of 545-Unit Seniors Housing Portfolio in Northern California",https://rebusinessonline.com/affinius-capital-alliance-residential-dispose-of-545-unit-seniors-housing-portfolio-in-northern-california/,Low
2026-09-22,20260922-012817-1faedc88,LAT-20260922-029,JV / Partnership - Dallas / Texas - KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,Los Angeles,Walker & Dunlop,Senior Housing,No Previous Record,Unknown Stage,Newly Detected Project,45,13,Unknown,Monitor only,Monitor only,Monitor for another run to confirm lifecycle direction,KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,https://www.connectcre.com/stories/kcg-snags-financing-for-260-unit-mesquite-senior-housing-community/,Low
