run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Apartment,36,23,18,29,83.6,Other / Unknown,Institutional Flow,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Affordable Housing,15,14,12,15,95.1,Los Angeles / California,Developer Strategy,CBRE,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Multifamily,18,6,5,12,69.6,Other / Unknown,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,BTR / Single-Family Rental,4,4,4,4,94.5,Other / Unknown,Developer Strategy,JLL,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Student Housing,4,2,1,3,76.0,Los Angeles / California,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Workforce Housing,1,1,0,1,88.0,Los Angeles / California,Institutional Flow,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Mixed-Use Residential,10,6,6,9,80.3,Other / Unknown,Developer Strategy,CIM Group,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Senior Housing,3,3,1,3,81.0,Washington DC,Institutional Flow,CBRE,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,General Residential,1,0,1,1,52.0,California,Institutional Flow,None detected,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
