run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Santa Monica,3,3,2,3,2,4,Apartment,Planning Approval,General submarket monitoring,Unknown,102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle; Acquisition - Los Angeles / California - MDNI Group Buys Santa Monica Apartments Out Of Receivership: The Los Angeles Deal Sheet; CBRE Completes Receivership Sale of Santa Monica Apartments; Disposition / Exit - Los Angeles / California - CBRE Completes Receivership Sale of Santa Monica Apartments; Entitlement / Permitting - Santa Monica / California - 102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle,100,69,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Riverside,3,3,0,3,1,2,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; Disposition / Exit - Riverside / California - IPA Team Closes Sale of Pomona Multifamily; IPA Team Closes Sale of Pomona Multifamily; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine; Northmarq Arranges Freddie Mac Loan for Upland Apartments,100,52,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,High
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Hollywood,2,2,1,2,1,3,Apartment,Entitlement Approval,Downtown infill,Unknown,65 apartments underway at 1919 Wilcox Ave. in Hollywood; Entitlement / Permitting - Los Angeles / California - 65 apartments underway at 1919 Wilcox Ave. in Hollywood; Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset; Stewards Inks $79M Refi of Hollywood Rental Asset,100,47,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Los Angeles,9,5,2,1,0,1,Affordable Housing,Planning Approval,University-adjacent,Unknown,"102 apartments break ground at 1717 S. Beloit Ave. in Sawtelle; 65 apartments underway at 1919 Wilcox Ave. in Hollywood; Acquisition - Los Angeles / California - Hayden Tract housing, Future of the Vincent Thomas Bridge, and more; Acquisition - Los Angeles / California - L.A. County Land Bank to buy site at 14430 Vanowen St. in Van Nuys; Acquisition - Los Angeles / California - Paladin Expands SoCal Workforce Portfolio with Bellflower Acquisition",100,40,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Wilshire,1,1,1,1,0,1,Affordable Housing,CEQA / Environmental Review,General submarket monitoring,Unknown,Development Start - Los Angeles / California - Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.; Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.,77,65,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,High
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Echo Park,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Construction goes vertical for affordable housing at 1540 Court St. in Echo Park; Entitlement / Permitting - California - Construction goes vertical for affordable housing at 1540 Court St. in Echo Park,70,52,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Koreatown,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown; Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown,69,52,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Costa Mesa,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,DTLA,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,Downtown infill,Unknown,JV / Partnership - Los Angeles / California - Supportive housing tops out at 501 E. 5th Street in DTLA; Supportive housing tops out at 501 E. 5th Street in DTLA,56,30,No,DTLA adaptive reuse watch,Review potential acquisition pipeline,Medium
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Irvine,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,55,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,California,0,6,0,0,0,0,Multifamily,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal; Acquisition - California - Locally Based Investors Acquire Encinitas Offices from Family Trust; Acquisition - California - Marcus & Millichap Arranges $5.6M Sale of 34-Unit Multifamily Property in Sacramento Calif...; Acquisition - San Francisco / California - Financing on Combined $91.35M in Acquisitions Structured by Sack Capital and Align Finance...; Acquisition - Washington DC - Clarion Partners Acquires Rohnert Park Senior Living Property,48,20,No,Monitor only,Monitor only,Low
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Inland Empire,2,2,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Riverside / California - IPA Team Closes Sale of Pomona Multifamily; IPA Team Closes Sale of Pomona Multifamily; Northmarq Arranges Freddie Mac Loan for Upland Apartments; Refinancing - Riverside / California - Northmarq Arranges Freddie Mac Loan for Upland Apartments,28,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Glendale,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Construction goes vertical for affordable housing at 1540 Court St. in Echo Park,12,30,No,Monitor only,Monitor only,Low
2026-08-04,20260804-001022-4ad0ee73,2026-08-04 00:10:22,Miracle Mile,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Draft EIR released for Metro-adjacent high-rise at 5350 Wilshire Blvd.,12,30,No,Monitor only,Monitor only,Low
