run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,California,Affordable Housing,20,18,10,89.5,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Los Angeles,Affordable Housing,16,16,9,97.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,National / Other,Multifamily,27,12,3,71.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Texas,Apartment,8,8,4,88.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,New York,Affordable Housing,7,7,5,92.1,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Arizona,Apartment,5,5,2,90.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Florida,Apartment,7,4,3,79.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Phoenix,Apartment,4,4,2,92.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Southeast,Apartment,6,4,1,78.2,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Dallas,Apartment,2,2,1,87.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Sun Belt,Apartment,2,2,0,89.0,Rent Growth / Demand,None detected,General market monitoring,Strategic Watch Market,Monitor only
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Austin,Apartment,1,1,1,100.0,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-07,20260607-101231-ed44acbd,2026-06-07 10:12:31,Seattle,Affordable Housing,1,1,0,84.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
