run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-001,PRJ-20260607-0106,Refinancing - New York City / New York - JLL Real Estate Capital Provides $70M for West Village Multifamily Refi,Los Angeles,Manhattan,JLL,Affordable Housing,Delivery / Opening,Mature / Operating,Low Stall Risk,0,0,4,100,46,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-014,PRJ-20260607-0024,Disposition / Exit - Los Angeles / California - 19-story high-rise starts work at 6055 Center Drive in Westchester,Los Angeles,6055 Center Drive,Hanover Company,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,100,26,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-027,PRJ-20260607-0033,Disposition / Exit - Los Angeles / California - Mixed-use project slated for 9700 W. Pico Blvd. in Pico-Robertson,Los Angeles,9700 W. Pico Blvd,CBRE,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,100,26,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-003,PRJ-20260607-0095,Disposition / Exit - Los Angeles / California - Marcus & Millichap Brokers $47M Sale of Landmark Multifamily Asset in Los Angeles,Los Angeles,Los Angeles,Marcus & Millichap,Apartment,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,96,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-029,PRJ-20260607-0021,Development Start - California - Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach,Long Beach,4151 E. Fountain Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,2,0,95,40,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-028,PRJ-20260607-0019,Entitlement / Permitting - New York - Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,Glendale,3411 Foothill Blvd,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Medium Stall Risk,2,0,0,94,54,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-040,PRJ-20260607-0003,Entitlement / Permitting - Los Angeles / California - 85 apartments proposed at 15242 W. Parthenia St. in North Hills,Los Angeles,15242 W. Parthenia St,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-041,PRJ-20260607-0026,Entitlement / Permitting - Los Angeles / California - L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,Los Angeles,787 S. Alameda St,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-004,PRJ-20260607-0093,General Project Signal - Los Angeles / California - $123M Financing Arranged by Marcus & Millichap’s IPA Capital Markets for Bay Area Multifam...,Los Angeles,Los Angeles,IPA,Multifamily,Unknown Stage,Unknown,Low Stall Risk,0,0,0,94,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-046,PRJ-20260607-0011,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed for 23022 W. Ventura Blvd. in Woodland Hills,Los Angeles,23022 W. Ventura Blvd,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-005,PRJ-20260607-0154,JV / Partnership - Riverside / California - Residential Multifamily Community Trades for $355k Per-Unit in Riverside California,California,Riverside,Alliance Residential,Multifamily,Unknown Stage,Unknown,Low Stall Risk,0,0,0,93,30,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-007,PRJ-20260607-0047,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,California,CBRE,General Residential,Unknown Stage,Unknown,Low Stall Risk,0,0,0,87,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-030,PRJ-20260607-0001,JLL Real Estate Capital Provides $70M for West Village Multifamily Refi,Los Angeles,100 Jane Street,Refinance JLL Real Estate Capital,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,87,18,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-002,PRJ-20260607-0052,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,PEF Advisors,Affordable Housing,Refinancing / Recapitalization,Persistent Same Stage,Medium Stall Risk,0,0,9,86,54,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-006,PRJ-20260607-0099,Entitlement / Permitting - Los Angeles / California - L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,Los Angeles,Los Angeles,Unknown,Mixed-Use Residential,Site Acquisition / Site Control,Persistent Same Stage,Medium Stall Risk,15,15,3,85,55,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-043,PRJ-20260607-0027,L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,Los Angeles,787 S. Alameda St,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,46,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-060,PRJ-20260607-0034,Mixed-use project slated for 9700 W. Pico Blvd. in Pico-Robertson,Los Angeles,9700 W. Pico Blvd,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,85,18,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-06-07,20260607-101231-ed44acbd,LAP-20260607-024,PRJ-20260607-0169,General Project Signal - National - Gantry Secures $39.5M Construction Takeout Loan for Saint Paul Class A Multifamily Communi...,Los Angeles,U.S.,Unknown,Apartment,Delivery / Opening,Mature / Operating,Low Stall Risk,0,3,3,83,26,Relevant to California site monitoring,Track repeat project updates,"Benchmark construction, delivery, lease-up, and operating assumptions",High
