run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-001,PRJ-20260811-0149,Refinancing - Seattle - JLL Arranges $42M Fannie Mae Refinancing for Portland-Area Multifamily,Seattle,Seattle,JLL,Apartment,Refinancing / Recapitalization,100,41,93,Strong Institutional Signal,9,11,Refinancing opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-002,PRJ-20260811-0162,Refinancing - Washington DC - JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific...,Unknown,Washington DC,JLL,Multifamily,Refinancing / Recapitalization,99,39,93,Strong Institutional Signal,9,13,Refinancing opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 13 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-004,PRJ-20260811-0158,Entitlement / Permitting - Texas - Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,Texas,Unknown,JPI,Affordable Housing,Delivery / Opening,80,11,92,Strong Institutional Signal,7,8,Entitlement progression,Strategic Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-003,PRJ-20260811-0105,Refinancing - Nevada - Newmark Arranges $33.5M Agency Loan for Refinancing of Reno Multifamily Property,Unknown,Nevada,Fannie Mae,Multifamily,Refinancing / Recapitalization,80,43,92,Strong Institutional Signal,8,10,Refinancing opportunity,Priority Asset Watch,Review immediately,"8 source file(s), 10 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-005,PRJ-20260811-0047,"Acquisition - California - Jackson Square Properties Acquires Multifamily Community in Marina del Rey, California for...",California,California,JLL,Apartment,Unknown Stage,100,32,91,Strong Institutional Signal,9,11,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-006,PRJ-20260811-0099,Construction Financing - Miami / Florida - Coastland Residential Lands $85M to Build Miami-Dade Rental,Unknown,Miami,IPA,Apartment,Site Acquisition / Site Control,100,40,91,Strong Institutional Signal,5,5,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-008,PRJ-20260811-0057,Refinancing - Dallas / Texas - New 300-Unit Dallas Apartment Community Receives Financing,Unknown,Dallas,JLL,Affordable Housing,Refinancing / Recapitalization,93,48,91,Strong Institutional Signal,5,7,Refinancing opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 7 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-007,PRJ-20260811-0049,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,Unknown Stage,92,31,91,Strong Institutional Signal,9,10,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-009,PRJ-20260811-0071,"JV / Partnership - Houston / Texas - Hines, Harris Land to Develop Mixed-Use Campus in Charlotte’s SouthPark District",Unknown,Houston,Hines,Mixed-Use Residential,Site Acquisition / Site Control,87,16,90,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-010,PRJ-20260811-0044,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,Unknown Stage,47,29,89,Strong Institutional Signal,9,10,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-011,PRJ-20260811-0157,"JV / Partnership - Texas - JLL Negotiates Sale of 323,949 SF Office Campus in North San Antonio",Texas,Texas,JLL,General Residential,Unknown Stage,64,41,86,Strong Institutional Signal,7,11,Institutional capital movement,Strategic Asset Watch,Review immediately,"7 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-013,PRJ-20260811-0128,Refinancing - Other / Unknown - JLL Capital Markets Arranges $42M Fannie Mae Refinancing for SB Real Estate Partners,Unknown,Unknown,JLL,Apartment,Unknown Stage,89,49,85,Strong Institutional Signal,6,13,Refinancing opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 13 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-012,PRJ-20260811-0051,General Project Signal - California - TruAmerica Multifamily Debuts Structured Finance Platform with Cornerstone Preferred Equit...,California,California,Unknown,Apartment,Unknown Stage,85,64,85,Strong Institutional Signal,7,21,LA urban infill opportunity,Priority Asset Watch,Review immediately,"7 source file(s), 21 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-016,PRJ-20260811-0110,Construction Financing - New York City / New York - Affinius Capital Provides $40.7M Construction Loan for Upper Manhattan Multifamily Project,Unknown,New York City,Affinius Capital,Affordable Housing,Refinancing / Recapitalization,80,45,85,Strong Institutional Signal,4,4,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-017,PRJ-20260811-0043,Refinancing - Austin / Texas - Benefit Street Partners Provides $103M Bridge Debt for Texas Multifamily Portfolio,Unknown,Austin,Benefit Street Partners,Multifamily,Delivery / Opening,78,36,85,Strong Institutional Signal,4,4,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-014,PRJ-20260811-0138,Disposition / Exit - Phoenix / Arizona - Institutional Property Advisors Closes Class A Multifamily Asset Sale in Suburban Phoenix,Unknown,Phoenix,IPA,Multifamily,Unknown Stage,77,19,85,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-015,PRJ-20260811-0038,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,Unknown,Atlanta,JLL,Affordable Housing,Unknown Stage,47,29,85,Strong Institutional Signal,5,5,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-018,PRJ-20260811-0156,General Project Signal - Southeast - Construction begins for student housing at Long Beach City College,Southeast,Southeast,Unknown,Student Housing,Unknown Stage,77,33,84,Institutional Watch,6,6,Construction start pipeline,Priority Asset Watch,Monitor construction execution,"6 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-021,PRJ-20260811-0129,Disposition / Exit - Other / Unknown - Marcus & Millichap Brokers $16.5M Sale of Two Student Housing Assets in Clemson South Caro...,Unknown,Unknown,Marcus & Millichap,Student Housing,Unknown Stage,74,23,84,Institutional Watch,7,8,Student housing expansion,Strategic Asset Watch,Monitor sponsor relationship,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-11,20260811-234049-01f9b98d,HCW-20260811-019,PRJ-20260811-0112,Disposition / Exit - New York - Debbie Pomerantz Launches Independent Multifamily Brokerage,New York,New York,Unknown,Apartment,Unknown Stage,73,34,84,Institutional Watch,5,5,Institutional capital movement,Priority Asset Watch,Maintain on strategic radar,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 80"
