run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-08-11,20260811-234049-01f9b98d,art_76d7519ca0d6dc32,art_6d876474a09bb051; art_76d7519ca0d6dc32; art_a516f076d60ba52e,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,,,used broad market bucket: Seattle,Fannie Mae,Fannie Mae,Fannie Mae,JLL; Freddie Mac; Calif.-based Elan Multifamily Investments; Elan Multifamily Investments,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 270-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,refinancing; JV / partnership; operational technology / AI adoption,Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,3,90.7,97,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-08-11,20260811-234049-01f9b98d,art_47de8f29e40e8840,art_47de8f29e40e8840; art_c7b06e9babe83951; art_a066ecb4d7de5eb9,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,Miami,Florida,matched city/metro keyword: Miami,IPA,IPA,IPA,Build Miami-Dade Rental Residential; Construction Financing Coastland Residential; Courtesy Coastland Residential Coastland Residential; Institutional Property Advisors; Marcus & Millichap,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 366 units; address/street: 75 at 4383 southwest 75th avenue; execution milestone: to build; project/asset term: development; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Apartment,acquisition; disposition / exit; refinancing; operational technology / AI adoption,Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,3,79.0,97,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-08-11,20260811-234049-01f9b98d,art_8dee8d08d1400b82,art_6d876474a09bb051; art_16075a411d5c30ae; art_6fd6f1ebb88bf5e0; art_9e3533e3ea6b164c; art_76d7519ca0d6dc32; art_b914af68e0e48820; art_6cb773df1eb23ba8; art_8f25615a54db7a21; art_8dee8d08d1400b82,GP / Capital Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,,Texas,matched state keyword: Texas,JLL,JLL,JLL,Fannie Mae; Freddie Mac; Boulder Ponds Senior Living; Round Lake Senior Living; Seniors Housing Capital,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Apartment,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,9,92.4,97,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-08-11,20260811-234049-01f9b98d,art_28cd688d3b45b8c1,art_28cd688d3b45b8c1; art_6595ac6c3493f1ac; art_a066ecb4d7de5eb9,Market Intelligence,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,,,"no city, state, or market keyword detected",Marcus & Millichap,Marcus & Millichap,Marcus & Millichap,Institutional Property Advisors,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Student Housing,acquisition; disposition / exit; operational technology / AI adoption,Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,3,75.7,97,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Immediate Watch
2026-08-11,20260811-234049-01f9b98d,art_76d7519ca0d6dc32,art_6d876474a09bb051; art_76d7519ca0d6dc32,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,,,used broad market bucket: Seattle,SB Real Estate Partners,SB Real Estate Partners,SB Real Estate Partners,JLL; Fannie Mae; Freddie Mac,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 270-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,refinancing; JV / partnership; operational technology / AI adoption,Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,2,100.0,89,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-08-11,20260811-234049-01f9b98d,art_af936828d39943e9,art_af936828d39943e9,Development Activity,repeat_penalized,2026-07-15,2026-08-11,27,old_31d_plus,old,published date parsed; article age 27 day(s),5,valid,open,,California,matched state keyword: California,Bascom Group,Bascom Group,Bascom Group,,,,,True,unit/site count: 183-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; refinancing; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,91.0,83,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-08-11,20260811-234049-01f9b98d,art_195e49f75723614c,art_195e49f75723614c,GP / Capital Activity,repeat_penalized,2026-07-14,2026-08-11,28,old_31d_plus,old,published date parsed; article age 28 day(s),5,valid,open,,California,matched state keyword: California,"Milhaus Merges with SRG Residential, Will","Milhaus Merges with SRG Residential, Will","Milhaus Merges with SRG Residential, Will",SRG Residential; Will Acquire Broadshore Capital,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,project/asset term: apartments,medium,Project / Asset,Apartment,acquisition; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,67.0,82,Operational Optimization,operational efficiency push,competitive pressure indicator,review LA / California development activity,Immediate Watch
2026-08-11,20260811-234049-01f9b98d,art_a2b3009fca06ec09,art_a2b3009fca06ec09,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,Austin,Texas,matched city/metro keyword: Austin,Benefit Street Partners,Benefit Street Partners,Benefit Street Partners,Greystone; Texas Multifamily Portfolio Residential; Refinance Benefit Street Partners,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,execution milestone: opened,medium,Delivery / Opening,Multifamily,refinancing; JV / partnership; operational technology / AI adoption,Austin / Texas,Core Multifamily News,Other,1,81.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_d1e7e782969219ca,art_d1e7e782969219ca,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,,California,matched state keyword: California,Canyon Partners Real Estate,Canyon Partners Real Estate,Canyon Partners Real Estate,Martin Group; Valiance Capital,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 265-bed; execution milestone: delivers; project/asset term: development,high,Delivery / Opening,Student Housing,JV / partnership,California,Site / Parcel Source Expansion,Other,1,89.0,73,Selective Expansion,California entitlement positioning,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_a2b3009fca06ec09,art_a2b3009fca06ec09,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,Austin,Texas,matched city/metro keyword: Austin,Greystone,Greystone,Greystone,Texas Multifamily Portfolio Residential; Refinance Benefit Street Partners,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,execution milestone: opened,medium,Delivery / Opening,Multifamily,refinancing; JV / partnership; operational technology / AI adoption,Austin / Texas,Core Multifamily News,Other,1,81.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_0425ff2c1ea26c26,art_0425ff2c1ea26c26,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,,,"no city, state, or market keyword detected",Jersey City Multifamily Tower Residential,Jersey City Multifamily Tower Residential,Jersey City Multifamily Tower Residential,Arden Group; Courtesy Arden Group,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,address/street: 425 summit avenue; execution milestone: lease-up; project/asset term: development,high,Leasing / Lease-Up,Multifamily,refinancing; JV / partnership; operational technology / AI adoption,Other / Unknown,Core Multifamily News,Other,1,97.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_03e554735dbfbc0b,art_03e554735dbfbc0b,GP / Capital Activity,repeat_penalized,2026-07-30,2026-08-11,12,recent_4_14d,recent,published date parsed; article age 12 day(s),55,valid,open,Miami,Florida,matched city/metro keyword: Miami,Madison Realty Capital,Madison Realty Capital,Madison Realty Capital,Baron Property Group; Mike Boyd Baron Property Group; Hialeah Apartment Community Baron Property Group,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Mixed-Use Residential,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,99.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_47edcb1e3267333e,art_47edcb1e3267333e,GP / Capital Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,New York City,New York,matched city/metro keyword: New York City,Mixed-Income Astoria Rentals The Domain Companies,Mixed-Income Astoria Rentals The Domain Companies,Mixed-Income Astoria Rentals The Domain Companies,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Affordable Housing,JV / partnership; operational technology / AI adoption,New York City / New York,Core Multifamily News,Other,1,80.0,73,Operational Optimization,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_120b790785971abe,art_120b790785971abe,Development Activity,repeat_penalized,2026-07-29,2026-08-11,13,recent_4_14d,recent,published date parsed; article age 13 day(s),55,valid,open,Miami,Florida,matched city/metro keyword: Miami,Northlink Capital,Northlink Capital,Northlink Capital,Miami Condo Project Arrow Real Estate Advisors,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 222-unit; address/street: 7200 collins avenue; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Apartment,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_5cd7c927005a0233,art_5cd7c927005a0233,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,New York City,New York,matched city/metro keyword: New York City,Queens Mixed-Use Development Residential,Queens Mixed-Use Development Residential,Queens Mixed-Use Development Residential,Domain Companies,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 429 units; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Affordable Housing,refinancing; operational technology / AI adoption,New York City / New York,Core Multifamily News,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_248f8fa3ca1d2f4e,art_248f8fa3ca1d2f4e,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,Houston,Texas,matched city/metro keyword: Houston,Three Texas Rental Communities,Three Texas Rental Communities,Three Texas Rental Communities,Three Texas Rental Communities Francis Property Management,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,project/asset term: apartments,medium,Project Financing / Capital Event,Apartment,refinancing; operational technology / AI adoption,Houston / Texas,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_ff7830154f5a8e81,art_ff7830154f5a8e81,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,New York City,New York,matched city/metro keyword: New York City,Affinius Capital,Affinius Capital,Affinius Capital,Loans Multifamily New York Northeast Affinius Capital,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,address/street: 20 convent ave; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Affordable Housing,refinancing,New York City / New York,Site / Parcel Source Expansion,Other,1,86.0,63,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_a59ff328229a6772,art_a59ff328229a6772,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),88,valid,access_limited,,,"no city, state, or market keyword detected",Bell Partners,Bell Partners,Bell Partners,Google Maps Bell Partners; Bell Reading Commons Bell Partners,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 204-unit; project/asset term: apartments,high,Project / Asset,Apartment,acquisition; disposition / exit; JV / partnership; capital raise,Other / Unknown,Core Multifamily News,Other,1,100.0,63,Defensive Capital Preservation,selective multifamily acquisition,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_47de8f29e40e8840,art_47de8f29e40e8840,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,Miami,Florida,matched city/metro keyword: Miami,Coastland Residential,Coastland Residential,Coastland Residential,Build Miami-Dade Rental Residential; Construction Financing Coastland Residential; Courtesy Coastland Residential Coastland Residential,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 366 units; address/street: 75 at 4383 southwest 75th avenue; execution milestone: to build; project/asset term: development; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Apartment,refinancing,Miami / Florida,Core Multifamily News,Other,1,100.0,63,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_6d876474a09bb051,art_6d876474a09bb051,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,,,"no city, state, or market keyword detected",Freddie Mac,Freddie Mac,Freddie Mac,JLL; Fannie Mae,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 270-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,refinancing; JV / partnership,Other / Unknown,Core Multifamily News,Other,1,100.0,63,Defensive Capital Preservation,stable platform monitoring,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-11,20260811-234049-01f9b98d,art_8f25615a54db7a21,art_8f25615a54db7a21,Development Activity,new_or_fresh,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,valid,open,Houston,Texas,matched city/metro keyword: Houston,Hines,Hines,Hines,JLL,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 19-story; project/asset term: development,high,Project / Asset,Mixed-Use Residential,JV / partnership,Houston / Texas,Site / Parcel Source Expansion,Other,1,90.0,63,Selective Expansion,stable platform monitoring,potential JV partnership signal,monitor JV activity,Strategic Watch
