run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,extracted_city,extracted_state,extracted_market_reason,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0057,Refinancing - Dallas / Texas - New 300-Unit Dallas Apartment Community Receives Financing,100,LC-20260811-006,art_16075a411d5c30ae,New 300-Unit Dallas Apartment Community Receives Financing,https://yieldpro.com/2026/08/standard-at-royal-lane/,"Tue, 11 Aug 2026 19:01:01 +0000","Deal boom News Facebook Twitter Linkedin JLL Capital Markets announced that it has secured a refinancing for Standard at Royal Lane , a newly constructed 300-unit Class A mixed-income multifamily community in Dallas, Texas. JLL represented the borrower, LDG Development, LLC. The lender was TPG Real Estate Credit. The Standard at Royal Lane, located at 2727 Royal Ln. in Northwest Dallas, features thoughtfully designed floor plans ranging from spacious one- to expansive four-bedroom layouts across",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-11,2026-08-11,,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,Refinancing - Dallas / Texas - New 300-Unit Dallas Apartment Community Receives Financing,Unknown,Dallas,Affordable Housing,JLL,JLL,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,51,100,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,New 300-Unit Dallas Apartment Community Receives Financing,Yield PRO,https://yieldpro.com/2026/08/standard-at-royal-lane/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0149,Refinancing - Seattle - JLL Arranges $42M Fannie Mae Refinancing for Portland-Area Multifamily,100,LC-20260811-001,art_76d7519ca0d6dc32,JLL Arranges $42M Fannie Mae Refinancing for Portland-Area Multifamily,https://www.connectcre.com/stories/jll-arranges-42m-fannie-mae-refinancing-for-portland-area-multifamily/,"Tue, 11 Aug 2026 19:32:23 +0000","Seattle & Northwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Seattle & Northwest + Portland + Apartments | August 11, 2026 By: Jasmine Kilman JLL Arranges $42M Fannie Mae Refinancing for Portland-Area Multifamily JLL has arranged $42 million in financing for Portola Bridge Creek, a 270-unit, garden-style apartment community in Vancouver, Washington. JLL worked on behalf of the borrower, SB Real Estate Partners (SBREP) , whic",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-11,2026-08-11,,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,Refinancing - Seattle - JLL Arranges $42M Fannie Mae Refinancing for Portland-Area Multifamily,Seattle,Seattle,Apartment,JLL,Fannie Mae,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,49,100,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,JLL Arranges $42M Fannie Mae Refinancing for Portland-Area Multifamily,Connect CRE Apartments,https://www.connectcre.com/stories/jll-arranges-42m-fannie-mae-refinancing-for-portland-area-multifamily/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0162,Refinancing - Washington DC - JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific...,100,LC-20260811-004,art_6cb773df1eb23ba8,JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific Northwest Investment Surge,https://yieldpro.com/2026/08/the-payton/,"Tue, 11 Aug 2026 18:51:35 +0000","Deal boom News Pacific region Facebook Twitter Linkedin JLL Capital Markets announced that it has secured a $40.5 million refinancing for The Payton , a 162-unit Class A+ multifamily property in Portland, Oregon. JLL represented the borrower, ColRich, in arranging the five-year (including extensions), floating-rate loan through Prime Finance. The Payton, located at 2020 NE Multnomah St., is a seven-story mid-rise community built in 2019 with condominium-quality finishes. The property sits at the",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-11,2026-08-11,,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,Refinancing - Washington DC - JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific...,Unknown,Washington DC,Multifamily,JLL,JLL,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,48,100,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific Northwest Investment Surge,Yield PRO,https://yieldpro.com/2026/08/the-payton/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0057,Refinancing - Dallas / Texas - New 300-Unit Dallas Apartment Community Receives Financing,100,LC-20260811-011,art_16075a411d5c30ae,New 300-Unit Dallas Apartment Community Receives Financing,https://yieldpro.com/2026/08/standard-at-royal-lane/,"Tue, 11 Aug 2026 19:01:01 +0000","Deal boom News Facebook Twitter Linkedin JLL Capital Markets announced that it has secured a refinancing for Standard at Royal Lane , a newly constructed 300-unit Class A mixed-income multifamily community in Dallas, Texas. JLL represented the borrower, LDG Development, LLC. The lender was TPG Real Estate Credit. The Standard at Royal Lane, located at 2727 Royal Ln. in Northwest Dallas, features thoughtfully designed floor plans ranging from spacious one- to expansive four-bedroom layouts across",suspicious_mismatch,title/source/url metadata are internally consistent; title and original_url slug appear to reference different articles,Development Activity,GP / Capital Activity,new_or_fresh,True,unit/site count: 300-unit; address/street: 2727 royal ln; project/asset term: development,high,Project Financing / Capital Event,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,New 300-Unit Dallas Apartment Community Receives Financing,Dallas / Texas,Dallas,Affordable Housing,JLL,Unknown,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,43,100,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,New 300-Unit Dallas Apartment Community Receives Financing,Yield PRO,https://yieldpro.com/2026/08/standard-at-royal-lane/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0162,Refinancing - Washington DC - JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific...,100,LC-20260811-018,art_6cb773df1eb23ba8,JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific Northwest Investment Surge,https://yieldpro.com/2026/08/the-payton/,"Tue, 11 Aug 2026 18:51:35 +0000","Deal boom News Pacific region Facebook Twitter Linkedin JLL Capital Markets announced that it has secured a $40.5 million refinancing for The Payton , a 162-unit Class A+ multifamily property in Portland, Oregon. JLL represented the borrower, ColRich, in arranging the five-year (including extensions), floating-rate loan through Prime Finance. The Payton, located at 2020 NE Multnomah St., is a seven-story mid-rise community built in 2019 with condominium-quality finishes. The property sits at the",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,True,unit/site count: 162-unit; address/street: 2020 ne multnomah st; project/asset term: community,high,Project Financing / Capital Event,2026-08-11,2026-08-11,0,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific Northwest Investment Surge,Washington DC,Unknown,Multifamily,JLL,Unknown,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,40,100,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; in 2019,JLL Secures $40.5M Refinancing for Portland’s Lloyd District Multifamily Gem Amid Pacific Northwest Investment Surge,Yield PRO,https://yieldpro.com/2026/08/the-payton/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0099,Construction Financing - Miami / Florida - Coastland Residential Lands $85M to Build Miami-Dade Rental,100,LC-20260811-002,art_47de8f29e40e8840,Coastland Residential Lands $85M to Build Miami-Dade Rental,https://commercialobserver.com/2026/08/coastland-miami-dade-vybe-75-housing-development/,"Tue, 11 Aug 2026 17:55:54 +0000","Residential · Multifamily Miami Finance · Construction Financing Coastland Residential Lands $85M to Build Miami-Dade Rental The eight-story development will feature 366 units By Julia Echikson August 11, 2026 1:55 pm reprints Anthony Seijas, Principal of Coastland Residential, and a rendering of Vybe 75 at 4383 Southwest 75th Avenue, Miami. PHOTO and RENDERING: Courtesy Coastland Residential Coastland Residential has nabbed a $84.5 million construction loan for a multifamily development near Tr",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-11,2026-08-11,,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,Construction Financing - Miami / Florida - Coastland Residential Lands $85M to Build Miami-Dade Rental,Unknown,Miami,Apartment,IPA,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: to build,,Reappearing,34,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; No explicit timing reference,Coastland Residential Lands $85M to Build Miami-Dade Rental,Commercial Observer,https://commercialobserver.com/2026/08/coastland-miami-dade-vybe-75-housing-development/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0047,"Acquisition - California - Jackson Square Properties Acquires Multifamily Community in Marina del Rey, California for...",100,LC-20260811-003,art_9e3533e3ea6b164c,"Jackson Square Properties Acquires Multifamily Community in Marina del Rey, California for $170M",https://rebusinessonline.com/jackson-square-properties-acquires-multifamily-community-in-marina-del-rey-california-for-170m/,2026-08-11T13:24:31Z,"Located in Marina del Rey, Calif., Shores features 544 apartments spread across 12 interconnected buildings, a swimming pool, landscaped courtyards, dual spas, fire pits and key terraces. Acquisitions California Multifamily Western Jackson Square Properties Acquires Multifamily Community in Marina del Rey, California for $170M by Amy Works August 11, 2026 August 11, 2026 6 MARINA DEL REY, CALIF. — Affiliates of Jackson Square Properties have acquired Shores, an apartment property in the coastal ",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-11,2026-08-11,,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,"Acquisition - California - Jackson Square Properties Acquires Multifamily Community in Marina del Rey, California for...",California,California,Apartment,JLL,JLL,Unknown Stage,excluded,transaction / capital guard: acquisition,,Reappearing,23,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Jackson Square Properties Acquires Multifamily Community in Marina del Rey, California for $170M",REBusiness Online,https://rebusinessonline.com/jackson-square-properties-acquires-multifamily-community-in-marina-del-rey-california-for-170m/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0158,Entitlement / Permitting - Texas - Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,100,LC-20260811-005,art_0e090711e3965065,Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,https://la.urbanize.city/post/completion-nears-mixed-use-project-939-w-manchester-blvd-inglewood,"Fri, 07 Aug 2026 13:15:00 +0000","Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood | Urbanize LA Skip to main content Advertisement Advertisement In Inglewood , construction is in the home stretch for a mixed-use apartment complex Texas-based developer JPI. The project, which replaced a car wash near the K Line at 939 W. Manchester Boulevard , was originally known as the Jefferson, but has since been rebranded as The Landing . It consists of an eight-story building featuring 222 studio, one-, and tw",valid,title/source/url metadata are internally consistent,Development Activity,,repeat_penalized,,,,,2026-08-07,2026-08-11,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),54,access_limited,,,,Entitlement / Permitting - Texas - Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,Texas,Texas,Affordable Housing,JPI,Unknown,Delivery / Opening,construction_delivery_watch,matched completion,Delivery / Opening,Mature / Operating,13,100,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Entitlement Play; No explicit timing reference,Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,Urbanize LA,https://la.urbanize.city/post/completion-nears-mixed-use-project-939-w-manchester-blvd-inglewood,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0071,"JV / Partnership - Houston / Texas - Hines, Harris Land to Develop Mixed-Use Campus in Charlotte’s SouthPark District",100,LC-20260811-012,art_8f25615a54db7a21,"Hines, Harris Land to Develop Mixed-Use Campus in Charlotte’s SouthPark District",https://rebusinessonline.com/hines-harris-land-to-develop-mixed-use-campus-in-charlottes-southpark-district/,2026-08-11T13:05:20Z,"The Gallery SouthPark in Charlotte will feature a 250,000-square-foot office building and a 19-story residential building. Development Mixed-Use Multifamily North Carolina Office Southeast Hines, Harris Land to Develop Mixed-Use Campus in Charlotte’s SouthPark District by John Nelson August 11, 2026 August 11, 2026 2 CHARLOTTE, N.C. — A joint venture between Houston-based Hines and locally based Harris Land Co. plans to develop The Gallery SouthPark, a mixed-use campus located along Carnegie Bou",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-08-11,2026-08-11,,fresh_0_3d,fresh,published date parsed; article age 0 day(s),100,open,,,,"JV / Partnership - Houston / Texas - Hines, Harris Land to Develop Mixed-Use Campus in Charlotte’s SouthPark District",Unknown,Houston,Mixed-Use Residential,Hines,JLL,Site Acquisition / Site Control,excluded,no clear development milestone,,Reappearing,10,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,"Hines, Harris Land to Develop Mixed-Use Campus in Charlotte’s SouthPark District",REBusiness Online,https://rebusinessonline.com/hines-harris-land-to-develop-mixed-use-campus-in-charlottes-southpark-district/,High
2026-08-11,20260811-234049-01f9b98d,PRJ-20260811-0049,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,100,LC-20260811-007,art_6595ac6c3493f1ac,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,https://www.connectcre.com/stories/costa-mesa-multifamily-changes-hands-for-value-add-repositioning/,"Wed, 29 Jul 2026 21:36:05 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | July 29, 2026 By: Paul Bubny Costa Mesa Multifamily Changes Hands for Value-Add Repositioning Marcus & Millichap finalized the sale of 1990 Maple Ave., a 41-unit multifamily property in Costa Mesa. The property sold for $16.9 million or $412,195 per unit, approximately $550,000 above the property’s 2018 selling price. “Sundance West",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,repeat_penalized,,,,,2026-07-29,2026-08-11,13,recent_4_14d,recent,published date parsed; article age 13 day(s),55,open,,,,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Apartment,Marcus & Millichap,Unknown,Unknown Stage,excluded,transaction / capital guard: disposition,Unknown Stage,Reappearing,22,95,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,Connect CRE Orange County,https://www.connectcre.com/stories/costa-mesa-multifamily-changes-hands-for-value-add-repositioning/,High
