run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-002,California,Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue,Unknown,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,70,70,Relevant to California entitlement monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Monterey Park approves upsized project at 114 E. Garvey Avenue,https://la.urbanize.city/post/monterey-park-approves-upsized-project-114-e-garvey-avenue,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-001,Los Angeles,23 homes coming to Uptown Newport Village,,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,70,70,Relevant to California entitlement monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,23 homes coming to Uptown Newport Village,https://la.urbanize.city/post/23-homes-coming-uptown-newport-village,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-006,Sacramento,"Office-to-Residential Conversion - California - Meeting Tonight for 3101 Sacramento Street, South Berkeley",Unknown,Mixed-Use Residential,Office-to-Residential Conversion,Unknown Stage,28,57,67,Relevant to California entitlement monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent","Meeting Tonight for 3101 Sacramento Street, South Berkeley",https://sfyimby.com/2026/08/meeting-tonight-for-3101-sacramento-street-south-berkeley.html,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-008,Los Angeles,"Meeting Tonight for 3101 Sacramento Street, South Berkeley",,Mixed-Use Residential,Zoning / Rezoning,Early Planning,20,45,61,Relevant to California entitlement monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent","Meeting Tonight for 3101 Sacramento Street, South Berkeley",https://sfyimby.com/2026/08/meeting-tonight-for-3101-sacramento-street-south-berkeley.html,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-003,Los Angeles,Newmark Closes Note Sale on San Pedro Adaptive Reuse,,Office-to-Residential Conversion,Adaptive Reuse,Approved / Entitled,20,67,53,General LA / California monitoring,Track office-to-residential feasibility,Monitor construction-ready pipeline and sponsor execution,Newmark Closes Note Sale on San Pedro Adaptive Reuse,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-004,Los Angeles,Office-to-Residential Conversion - Los Angeles / California - Newmark Closes Note Sale on San Pedro Adaptive Reuse,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Approved / Entitled,20,67,53,General LA / California monitoring,Track office-to-residential feasibility,Monitor construction-ready pipeline and sponsor execution,Newmark Closes Note Sale on San Pedro Adaptive Reuse,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-005,Los Angeles,Apartment REITs see Sun Belt momentum in latest earnings,Unknown,Apartment,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Apartment REITs see Sun Belt momentum in latest earnings,https://www.multifamilydive.com/news/apartment-reit-q2-earnings-reports/827436/,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-007,Los Angeles,Warner Center's beleaguered Promenade mall bites the dust,,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Warner Center's beleaguered Promenade mall bites the dust,https://la.urbanize.city/post/warner-centers-beleaguered-promenade-mall-bites-dust,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-009,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion in Atlanta,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion in Atlanta,https://yieldpro.com/2026/08/paces-ferry-road/,Low
2026-08-13,20260813-234110-2a0a6fe3,LAW-20260813-010,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
