run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-004,California,Los Angeles,Mixed-Use Residential,,23 homes coming to Uptown Newport Village,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,this month,20,70,High relevance to LA / California developer strategy,"Track local planning filings, approval body, sponsor, and entitlement precedent",23 homes coming to Uptown Newport Village,Urbanize LA,https://la.urbanize.city/post/23-homes-coming-uptown-newport-village,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-009,California,California,Mixed-Use Residential,Unknown,Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,70,High relevance to LA / California developer strategy,"Track local planning filings, approval body, sponsor, and entitlement precedent",Monterey Park approves upsized project at 114 E. Garvey Avenue,Urbanize LA,https://la.urbanize.city/post/monterey-park-approves-upsized-project-114-e-garvey-avenue,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-001,Los Angeles / California,Los Angeles,Office-to-Residential Conversion,,Newmark Closes Note Sale on San Pedro Adaptive Reuse,Adaptive Reuse,Approved / Entitled,Unknown,Office conversion policy,No,No clear density / zoning signal,No,2026,20,67,Relevant to US residential developer capability,"Review office conversion feasibility, policy support, and local sponsor activity",Newmark Closes Note Sale on San Pedro Adaptive Reuse,Connect CRE California,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-015,Los Angeles / California,Los Angeles,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Los Angeles / California - Newmark Closes Note Sale on San Pedro Adaptive Reuse,Office-to-Residential Conversion,Approved / Entitled,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,20,67,Relevant to US residential developer capability,"Review office conversion feasibility, policy support, and local sponsor activity",Newmark Closes Note Sale on San Pedro Adaptive Reuse,Connect CRE California,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Medium
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-006,Sun Belt,Los Angeles,Apartment,Unknown,Apartment REITs see Sun Belt momentum in latest earnings,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Apartment REITs see Sun Belt momentum in latest earnings,Multifamily Dive,https://www.multifamilydive.com/news/apartment-reit-q2-earnings-reports/827436/,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-012,California,Sacramento,Mixed-Use Residential,Unknown,"Office-to-Residential Conversion - California - Meeting Tonight for 3101 Sacramento Street, South Berkeley",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,57,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent","Meeting Tonight for 3101 Sacramento Street, South Berkeley",SF YIMBY,https://sfyimby.com/2026/08/meeting-tonight-for-3101-sacramento-street-south-berkeley.html,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-003,Los Angeles / California,Los Angeles,Mixed-Use Residential,,Warner Center's beleaguered Promenade mall bites the dust,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Warner Center's beleaguered Promenade mall bites the dust,Urbanize LA,https://la.urbanize.city/post/warner-centers-beleaguered-promenade-mall-bites-dust,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-002,California,Los Angeles,Mixed-Use Residential,,"Meeting Tonight for 3101 Sacramento Street, South Berkeley",Zoning / Rezoning,Early Planning,Unknown,General regulatory watch,No,zoning,No,2026,20,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent","Meeting Tonight for 3101 Sacramento Street, South Berkeley",SF YIMBY,https://sfyimby.com/2026/08/meeting-tonight-for-3101-sacramento-street-south-berkeley.html,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-011,Atlanta / Georgia,Atlanta,Apartment,Unknown,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion in Atlanta,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",JLB Pursuing Buckhead Office-to-Apartments Conversion in Atlanta,Yield PRO,https://yieldpro.com/2026/08/paces-ferry-road/,Low
2026-08-13,20260813-234110-2a0a6fe3,ENT-20260813-013,Atlanta / Georgia,Atlanta,Apartment,Unknown,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",JLB Pursuing Buckhead Office-to-Apartments Conversion,Connect CRE Atlanta,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
