run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-001,"Refinancing - California - JLL Provides $42M Agency Loan for Refinancing of Multifamily Property in Vancouver, Washin...",California,Los Angeles,JLL,Multifamily,Unknown,Unknown,Refinancing / Recapitalization,Existing asset refinance,Unknown,100,60,High relevance to Woomi site strategy,Review acquisition comparables,"Review parcel clue, entitlement path, sponsor, and comparable sites","JLL Provides $42M Agency Loan for Refinancing of Multifamily Property in Vancouver, Washington",https://rebusinessonline.com/jll-provides-42m-agency-loan-of-refinancing-multifamily-property-in-vancouver-washington/,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-002,Refinancing - California - Northmarq Arranges $56.1M in Permanent Financing for 354-Unit Multifamily Community in Eas...,California,Los Angeles,Fannie Mae,Apartment,Unknown,Unknown,Refinancing / Recapitalization,Existing asset refinance,Unknown,100,60,High relevance to Woomi site strategy,Review acquisition comparables,"Review parcel clue, entitlement path, sponsor, and comparable sites",Northmarq Arranges $56.1M in Permanent Financing for 354-Unit Multifamily Community in East County San Diego,https://yieldpro.com/2026/08/wintercrest-village-apartments/,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-003,Construction Financing - California - CEDARst Closes Construction Financing Breaks Ground on 197-Unit Multifamily Development in...,San Diego,Los Angeles,JLL,Multifamily,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,59,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",CEDARst Closes Construction Financing Breaks Ground on 197-Unit Multifamily Development in North Park,https://yieldpro.com/2026/08/the-samuel/,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-004,Refinancing - California - Westphal Company Lands $56M Refi for San Diego Apartments,San Diego,Los Angeles,Fannie Mae,Apartment,Unknown,Unknown,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,100,52,High relevance to Woomi site strategy,Track site control precedent,"Review parcel clue, entitlement path, sponsor, and comparable sites",Westphal Company Lands $56M Refi for San Diego Apartments,https://commercialobserver.com/2026/08/westphal-san-diego-multifamily-northmarq-fannie-mae/,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-014,Disposition / Exit - California - 23 homes coming to Uptown Newport Village,Orange County,Los Angeles,Unknown,Mixed-Use Residential,Entitled / approved,Unknown,Construction-Ready Pipeline,Existing asset sale,Entitlement / Planning,100,47,High relevance to Woomi site strategy,Watch construction-ready pipeline,"Review parcel clue, entitlement path, sponsor, and comparable sites",23 homes coming to Uptown Newport Village,https://la.urbanize.city/post/23-homes-coming-uptown-newport-village,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-005,Refinancing - Washington DC - JLL Secures $40M Refinancing for Multifamily in Portland’s Lloyd District,Seattle,Los Angeles,JLL,Apartment,Unknown,Unknown,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,100,46,High relevance to Woomi site strategy,Track site control precedent,"Track lender, maturity, owner, and recapitalization path",JLL Secures $40M Refinancing for Multifamily in Portland’s Lloyd District,https://www.connectcre.com/stories/jll-secures-40m-refinancing-for-multifamily-in-portlands-lloyd-district/,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-015,Entitlement / Permitting - Los Angeles / California - Warner Center's beleaguered Promenade mall bites the dust,Los Angeles,Los Angeles,Unknown,Mixed-Use Residential,Entitled / approved,Unknown,Construction-Ready Pipeline,Project under entitlement,Entitlement / Planning,100,41,High relevance to Woomi site strategy,Watch construction-ready pipeline,Monitor asset for repeated local confirmation,Warner Center's beleaguered Promenade mall bites the dust,https://la.urbanize.city/post/warner-centers-beleaguered-promenade-mall-bites-dust,Medium
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-020,General Project Signal - California - California Awards $239M in Gap Funding to 20 Affordable Projects,California,Los Angeles,Unknown,Apartment,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,40,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",California Awards $239M in Gap Funding to 20 Affordable Projects,https://www.connectcre.com/stories/california-awards-239m-in-gap-funding-to-20-affordable-projects/,Low
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-011,Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue,114 E. Garvey Avenue,Los Angeles,Unknown,Mixed-Use Residential,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,39,High relevance to Woomi site strategy,Monitor entitlement path,"Review parcel clue, entitlement path, sponsor, and comparable sites",Monterey Park approves upsized project at 114 E. Garvey Avenue,https://la.urbanize.city/post/monterey-park-approves-upsized-project-114-e-garvey-avenue,High
2026-08-13,20260813-234110-2a0a6fe3,LAA-20260813-008,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,1058 N. Kingsley Dr,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,https://la.urbanize.city/post/affordable-housing-proposed-1058-n-kingsley-dr-east-hollywood,High
