run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0142,Construction Financing - California - CEDARst Closes Construction Financing Breaks Ground on 197-Unit Multifamily Development in...,100,2026-08-13 23:41:10,art_e432624f94d627c1,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Construction Financing - California - CEDARst Closes Construction Financing Breaks Ground on 197-Unit Multifamily Development in...,Construction Financing,Multifamily,Multifamily,California,San Diego,California,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,California,,$80; $80,$80,,,,,,,,,93,High Deal Intelligence,Capital market signal,CEDARst Closes Construction Financing Breaks Ground on 197-Unit Multifamily Development in North Park,Yield PRO,https://yieldpro.com/2026/08/the-samuel/,100,DFP-958FBCFD31,90,Construction Financing - Construction Financing - California - CEDARst Closes Construction Financing Breaks Ground on 197-Unit Multifamily Development in...,Construction Financing - JLL - JLL - California,DCL-20260813-001,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0060,Construction Financing - California - CEDARst Closes Construction Financing Breaks Ground on 197-Unit Multifamily Development in...,100,2026-08-13 23:41:10,art_d3721325b5529d44,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Refinancing - California - JLL Provides $42M Agency Loan for Refinancing of Multifamily Property in Vancouver, Washin...",Refinancing,Multifamily,Multifamily,California,California,California,JLL,JLL,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$42M; $42M; $42 million,$42M,,,,,,,,,93,High Deal Intelligence,Capital market signal,"JLL Provides $42M Agency Loan for Refinancing of Multifamily Property in Vancouver, Washington",REBusiness Online,https://rebusinessonline.com/jll-provides-42m-agency-loan-of-refinancing-multifamily-property-in-vancouver-washington/,100,DFP-07D8862AFD,90,"Refinancing - Refinancing - California - JLL Provides $42M Agency Loan for Refinancing of Multifamily Property in Vancouver, Washin...",Refinancing - JLL - Fannie Mae - California,DCL-20260813-002,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0058,Refinancing - California - Northmarq Arranges $56.1M in Permanent Financing for 354-Unit Multifamily Community in Eas...,100,2026-08-13 23:41:10,art_4c817343b03ab2cb,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - California - Northmarq Arranges $56.1M in Permanent Financing for 354-Unit Multifamily Community in Eas...,Refinancing,Apartment,Apartment,California,California,California,Fannie Mae,Fannie Mae,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$56.1M; $56.1 million; $56.1m,$56.1M,,,,,,,,,93,High Deal Intelligence,Capital market signal,Northmarq Arranges $56.1M in Permanent Financing for 354-Unit Multifamily Community in East County San Diego,Yield PRO,https://yieldpro.com/2026/08/wintercrest-village-apartments/,100,DFP-DAD77E1C17,90,Refinancing - Refinancing - California - Northmarq Arranges $56.1M in Permanent Financing for 354-Unit Multifamily Community in Eas...,Refinancing - Fannie Mae - Fannie Mae - California,DCL-20260813-003,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0141,Refinancing - California - Westphal Company Lands $56M Refi for San Diego Apartments,100,2026-08-13 23:41:10,art_67bd2cf344867b9c,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - California - Westphal Company Lands $56M Refi for San Diego Apartments,Refinancing,Apartment,Apartment,California,San Diego,California,Fannie Mae,Fannie Mae,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$56M; $56M; $56.1 million,$56M,,,,,,,,,93,High Deal Intelligence,Capital market signal,Westphal Company Lands $56M Refi for San Diego Apartments,Commercial Observer,https://commercialobserver.com/2026/08/westphal-san-diego-multifamily-northmarq-fannie-mae/,100,DFP-79F93DB94B,90,Refinancing - Refinancing - California - Westphal Company Lands $56M Refi for San Diego Apartments,Refinancing - Fannie Mae - Fannie Mae - California,DCL-20260813-004,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0058,Refinancing - California - Northmarq Arranges $56.1M in Permanent Financing for 354-Unit Multifamily Community in Eas...,100,2026-08-13 23:41:10,art_22a15f6c44643113,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership,Apartment,Apartment,California,California,California,Fannie Mae,Fannie Mae,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$58; $58,$58,,,,,,,,,90,High Deal Intelligence,Capital market signal,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Connect CRE Apartments,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,91,DFP-B273300EB5,90,JV / Partnership - JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership - Fannie Mae - California,DCL-20260813-005,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0061,Acquisition - California - Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,100,2026-08-13 23:41:10,art_1a2498c61d1e4e4d,valid,Development Activity,GP / Capital Activity,acceptable_repeat,78,open,Acquisition - California - Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,Acquisition,Apartment,Apartment,California,California,California,Marcus & Millichap,Marcus & Millichap,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$12.1; $12.1; $5.6,,$12.1,,,,,,,,85,High Deal Intelligence,Pricing benchmark,Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,Connect CRE California,https://www.connectcre.com/stories/levin-johnston-completes-1031-exchange-with-mountain-view-apartment-deal/,100,DFP-68F3B9492C,80,Acquisition - Acquisition - California - Levin Johnston Completes 1031 Exchange with Mountain View Apartment Deal,Acquisition - Marcus & Millichap - California,DCL-20260813-006,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0153,Refinancing - Washington DC - JLL Secures $40M Refinancing for Multifamily in Portland’s Lloyd District,100,2026-08-13 23:41:10,art_7d3263b73d35e092,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - Washington DC - JLL Secures $40M Refinancing for Multifamily in Portland’s Lloyd District,Refinancing,Apartment,Apartment,Washington DC,Seattle,Unknown,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Washington DC,,$40M; $40M; $40.5 million,$40M,,,,,,,,,85,High Deal Intelligence,Capital market signal,JLL Secures $40M Refinancing for Multifamily in Portland’s Lloyd District,Connect CRE Apartments,https://www.connectcre.com/stories/jll-secures-40m-refinancing-for-multifamily-in-portlands-lloyd-district/,100,DFP-CA3B302140,90,Refinancing - Refinancing - Washington DC - JLL Secures $40M Refinancing for Multifamily in Portland’s Lloyd District,Refinancing - JLL - JLL - Washington DC,DCL-20260813-007,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0077,Refinancing - Houston / Texas - Northmarq Arranges Refis for Three Texas Rental Communities,80,2026-08-13 23:41:10,art_248f8fa3ca1d2f4e,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,Refinancing - Houston / Texas - Northmarq Arranges Refis for Three Texas Rental Communities,Refinancing,Apartment,Apartment,Houston / Texas,Houston,Unknown,Unknown,Unknown,Unknown,northmarq,northmarq,Unknown,Unknown,Houston / Texas,940 units,$68.7 million; $68.7 million,$68.7 million,,,,,,,,,83,High Deal Intelligence,Capital market signal,Northmarq Arranges Refis for Three Texas Rental Communities,Connect CRE Texas,https://www.connectcre.com/stories/northmarq-arranges-refis-for-three-texas-rental-communities/,100,DFP-4C5655DC63,85,Refinancing - Refinancing - Houston / Texas - Northmarq Arranges Refis for Three Texas Rental Communities,Refinancing - Unknown - northmarq - Houston / Texas,DCL-20260813-008,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0054,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,100,2026-08-13 23:41:10,art_af936828d39943e9,valid,Development Activity,GP / Capital Activity,repeat_penalized,5,open,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition,Apartment,Apartment,California,California,California,Bascom Group,Bascom Group,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$53; $290; $53,$53,$53,,,,,,,,82,High Deal Intelligence,Pricing benchmark,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,91,DFP-6776EE5E57,80,Acquisition - Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Bascom Group - California,DCL-20260813-009,1
2026-08-13,20260813-234110-2a0a6fe3,PRJ-20260813-0109,Construction Financing - New York - Walker & Dunlop Arranges $147.5M in Construction Financing for Port Chester Multifamily Pr...,100,2026-08-13 23:41:10,art_2fd1630f5da831ea,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Construction Financing - New York - Walker & Dunlop Arranges $147.5M in Construction Financing for Port Chester Multifamily Pr...,Construction Financing,Multifamily,Multifamily,New York,New York,New York,Walker & Dunlop,Walker & Dunlop,Unknown,walker & dunlop,walker & dunlop,Unknown,Unknown,New York,,$147.5M; $147.5M; $147.5m,$147.5M,,,,,,,,,82,High Deal Intelligence,Capital market signal,Walker & Dunlop Arranges $147.5M in Construction Financing for Port Chester Multifamily Project,REBusiness Online,https://rebusinessonline.com/walker-dunlop-arranges-147-5m-in-construction-financing-for-port-chester-multifamily-project/,91,DFP-9D3698D56B,90,Construction Financing - Construction Financing - New York - Walker & Dunlop Arranges $147.5M in Construction Financing for Port Chester Multifamily Pr...,Construction Financing - Walker & Dunlop - walker & dunlop - New York,DCL-20260813-010,1
