run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-003,Los Angeles,80 homes coming to 824 S. Gladys Ave. in San Gabriel,,Mixed-Use Residential,Entitlement Approval,Early Planning,20,45,61,Relevant to California entitlement monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",80 homes coming to 824 S. Gladys Ave. in San Gabriel,https://la.urbanize.city/post/80-homes-coming-824-s-gladys-ave-san-gabriel,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-001,Los Angeles,Renters remain cautious but demand holds steady,Unknown,Apartment,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Renters remain cautious but demand holds steady,https://www.multifamilydive.com/news/renters-demand-steady-spring-multifamily/821534/,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-002,Los Angeles,Office-to-Residential Conversion - Los Angeles / California - Mayor Bass: Adaptive Reuse Key to Revitalizing Downtown LA,CBRE,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,47,48,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Mayor Bass: Adaptive Reuse Key to Revitalizing Downtown LA,https://www.connectcre.com/stories/mayor-bass-adaptive-reuse-key-to-revitalizing-downtown-la/,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-004,Los Angeles,Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,,Affordable Housing,Planning Approval,Delayed / Appealed,45,30,47,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,https://la.urbanize.city/post/proposed-apartments-face-appeal-3411-foothill-blvd-glendale,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-005,New York,Entitlement / Permitting - New York - Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,Unknown,Affordable Housing,Entitlement Approval,Delayed / Appealed,45,30,47,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,https://la.urbanize.city/post/proposed-apartments-face-appeal-3411-foothill-blvd-glendale,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-006,Los Angeles,Entitlement / Permitting - Los Angeles / California - Venice Dell affordable housing project notches legal win,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Venice Dell affordable housing project notches legal win,https://la.urbanize.city/post/venice-dell-affordable-housing-project-notches-legal-win,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-007,Atlanta,Entitlement / Permitting - Atlanta / Georgia - Cambridge Properties Bringing New Life to Aging Charlotte Center,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Cambridge Properties Bringing New Life to Aging Charlotte Center,https://www.connectcre.com/stories/cambridge-properties-bringing-new-life-to-aging-center/,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-009,Los Angeles,LRT Company Launches $21M DST Investment for Ground-Leased Multifamily Site Near Hilton Head Island South Carolina,Unknown,Multifamily,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",LRT Company Launches $21M DST Investment for Ground-Leased Multifamily Site Near Hilton Head Island South Carolina,https://yieldpro.com/2026/06/hardeeville-multifamily-1-dst/,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-008,Santa Monica,Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",New plan unveiled for West Hollywood's Melrose Triangle development,https://la.urbanize.city/post/new-plan-unveiled-west-hollywoods-melrose-triangle-development,Low
2026-06-04,20260604-000136-6cfa7913,LAW-20260604-010,Los Angeles,Entitlement / Permitting - Los Angeles / California - SCAG releases preliminary SB 79 map,Unknown,General Residential,Entitlement Approval,Unknown Stage,28,20,29,Low relevance,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",SCAG releases preliminary SB 79 map,https://la.urbanize.city/post/scag-releases-preliminary-sb-79-map,Low
